annearn,exper,age,depends,married,tenure,educ,male,white,union,office,vacdays,sicklve,insur,pension,industry,region
4691.99,5,24,0,1,0.5,13,0,1,0,1,513.42,0.0,318.08,254.15,1.0,north_central
8880.0,15,31,0,0,0.5,16,0,1,0,1,454.04,184.39,453.1,739.59,1.0,northeast
10400.0,5,23,0,0,2.0,16,0,1,0,1,454.04,184.39,453.1,739.59,1.0,south
9300.0,9,25,2,1,4.0,16,1,1,0,1,454.04,184.39,453.1,739.59,1.0,northeast
10500.0,4,25,0,0,2.0,16,1,1,0,1,454.04,184.39,453.1,739.59,1.0,south
8423.07,4,22,0,0,4.0,13,0,0,0,1,454.04,184.39,453.1,739.59,1.0,west
11508.0,5,27,2,1,2.0,12,0,0,0,1,454.04,184.39,453.1,739.59,1.0,northeast
9230.77,14,48,0,1,8.0,12,0,1,0,1,382.92,142.67,355.92,72.59,1.0,south
8653.84,20,36,1,0,0.5,13,0,1,0,1,382.92,142.67,355.92,72.59,1.0,south
15720.0,37,53,0,0,15.0,12,0,1,0,1,718.24,295.92,657.33,1063.31,1.0,west
14560.0,25,44,2,1,2.0,12,1,1,0,1,718.24,295.92,657.33,1063.31,1.0,south
19e3,17,34,0,0,8.0,13,1,1,0,1,718.24,295.92,657.33,1063.31,1.0,west
14800.0,15,36,2,1,15.0,16,1,1,0,1,718.24,295.92,657.33,1063.31,1.0,south
22e3,21,43,3,1,2.0,13,1,1,0,1,718.24,295.92,657.33,1063.31,1.0,north_central
19200.0,23,44,2,1,2.0,14,1,1,0,1,935.41,350.68,579.98,0.0,1.0,north_central
6468.0,34,62,0,1,15.0,8,0,1,0,1,382.53,169.43,309.62,565.6,1.0,south
7150.0,6,30,0,1,4.0,16,1,1,0,1,382.53,169.43,309.62,565.6,1.0,northeast
9e3,18,59,0,1,8.0,13,0,1,0,1,533.69,211.19,493.77,853.33,1.0,north_central
31e3,32,51,2,1,2.0,13,1,1,0,1,868.77,404.34,673.74,1297.44,1.0,north_central
4e4,35,51,4,1,2.0,18,1,1,0,1,868.77,404.34,673.74,1297.44,1.0,northeast
2884.61,24,64,0,0,0.5,16,0,1,0,0,42.99,22.95,0.0,0.0,1.0,west
6500.0,15,31,2,1,15.0,12,1,1,0,0,121.68,34.47,142.19,0.0,1.0,northeast
5653.84,44,63,0,1,25.0,12,1,1,0,0,112.9,18.58,250.0,0.0,1.0,west
4425.2,1,20,0,0,0.5,12,0,1,0,0,140.0,0.0,5.99,0.0,1.0,south
8343.74,23,39,3,1,2.0,12,1,1,1,0,274.0,57.5,225.0,163.5,1.0,south
27720.0,19,35,2,1,15.0,12,1,1,0,0,785.05,297.52,506.63,979.09,1.0,northeast
13392.0,23,41,2,1,15.0,12,1,1,0,0,785.05,297.52,506.63,979.09,1.0,northeast
2e4,19,35,2,1,15.0,13,1,1,0,0,785.05,297.52,506.63,979.09,1.0,west
22440.0,10,26,2,1,2.0,13,1,1,0,0,460.0,0.0,308.17,0.0,1.0,north_central
16e3,18,35,3,1,0.5,12,1,1,0,0,189.0,0.0,0.0,0.0,1.0,west
6799.99,21,37,0,1,4.0,16,1,1,1,1,73.2,0.0,120.0,0.0,1.0,northeast
5e3,3,20,0,0,0.5,13,0,1,0,1,0.0,0.0,0.0,0.0,1.0,south
9360.0,10,27,0,0,4.0,12,0,1,0,1,412.37,120.24,406.41,626.16,1.0,northeast
11545.4,25,45,1,1,2.0,13,1,1,0,1,354.72,123.13,535.04,51.02,1.0,south
9639.0,7,23,1,0,2.0,13,1,1,0,1,395.18,4.15,427.47,0.0,1.0,west
8324.99,5,22,0,1,4.0,12,1,1,0,1,349.75,0.0,997.5,0.0,1.0,south
35e3,24,47,0,1,15.0,18,1,1,0,1,795.26,244.61,510.99,1424.04,1.0,west
24e3,29,45,0,0,25.0,13,1,1,0,1,796.61,286.02,796.72,1333.98,1.0,west
14400.0,15,31,3,1,15.0,13,1,1,0,1,796.61,286.02,796.72,1333.98,1.0,south
15e3,13,32,0,1,4.0,18,0,1,0,1,796.61,286.02,796.72,1333.98,1.0,northeast
3450.0,3,36,3,0,0.5,10,0,1,0,0,63.25,0.0,0.0,0.0,1.0,north_central
1800.0,23,69,0,0,25.0,13,0,1,0,1,0.0,0.0,0.0,0.0,1.0,south
2574.0,16,49,2,1,15.0,16,0,1,0,1,0.0,0.0,0.0,0.0,1.0,south
9500.0,7,25,0,0,0.5,18,0,1,0,1,452.5,376.0,0.0,0.0,1.0,northeast
16e3,9,32,2,1,2.0,18,1,1,0,1,157.69,368.09,703.57,498.07,1.0,north_central
20300.0,15,34,3,1,2.0,18,1,1,1,1,662.86,319.0,305.0,540.86,1.0,northeast
16700.0,13,34,2,1,8.0,18,1,1,1,1,662.86,319.0,305.0,540.86,1.0,northeast
5500.0,32,48,0,1,2.0,8,1,1,0,0,267.75,132.66,243.75,225.84,1.0,northeast
6125.0,28,46,1,0,15.0,13,0,0,0,0,267.75,132.66,243.75,225.84,1.0,south
6281.24,8,36,6,1,8.0,10,0,0,1,0,248.5,100.13,164.52,236.58,1.0,north_central
5019.99,13,32,1,0,4.0,13,0,1,0,0,248.5,100.13,164.52,236.58,1.0,north_central
6885.0,12,35,7,0,0.5,10,0,0,0,0,144.38,56.04,59.58,0.0,1.0,south
6854.39,12,48,3,1,8.0,12,0,0,0,0,200.84,94.22,158.59,0.0,1.0,north_central
8280.0,8,25,0,0,4.0,13,0,0,0,0,163.31,198.82,0.0,0.0,1.0,south
3e3,24,46,0,0,15.0,13,0,1,0,1,333.97,140.0,132.47,188.07,1.0,north_central
4900.0,10,29,2,1,2.0,12,0,1,0,1,373.29,115.07,248.13,301.49,1.0,northeast
6092.3,13,35,1,1,2.0,18,0,0,0,1,373.29,115.07,248.13,301.49,1.0,west
7920.0,38,66,0,1,25.0,6,0,1,1,1,373.29,115.07,248.13,301.49,1.0,northeast
5915.07,3,19,0,1,0.5,12,0,1,0,1,373.29,115.07,248.13,301.49,1.0,south
5760.0,7,23,0,1,0.5,13,0,0,0,1,373.29,115.07,248.13,301.49,1.0,south
5480.77,12,30,2,0,4.0,12,0,1,0,1,194.48,172.04,10.3,0.0,1.0,south
7e3,36,54,0,0,4.0,13,0,0,0,1,313.89,177.23,233.62,0.0,1.0,south
5538.46,26,42,0,0,8.0,10,0,0,1,1,175.27,0.0,64.8,0.0,1.0,north_central
6646.15,8,28,0,1,0.5,16,1,1,0,1,0.0,0.0,0.0,0.0,1.0,north_central
5076.92,1,19,0,0,0.5,12,0,1,0,1,0.0,0.0,0.0,0.0,1.0,south
5e3,6,22,0,1,0.5,16,0,1,0,1,0.0,0.0,0.0,0.0,1.0,northeast
10500.0,37,55,2,1,4.0,12,1,1,0,1,415.03,169.45,306.7,415.56,1.0,south
12e3,33,53,1,1,8.0,18,1,1,0,1,415.03,169.45,306.7,415.56,1.0,north_central
10600.0,8,25,0,1,4.0,14,0,1,1,1,539.77,245.4,347.78,506.58,1.0,north_central
12e3,11,27,0,1,2.0,18,1,1,1,1,539.77,245.4,347.78,506.58,1.0,north_central
10523.1,20,36,0,1,15.0,12,0,1,0,1,539.77,245.4,347.78,506.58,1.0,west
10728.0,12,28,1,0,8.0,12,0,1,0,1,539.77,245.4,347.78,506.58,1.0,north_central
9980.77,14,29,0,0,0.5,13,0,1,0,1,539.77,245.4,347.78,506.58,1.0,north_central
1e4,13,30,2,1,8.0,18,0,1,1,1,539.77,245.4,347.78,506.58,1.0,northeast
9150.0,30,47,2,1,2.0,18,1,1,0,1,283.0,106.5,300.33,584.5,1.0,south
11092.8,11,31,1,0,4.0,16,0,1,1,1,283.0,106.5,300.33,584.5,1.0,west
9500.0,31,47,2,1,2.0,18,1,1,0,1,283.0,106.5,300.33,584.5,1.0,north_central
17900.0,10,33,0,0,4.0,18,0,1,0,1,930.47,312.32,653.72,1264.68,1.0,south
13e3,23,38,5,1,0.5,18,1,1,0,1,930.47,312.32,653.72,1264.68,1.0,north_central
13500.0,15,31,2,1,8.0,16,1,1,1,1,930.47,312.32,653.72,1264.68,1.0,west
12500.0,10,30,2,1,4.0,18,0,1,1,1,930.47,312.32,653.72,1264.68,1.0,south
13456.1,25,41,2,1,4.0,13,0,1,0,1,930.47,312.32,653.72,1264.68,1.0,west
17500.0,12,39,2,1,8.0,14,0,1,0,1,930.47,312.32,653.72,1264.68,1.0,south
13440.0,24,43,2,1,15.0,16,0,1,1,1,930.47,312.32,653.72,1264.68,1.0,northeast
13e3,20,37,0,0,8.0,18,0,1,0,1,930.47,312.32,653.72,1264.68,1.0,northeast
15e3,21,37,2,1,8.0,18,1,1,0,1,930.47,312.32,653.72,1264.68,1.0,west
14500.0,8,26,0,0,4.0,18,1,1,0,1,930.47,312.32,653.72,1264.68,1.0,south
2e4,34,50,2,1,15.0,18,1,1,1,1,930.47,312.32,653.72,1264.68,1.0,north_central
15400.0,30,48,2,1,8.0,16,0,1,0,1,930.47,312.32,653.72,1264.68,1.0,south
3e4,27,43,1,1,2.0,12,1,1,1,1,930.47,312.32,653.72,1264.68,1.0,south
16500.0,5,27,0,1,0.5,18,1,1,0,1,930.47,312.32,653.72,1264.68,1.0,north_central
17e3,19,35,2,1,2.0,18,1,1,0,1,930.47,312.32,653.72,1264.68,1.0,northeast
12500.0,12,28,0,1,2.0,18,1,1,0,1,930.47,312.32,653.72,1264.68,1.0,north_central
16e3,32,50,0,0,15.0,18,0,1,1,1,740.68,277.55,158.25,2346.35,1.0,west
14150.0,37,53,0,1,2.0,16,1,1,0,1,740.68,277.55,158.25,2346.35,1.0,west
16e3,22,42,1,1,15.0,18,1,1,1,1,740.68,277.55,158.25,2346.35,1.0,west
13300.0,14,30,0,0,2.0,18,0,1,0,1,740.68,277.55,158.25,2346.35,1.0,west
16500.0,32,48,2,1,8.0,18,1,1,0,1,740.68,277.55,158.25,2346.35,1.0,north_central
14600.0,34,54,7,0,4.0,18,1,0,0,1,740.68,277.55,158.25,2346.35,1.0,south
22e3,26,46,0,0,15.0,18,0,1,0,1,740.68,277.55,158.25,2346.35,1.0,south
22050.0,35,63,1,0,15.0,18,0,1,1,1,740.68,277.55,158.25,2346.35,1.0,northeast
14200.0,9,36,2,1,0.5,18,1,0,0,1,634.17,347.92,235.42,399.25,1.0,north_central
14586.0,40,55,0,1,8.0,12,1,0,0,1,709.77,254.05,575.91,0.0,1.0,northeast
17e3,33,49,3,1,15.0,18,1,1,0,1,1312.84,0.0,946.11,1231.44,1.0,north_central
12936.0,13,44,4,1,2.0,14,0,1,0,1,637.51,0.0,748.07,0.0,1.0,north_central
6659.99,10,26,0,1,0.5,13,1,1,0,0,353.83,149.95,266.47,261.49,1.0,north_central
7679.99,9,25,0,0,4.0,13,1,1,0,0,353.83,149.95,266.47,261.49,1.0,west
9399.99,7,26,1,0,4.0,12,0,1,0,0,490.99,237.99,443.06,390.3,1.0,north_central
12e3,50,64,0,1,8.0,8,1,1,1,0,542.45,319.45,821.27,0.0,1.0,northeast
11739.0,3,22,0,0,2.0,13,0,1,0,0,98.57,0.0,133.13,21.79,1.0,north_central
12364.8,20,37,2,1,15.0,13,0,1,1,0,665.81,319.22,581.62,536.9,1.0,north_central
12500.0,31,47,4,1,8.0,12,1,1,1,0,665.81,319.22,581.62,536.9,1.0,northeast
10700.0,7,23,0,1,2.0,18,0,1,1,1,553.67,257.63,398.91,404.22,1.0,northeast
8789.76,8,27,1,1,4.0,14,0,1,0,1,553.67,257.63,398.91,404.22,1.0,south
11e3,16,32,0,1,8.0,12,0,1,0,1,553.67,257.63,398.91,404.22,1.0,south
9199.0,6,22,0,0,2.0,12,0,1,0,1,553.67,257.63,398.91,404.22,1.0,north_central
8519.99,25,44,0,0,2.0,12,0,1,0,1,553.67,257.63,398.91,404.22,1.0,north_central
9600.0,1,23,0,0,0.5,16,0,1,0,1,553.67,257.63,398.91,404.22,1.0,south
11662.0,8,24,0,0,0.5,18,0,1,0,1,553.67,257.63,398.91,404.22,1.0,north_central
22e3,10,35,2,1,2.0,18,1,1,0,1,882.57,343.34,540.58,885.92,1.0,west
16e3,23,39,3,1,0.5,6,1,1,0,1,882.57,343.34,540.58,885.92,1.0,south
22e3,38,52,0,0,0.5,18,0,1,0,1,882.57,343.34,540.58,885.92,1.0,south
15312.5,8,28,0,1,0.5,18,1,1,0,1,1121.6,298.27,69.77,146.87,1.0,north_central
20700.0,22,40,1,1,2.0,12,1,1,1,1,1885.0,0.0,603.67,1152.67,1.0,north_central
9e3,3,21,0,0,0.5,10,1,0,0,0,413.59,176.72,467.85,0.0,1.0,south
9600.0,1,20,0,0,0.5,13,1,1,0,0,233.97,0.0,41.2,0.0,1.0,south
14280.0,12,28,3,1,0.5,16,1,1,0,0,139.56,0.0,356.26,0.0,1.0,south
7500.0,25,46,1,0,8.0,12,0,1,0,1,300.5,73.0,0.0,0.0,1.0,north_central
16e3,40,53,0,1,15.0,16,1,1,0,1,995.69,408.11,917.51,1452.01,1.0,south
3e4,22,38,1,1,8.0,13,1,1,1,1,995.69,408.11,917.51,1452.01,1.0,west
9164.99,16,33,1,1,8.0,10,1,0,1,0,1105.41,0.0,1556.5,1915.69,1.0,south
10210.7,12,27,2,0,4.0,10,1,1,1,0,453.63,1.45,568.03,421.65,1.0,north_central
9214.39,35,51,2,1,0.5,6,1,1,1,0,124.0,0.0,136.07,0.0,1.0,north_central
16e3,45,63,0,1,25.0,13,1,1,1,0,674.78,145.13,874.29,797.09,1.0,northeast
17012.8,17,33,2,1,15.0,12,1,1,1,0,871.49,0.0,1404.89,978.43,1.0,north_central
13160.0,40,56,0,1,15.0,13,1,1,0,0,266.65,0.0,668.42,0.0,1.0,west
7915.38,4,21,3,0,2.0,16,0,0,0,1,362.8,64.0,390.0,195.2,1.0,west
13200.0,20,45,1,1,15.0,12,0,1,0,1,905.65,219.82,998.97,1230.22,1.0,south
35e3,25,47,1,1,15.0,13,1,1,0,1,710.69,187.31,776.67,0.0,1.0,north_central
7659.99,7,26,0,0,8.0,12,0,1,1,0,355.33,104.64,466.88,409.34,1.0,north_central
7650.0,4,24,0,0,0.5,12,0,1,0,0,101.39,0.0,115.64,0.0,1.0,west
17216.6,16,33,4,1,15.0,12,1,1,1,0,898.55,203.74,1332.61,1235.02,1.0,north_central
8100.0,7,24,1,1,15.0,10,1,1,0,1,642.34,0.0,415.94,667.17,1.0,south
6526.8,17,33,0,0,8.0,10,0,1,0,0,228.5,0.0,325.85,253.87,1.0,northeast
5319.99,11,30,1,1,8.0,10,0,1,0,0,228.5,0.0,325.85,253.87,1.0,south
5879.99,3,20,0,0,0.5,8,0,1,0,0,236.04,0.0,83.06,0.0,1.0,south
5500.0,26,47,2,1,8.0,6,0,1,0,0,138.91,0.0,198.05,0.0,1.0,northeast
19824.7,4,24,0,1,2.0,16,1,1,1,0,857.53,203.9,853.38,1055.12,1.0,west
5605.6,10,27,2,1,4.0,10,0,0,1,0,380.33,0.0,402.04,211.59,1.0,south
17860.0,41,57,0,1,25.0,12,1,1,1,0,1023.75,227.03,1054.58,1260.8,1.0,west
12397.0,28,45,3,1,25.0,12,1,1,1,0,947.65,7.48,1323.8,1057.17,1.0,north_central
18500.0,18,34,3,1,15.0,18,1,1,0,1,1075.51,252.53,906.55,1426.42,1.0,north_central
5040.0,16,16,0,0,0.5,10,1,1,0,0,0.0,0.0,0.0,0.0,1.0,north_central
9879.99,11,28,0,0,8.0,12,0,1,1,1,314.25,0.0,587.65,316.85,1.0,north_central
15e3,7,25,0,1,8.0,12,1,1,1,1,1046.17,302.78,844.68,1416.82,1.0,northeast
16e3,26,42,3,1,15.0,12,1,1,0,1,1046.17,302.78,844.68,1416.82,1.0,south
11016.0,17,33,0,0,15.0,12,0,1,1,1,589.33,249.13,784.31,1121.91,1.0,south
20500.0,12,32,1,1,2.0,16,1,1,0,1,1295.15,436.45,1002.57,2045.84,1.0,northeast
3298.68,1,19,0,0,0.5,13,0,1,0,0,0.0,0.0,85.0,0.0,1.0,northeast
4400.0,4,20,0,0,0.5,12,1,1,0,0,0.0,0.0,0.0,0.0,1.0,west
18216.0,22,38,2,1,15.0,13,1,1,0,0,571.73,131.03,713.57,607.17,1.0,northeast
7500.0,5,21,0,1,2.0,13,0,1,1,1,268.55,69.75,318.79,419.68,1.0,west
4811.85,2,43,2,1,0.5,12,0,1,0,1,0.0,0.0,0.0,0.0,1.0,north_central
8500.0,35,55,0,0,15.0,12,0,1,0,1,385.47,131.89,403.1,595.53,1.0,north_central
9450.0,6,22,0,0,0.5,13,1,1,0,1,403.17,121.44,490.63,8.73,1.0,northeast
15e3,5,20,0,0,2.0,13,1,1,0,1,617.62,0.0,312.92,0.0,1.0,northeast
5880.0,47,63,4,1,8.0,6,0,0,0,0,320.51,129.32,204.95,0.0,1.0,south
5625.0,2,18,0,0,0.5,12,0,1,0,1,358.75,134.87,304.36,503.2,1.0,northeast
7711.84,21,40,3,1,4.0,12,0,1,0,1,358.75,134.87,304.36,503.2,1.0,south
10118.5,5,59,0,0,4.0,10,0,1,0,1,454.04,184.39,453.1,739.59,1.0,northeast
13569.2,38,54,2,0,15.0,12,1,0,0,1,868.77,404.34,673.74,1297.44,1.0,northeast
6426.0,6,25,3,1,2.0,10,1,1,0,0,118.88,59.65,0.0,0.0,1.0,north_central
6500.0,15,37,3,1,2.0,10,0,1,0,0,133.18,0.0,297.14,109.32,1.0,south
8400.0,25,54,0,1,15.0,13,0,1,0,1,412.37,120.24,406.41,626.16,1.0,south
12e3,34,50,1,1,4.0,12,0,1,0,1,412.37,120.24,406.41,626.16,1.0,north_central
9250.0,27,43,3,1,8.0,12,1,1,0,1,395.18,4.15,427.47,0.0,1.0,south
119e3,60,62,0,1,2.0,12,1,1,0,1,0.0,0.0,132.0,0.0,1.0,south
4126.15,6,24,2,1,0.5,12,0,1,0,0,248.5,100.13,164.52,236.58,1.0,south
6143.99,5,26,0,0,2.0,12,0,1,1,0,175.85,105.07,225.46,0.0,1.0,west
4415.99,3,24,0,0,0.5,13,0,0,0,0,0.0,0.0,0.0,0.0,1.0,south
9600.0,5,22,0,0,0.5,13,1,1,0,0,439.5,204.08,451.04,504.28,1.0,south
6762.0,3,19,0,0,0.5,13,1,1,0,1,373.29,115.07,248.13,301.49,1.0,north_central
11025.0,40,57,0,0,15.0,10,0,0,1,1,539.77,245.4,347.78,506.58,1.0,northeast
9692.3,5,30,2,0,0.5,14,0,1,0,1,283.0,106.5,300.33,584.5,1.0,south
10176.9,15,50,1,1,8.0,13,0,1,0,1,283.0,106.5,300.33,584.5,1.0,north_central
8014.99,20,36,2,0,0.5,14,0,0,0,1,794.0,84.0,290.0,353.0,1.0,west
9180.0,11,35,0,1,0.5,13,0,1,0,1,543.74,0.0,664.83,656.91,1.0,west
15e3,23,51,0,1,25.0,16,0,1,0,1,930.47,312.32,653.72,1264.68,1.0,south
39e3,11,37,2,1,2.0,18,1,0,0,1,740.68,277.55,158.25,2346.35,1.0,northeast
9707.99,13,44,1,0,4.0,6,0,1,1,0,490.99,237.99,443.06,390.3,1.0,west
7680.0,9,31,1,1,8.0,10,1,1,1,0,195.0,39.0,451.2,400.0,1.0,south
15504.0,40,62,0,0,2.0,8,1,1,1,0,0.0,0.0,819.9,888.49,1.0,north_central
6935.99,6,23,0,1,2.0,12,0,1,0,0,281.69,1.17,386.5,296.51,1.0,west
7046.15,4,25,0,1,0.5,14,1,1,0,0,276.02,0.0,428.95,0.0,1.0,south
9562.5,45,61,0,1,25.0,10,1,1,0,1,642.34,0.0,415.94,667.17,1.0,northeast
4991.99,10,56,0,0,2.0,6,0,1,0,0,178.55,1.69,176.21,0.0,1.0,south
5040.0,23,58,0,1,25.0,8,0,1,1,0,342.77,58.82,354.3,287.17,1.0,south
2880.0,1,18,0,0,0.5,12,1,1,0,0,0.0,0.0,0.0,0.0,1.0,northeast
1150.0,9,47,0,1,2.0,12,0,1,0,0,0.0,0.0,0.0,0.0,1.0,northeast
3456.0,1,23,0,0,2.0,16,0,1,0,1,144.0,0.0,28.0,0.0,1.0,west
1614.6,37,23,0,0,0.5,12,1,1,0,1,0.0,0.0,0.0,0.0,1.0,northeast
8313.0,26,53,0,1,25.0,8,1,1,0,0,294.57,0.0,62.59,0.0,1.0,north_central
13230.0,3,19,0,0,2.0,12,1,1,0,0,546.7,0.0,747.16,964.91,1.0,northeast
2611.2,7,24,0,1,4.0,12,0,1,1,0,78.46,10.44,62.2,93.5,1.0,south
3796.0,25,52,0,0,15.0,12,0,0,0,0,0.0,0.0,0.0,0.0,1.0,south
4799.99,45,58,7,1,2.0,6,1,1,0,1,0.0,0.0,0.0,0.0,1.0,west
8745.76,3,24,0,0,0.5,13,1,1,1,1,412.37,120.24,406.41,626.16,1.0,west
1820.54,12,49,0,1,0.5,12,0,1,0,1,0.0,0.0,0.0,0.0,1.0,north_central
8820.0,8,31,2,0,2.0,13,0,1,0,0,570.5,207.3,141.6,206.89,1.0,west
5e3,6,35,4,1,0.5,13,0,1,0,1,373.29,115.07,248.13,301.49,1.0,south
7680.0,16,32,0,1,15.0,12,0,1,0,1,463.1,129.17,195.3,438.58,1.0,south
8500.0,2,22,0,1,0.5,16,0,1,0,1,649.0,288.21,342.49,587.0,1.0,north_central
6487.2,7,23,0,0,0.5,10,1,1,0,0,0.0,0.0,0.0,0.0,1.0,south
9543.6,3,19,0,0,0.5,12,1,1,1,0,0.0,0.0,0.0,0.0,1.0,north_central
15680.0,6,22,0,1,4.0,13,1,1,1,0,485.11,155.11,1300.4,1286.3,1.0,northeast
20325.2,29,46,2,1,15.0,12,1,1,1,0,149.99,0.0,1153.97,1394.1,1.0,north_central
17340.0,8,26,0,1,2.0,12,1,1,0,0,0.0,0.0,1311.69,1963.75,1.0,south
14e3,15,31,2,1,2.0,12,1,1,0,0,425.85,0.0,431.63,0.0,1.0,north_central
14e3,36,56,0,1,25.0,8,1,1,0,0,425.85,0.0,431.63,0.0,1.0,south
2e4,11,27,2,1,0.5,12,1,1,0,0,139.56,0.0,356.26,0.0,1.0,west
17952.0,30,46,1,1,2.0,10,1,1,1,0,0.0,0.0,819.9,888.49,1.0,northeast
19894.0,8,24,2,1,8.0,12,1,1,1,0,0.0,0.0,819.9,888.49,1.0,south
27499.5,20,36,2,1,8.0,16,1,1,0,1,995.69,408.11,917.51,1452.01,1.0,south
13569.2,43,59,1,1,25.0,10,1,1,0,1,995.69,408.11,917.51,1452.01,1.0,south
7613.99,23,39,2,0,25.0,12,0,1,1,0,281.69,1.17,386.5,296.51,1.0,northeast
5292.99,15,37,2,1,8.0,12,0,1,1,0,281.69,1.17,386.5,296.51,1.0,northeast
9015.99,35,55,4,1,2.0,10,1,0,0,0,436.85,103.37,670.67,424.93,1.0,south
10150.0,3,19,1,0,0.5,12,1,1,1,0,453.63,1.45,568.03,421.65,1.0,north_central
8199.99,14,30,2,1,8.0,10,1,0,1,0,453.63,1.45,568.03,421.65,1.0,south
10662.4,14,30,3,1,8.0,12,0,1,1,0,453.63,1.45,568.03,421.65,1.0,north_central
11566.8,9,25,0,1,2.0,13,1,1,0,0,357.28,0.0,500.18,0.0,1.0,west
22499.0,42,58,0,1,25.0,8,1,1,0,0,674.78,145.13,874.29,797.09,1.0,north_central
12054.0,29,45,1,1,2.0,12,1,1,1,0,266.65,0.0,668.42,0.0,1.0,north_central
14803.2,15,32,3,1,15.0,13,1,1,1,1,905.65,219.82,998.97,1230.22,1.0,northeast
2e4,35,52,0,1,15.0,13,1,1,0,1,905.65,219.82,998.97,1230.22,1.0,south
13062.5,35,53,2,1,15.0,6,1,1,0,1,905.65,219.82,998.97,1230.22,1.0,south
6884.99,3,19,0,0,0.5,12,1,1,1,0,355.33,104.64,466.88,409.34,1.0,northeast
6099.99,1,18,0,0,0.5,10,1,1,0,0,355.33,104.64,466.88,409.34,1.0,northeast
6840.39,44,60,0,1,15.0,8,1,1,1,0,286.78,0.0,414.81,323.79,1.0,northeast
5126.39,1,33,2,1,0.5,8,0,1,0,0,286.78,0.0,414.81,323.79,1.0,south
10995.6,19,37,2,1,8.0,12,1,1,1,0,625.48,137.28,838.91,729.71,1.0,south
9870.0,34,52,2,1,25.0,6,1,1,1,0,622.49,13.48,750.75,606.38,1.0,northeast
9715.2,23,39,1,1,25.0,10,0,1,1,0,622.49,13.48,750.75,606.38,1.0,north_central
15540.0,28,44,3,1,8.0,12,1,1,1,0,898.55,203.74,1332.61,1235.02,1.0,north_central
28210.0,18,36,2,0,15.0,12,1,1,1,0,898.55,203.74,1332.61,1235.02,1.0,north_central
23040.0,17,34,5,1,15.0,13,1,1,1,0,898.55,203.74,1332.61,1235.02,1.0,north_central
17168.6,38,53,0,1,25.0,14,1,1,1,0,898.55,203.74,1332.61,1235.02,1.0,south
18871.4,35,56,0,1,25.0,8,0,1,1,0,1243.95,0.0,1668.54,1637.75,1.0,north_central
15931.1,35,56,0,1,4.0,12,1,1,1,0,1243.95,0.0,1668.54,1637.75,1.0,south
7037.99,2,25,2,1,0.5,10,0,1,0,0,260.37,58.25,433.53,255.73,1.0,south
4415.99,27,49,1,1,0.5,10,0,1,0,0,177.81,0.0,150.63,148.75,1.0,south
7787.49,21,37,2,0,8.0,10,0,1,1,0,112.52,0.0,116.56,65.03,1.0,northeast
4899.99,20,58,0,1,8.0,13,0,1,0,0,236.04,0.0,83.06,0.0,1.0,south
4599.99,25,48,0,1,2.0,8,0,1,0,0,138.91,0.0,198.05,0.0,1.0,south
13500.0,9,25,0,0,2.0,13,1,1,0,0,857.53,203.9,853.38,1055.12,1.0,north_central
15e3,42,60,0,1,25.0,12,1,1,0,0,857.53,203.9,853.38,1055.12,1.0,south
16e3,28,43,4,1,8.0,12,1,1,0,0,562.36,220.92,729.7,0.0,1.0,northeast
41600.0,17,33,0,0,0.5,18,1,1,0,1,726.34,151.75,659.61,0.0,1.0,northeast
6559.99,19,48,0,0,15.0,8,0,1,1,0,342.77,58.82,354.3,287.17,1.0,north_central
9192.39,12,29,2,1,15.0,12,0,0,0,0,634.56,5.56,801.78,619.17,1.0,south
17680.0,18,34,2,1,2.0,12,1,1,1,0,947.65,7.48,1323.8,1057.17,1.0,south
5e4,44,60,1,1,8.0,16,1,1,0,1,1075.51,252.53,906.55,1426.42,1.0,west
1980.0,4,20,0,0,2.0,12,1,0,0,0,0.0,0.0,0.0,0.0,1.0,north_central
9870.0,39,56,0,1,25.0,16,1,0,0,0,510.28,160.83,665.81,854.68,1.0,northeast
15360.0,15,31,2,1,15.0,13,1,1,1,0,946.48,316.73,818.39,1555.59,1.0,south
14670.7,28,46,0,1,15.0,14,1,1,1,0,563.68,161.47,684.0,0.0,1.0,west
16699.2,18,34,6,1,4.0,10,1,1,1,0,731.34,0.0,1262.88,1503.07,1.0,south
10904.0,34,50,0,1,25.0,12,0,1,1,1,518.53,226.65,523.07,686.01,1.0,north_central
10731.0,9,27,0,0,8.0,12,0,1,1,1,518.53,226.65,523.07,686.01,1.0,south
11850.0,12,30,1,0,2.0,12,0,1,1,1,314.25,0.0,587.65,316.85,1.0,west
18e3,13,29,0,0,4.0,13,1,1,0,1,1046.17,302.78,844.68,1416.82,1.0,west
12293.1,33,52,0,1,25.0,8,1,1,1,1,754.99,0.0,723.53,1279.59,1.0,northeast
11616.0,20,41,1,1,15.0,13,0,1,1,1,589.33,249.13,784.31,1121.91,1.0,west
32e3,26,46,3,1,25.0,14,1,1,0,1,1295.15,436.45,1002.57,2045.84,1.0,northeast
1860.0,31,50,0,1,2.0,8,0,1,0,0,42.71,0.0,0.0,0.0,1.0,south
3166.8,0,17,0,0,0.5,10,1,1,0,0,0.0,0.0,0.0,0.0,1.0,south
2550.0,0,23,2,1,0.5,12,0,1,0,1,114.0,0.0,0.0,0.0,1.0,west
717.6,27,42,3,1,25.0,12,0,1,0,1,0.0,0.0,0.0,0.0,1.0,south
