id,id_out,time
12,52,98420
11,22,98440
22,35,98440
13,29,98440
12,52,98440
11,22,98460
22,35,98460
26,41,98460
13,29,98460
11,22,98480
22,35,98480
13,29,98480
11,22,98500
22,35,98500
13,29,98500
11,12,98520
11,22,98520
22,35,98520
13,29,98520
12,22,98540
11,12,98540
11,22,98540
22,35,98540
13,29,98540
11,12,98560
11,22,98560
3,13,98560
22,35,98560
26,41,98560
3,33,98560
13,29,98560
3,29,98560
12,22,98580
11,12,98580
11,35,98580
11,22,98580
12,30,98580
3,13,98580
22,35,98580
11,12,98600
11,35,98600
11,22,98600
3,13,98600
22,35,98600
3,33,98600
13,29,98600
3,29,98600
11,35,98620
11,22,98620
3,13,98620
22,35,98620
26,41,98620
11,30,98620
13,29,98620
11,12,98640
11,35,98640
11,22,98640
22,35,98640
11,35,98660
22,35,98660
22,35,98680
3,24,98700
25,48,98700
22,30,98700
3,25,98720
3,13,98720
3,39,98720
22,30,98720
13,25,98720
3,25,98740
3,13,98740
22,30,98740
13,25,98740
3,25,98760
24,39,98760
12,45,98760
3,13,98760
12,29,98760
3,39,98760
22,30,98760
13,25,98760
3,25,98780
13,24,98780
24,39,98780
3,13,98780
22,30,98780
13,25,98780
3,25,98800
3,24,98800
13,24,98800
24,39,98800
3,13,98800
13,39,98800
22,30,98800
13,25,98800
3,25,98820
13,24,98820
3,13,98820
13,25,98820
24,25,98840
24,25,98860
3,29,98860
30,35,98880
22,30,98880
30,35,98900
26,68,98900
22,30,98900
13,44,98920
30,35,98920
26,68,98920
22,30,98920
13,24,98940
13,44,98940
30,35,98940
22,30,98940
13,25,98940
13,44,98960
30,35,98960
26,68,98960
13,25,98960
13,24,98980
1,19,98980
26,68,98980
13,25,98980
24,25,99000
13,24,99000
26,68,99000
13,25,99000
13,24,99020
13,44,99020
13,25,99020
24,25,99040
13,24,99040
13,25,99040
13,24,99060
1,29,99060
19,29,99060
26,68,99060
13,25,99060
13,24,99080
19,29,99080
26,68,99080
22,30,99080
13,25,99080
24,44,99100
1,29,99100
13,44,99100
25,44,99100
13,25,99100
24,25,99120
25,44,99120
24,45,99140
3,13,99160
3,19,99160
19,24,99180
24,25,99240
13,24,99300
1,29,99300
13,25,99300
3,29,99300
24,25,99320
13,24,99320
1,29,99320
13,25,99320
24,25,99340
13,24,99340
13,25,99340
13,24,99360
13,44,99360
13,24,99380
24,44,99380
1,29,99380
25,44,99380
24,25,99400
13,24,99400
24,44,99400
1,29,99400
25,44,99400
13,25,99400
24,25,99420
13,24,99420
24,44,99420
1,29,99420
25,44,99420
13,25,99420
24,25,99440
13,24,99440
1,29,99440
13,44,99440
25,44,99440
30,35,99440
13,25,99440
13,24,99460
1,29,99460
30,35,99460
13,24,99480
13,45,99480
22,35,99480
30,35,99480
22,30,99480
13,25,99480
13,45,99500
12,13,99500
30,35,99500
13,25,99500
13,24,99520
1,29,99520
25,45,99540
24,25,99560
13,24,99560
13,45,99560
24,45,99560
25,45,99560
13,25,99560
13,24,99580
13,45,99580
24,25,99600
13,24,99600
13,45,99600
24,45,99600
25,45,99600
13,25,99600
24,25,99620
13,24,99620
13,45,99620
24,45,99620
25,45,99620
22,30,99620
13,25,99620
24,25,99640
13,24,99640
13,45,99640
24,45,99640
25,45,99640
1,29,99640
22,30,99640
13,25,99640
24,25,99660
13,24,99660
13,45,99660
24,45,99660
25,45,99660
22,30,99660
13,25,99660
24,25,99680
13,24,99680
13,45,99680
24,45,99680
13,25,99680
24,25,99700
13,24,99700
13,45,99700
22,30,99700
13,25,99700
13,24,99720
13,45,99720
22,30,99720
13,25,99720
24,25,99740
13,24,99740
13,45,99740
24,45,99740
22,30,99740
13,25,99740
13,24,99760
13,45,99760
25,45,99760
22,30,99760
13,25,99760
24,25,99780
13,24,99780
18,30,99780
13,45,99780
18,22,99780
22,30,99780
13,25,99780
18,30,99800
13,45,99800
18,22,99800
22,30,99800
13,25,99800
13,45,99820
22,30,99820
13,25,99820
29,33,99840
1,3,99840
22,30,99840
3,29,99840
24,25,99860
13,45,99860
30,35,99860
22,30,99860
13,25,99860
12,33,99880
13,45,99880
22,30,99880
13,25,99880
12,33,99900
13,45,99900
22,30,99900
22,30,99920
24,25,99940
22,30,99940
29,33,99960
22,30,99960
22,30,99980
13,25,99980
1,26,100000
1,11,100000
22,30,100000
1,26,100020
11,30,100020
22,30,100020
1,25,100040
11,22,100040
1,24,100040
11,30,100040
22,30,100040
11,22,100060
11,30,100060
22,30,100060
11,16,100060
24,25,100080
11,22,100080
1,11,100080
13,33,100080
11,30,100080
22,30,100080
1,25,100100
11,22,100100
22,35,100100
16,30,100100
11,30,100100
22,30,100100
11,16,100100
13,24,100120
1,33,100120
16,30,100120
16,22,100120
11,16,100120
22,30,100140
22,30,100160
11,22,100180
22,35,100180
16,30,100180
11,30,100180
22,30,100180
11,16,100180
16,30,100200
30,35,100200
1,28,100200
22,30,100200
16,35,100200
29,33,100220
16,30,100220
30,35,100220
3,39,100220
22,30,100220
29,33,100240
16,30,100240
30,35,100240
22,30,100240
24,25,100260
29,33,100260
22,30,100260
24,25,100280
29,33,100280
22,30,100280
24,25,100300
24,25,100320
22,30,100320
24,25,100340
1,26,100340
22,30,100340
24,25,100360
29,33,100360
3,39,100360
22,30,100360
24,25,100380
22,35,100380
22,30,100380
3,39,100400
22,30,100400
11,30,100420
3,39,100420
22,30,100420
11,16,100420
29,33,100440
13,29,100440
3,39,100440
22,30,100440
24,25,100460
13,29,100460
3,39,100460
24,25,100480
11,19,100480
13,29,100480
3,39,100480
24,25,100500
13,29,100500
3,39,100500
22,30,100500
1,30,100520
11,12,100520
1,22,100520
3,39,100520
22,30,100520
24,25,100540
11,12,100540
1,22,100540
3,39,100540
22,30,100540
24,25,100560
11,12,100560
13,29,100560
24,25,100580
22,30,100580
24,25,100600
11,12,100600
13,29,100600
22,30,100600
11,12,100620
13,29,100620
22,30,100620
22,30,100640
13,18,100660
22,30,100660
13,18,100680
22,30,100680
11,12,100700
1,16,100700
18,29,100700
22,30,100700
11,12,100720
22,30,100720
24,25,100740
11,12,100740
13,29,100740
22,30,100740
24,25,100760
11,12,100760
13,29,100760
22,30,100760
24,25,100780
11,12,100780
13,29,100780
22,30,100780
24,25,100800
13,29,100800
22,30,100800
24,25,100820
22,33,100820
13,29,100820
22,30,100820
30,35,100840
22,30,100840
24,25,100860
22,30,100860
24,25,100880
11,12,100880
1,22,100880
1,16,100880
30,35,100880
22,30,100880
11,12,100900
16,30,100900
22,30,100900
11,12,100920
16,30,100920
3,26,100960
24,25,100980
11,12,100980
11,12,101000
22,30,101040
22,30,101060
22,30,101080
22,30,101100
24,25,101120
11,12,101140
16,30,101140
22,30,101140
11,12,101160
24,25,101180
24,40,101180
11,12,101180
11,12,101200
11,12,101220
24,25,101240
11,12,101240
24,25,101260
11,12,101260
24,25,101280
11,12,101280
24,25,101300
11,12,101300
11,12,101320
22,30,101320
24,25,101340
11,12,101340
1,11,101340
22,30,101340
24,25,101360
11,22,101360
11,30,101360
22,30,101360
24,25,101380
1,11,101380
22,30,101380
13,19,101380
3,33,101400
22,30,101400
13,19,101400
1,24,101420
22,30,101420
24,25,101480
22,30,101480
13,19,101480
24,25,101500
22,30,101500
22,30,101520
13,19,101520
13,24,101540
1,11,101540
22,35,101540
22,30,101540
1,22,101560
13,24,101560
22,35,101560
13,25,101560
16,22,101560
13,19,101560
13,24,101580
11,22,101580
19,25,101580
13,19,101580
11,22,101600
19,24,101600
11,22,101620
3,22,101620
11,22,101640
22,33,101640
19,25,101640
3,22,101640
11,22,101660
22,33,101660
13,26,101660
19,25,101660
3,22,101660
19,24,101680
13,18,101680
19,25,101680
19,24,101700
13,18,101700
19,25,101700
3,11,101700
22,50,101720
19,24,101720
19,25,101720
16,35,101720
13,19,101720
16,35,101740
13,19,101740
13,25,101760
13,19,101760
3,33,101780
13,19,101780
22,26,101800
22,24,101800
13,19,101800
13,24,101820
22,26,101820
19,25,101820
18,22,101820
13,19,101820
24,25,101840
18,22,101840
13,19,101840
13,24,101860
19,24,101860
19,25,101860
18,22,101860
13,24,101880
19,25,101880
18,22,101880
13,24,101900
19,25,101900
18,22,101900
18,22,101920
13,25,101920
13,19,101920
3,33,101940
18,22,101940
13,25,101940
13,19,101940
19,25,101960
18,22,101960
13,25,101960
13,19,101960
24,25,101980
12,30,101980
3,33,101980
18,22,101980
12,30,102000
3,33,102000
18,22,102000
12,30,102020
18,22,102020
12,30,102040
12,30,102060
22,33,102100
18,22,102100
12,30,102120
22,30,102120
12,30,102140
16,30,102140
12,30,102180
12,30,102200
3,33,102200
3,11,102200
12,30,102220
12,30,102260
24,25,102280
24,25,102300
12,30,102320
12,30,102340
12,35,102340
30,35,102340
12,30,102360
30,35,102380
11,12,102400
30,35,102400
30,43,102400
25,33,102420
13,24,102420
30,43,102420
13,24,102440
30,35,102440
13,24,102460
30,35,102460
13,24,102480
19,24,102480
30,35,102480
24,25,102500
3,25,102500
3,24,102500
13,24,102500
30,35,102500
13,24,102520
19,25,102520
30,35,102520
30,43,102520
16,22,102520
13,24,102540
11,22,102540
30,35,102540
16,22,102540
13,24,102560
11,22,102560
30,43,102560
11,22,102580
30,35,102580
30,43,102580
13,25,102580
30,35,102600
30,43,102600
30,43,102620
30,35,102640
30,43,102640
11,12,102660
30,35,102660
11,12,102680
30,35,102680
24,25,102700
11,12,102700
30,35,102700
11,12,102720
30,35,102720
30,43,102720
11,12,102740
30,35,102740
30,43,102740
1,12,102740
30,35,102760
30,35,102780
30,35,102800
30,43,102800
30,35,102820
30,43,102820
1,12,102820
30,35,102840
30,43,102840
30,35,102860
30,35,102880
30,35,102900
30,43,102900
24,25,102940
30,35,102940
30,35,102960
30,35,102980
30,35,103000
30,43,103020
24,25,103040
1,13,103060
1,24,103060
30,35,103060
30,43,103060
30,35,103080
30,43,103080
13,24,103100
30,35,103100
1,12,103100
13,25,103100
12,22,103120
13,24,103120
30,35,103120
13,25,103120
12,22,103140
13,24,103140
30,35,103140
30,43,103140
13,24,103160
30,35,103160
30,43,103160
13,25,103160
30,35,103180
13,25,103180
24,25,103200
35,43,103200
30,35,103200
13,25,103200
24,25,103220
13,24,103220
35,43,103220
30,35,103220
1,22,103240
30,35,103240
24,25,103260
13,24,103260
35,43,103260
30,35,103260
13,25,103260
24,25,103280
13,24,103280
35,43,103280
30,35,103280
30,43,103280
13,25,103280
13,24,103300
35,43,103300
30,35,103300
30,43,103300
3,22,103300
22,26,103320
35,43,103320
30,35,103320
30,43,103320
3,22,103320
22,26,103340
35,43,103340
30,35,103340
30,43,103340
3,22,103340
22,26,103360
30,35,103360
3,22,103360
30,35,103380
30,43,103380
22,26,103400
30,35,103400
3,26,103400
1,22,103420
22,26,103420
30,35,103420
24,25,103440
22,26,103440
30,35,103440
22,26,103460
35,43,103460
30,35,103460
13,25,103460
30,35,103480
13,25,103480
12,22,103500
30,35,103500
13,25,103500
30,35,103520
13,25,103520
24,30,103520
30,35,103540
3,24,103580
30,35,103580
30,35,103600
24,25,103620
30,35,103620
24,25,103640
30,35,103640
30,35,103660
30,35,103680
16,35,103680
16,22,103680
16,30,103700
30,35,103700
16,35,103700
16,43,103720
30,35,103720
13,24,103740
16,43,103740
30,35,103740
13,25,103740
16,43,103760
30,35,103760
30,35,103780
16,35,103780
30,35,103800
16,35,103800
13,69,103820
30,35,103820
12,22,103840
30,35,103840
13,25,103840
13,25,103860
1,16,103880
16,43,103880
13,25,103880
13,69,103900
30,35,103900
12,22,103920
16,43,103920
13,25,103920
13,25,103940
16,43,103960
13,25,103960
16,43,104000
13,25,104000
16,43,104020
13,25,104020
16,43,104040
13,25,104040
16,30,104060
16,43,104060
30,35,104060
13,25,104060
12,22,104080
16,30,104080
16,43,104080
30,35,104080
16,30,104100
16,43,104100
12,22,104120
16,30,104120
12,22,104140
16,30,104140
30,35,104140
30,43,104140
16,35,104140
12,22,104160
16,30,104160
30,35,104160
30,43,104160
16,30,104180
16,43,104180
3,26,104180
12,22,104200
16,30,104200
30,35,104200
16,30,104220
16,43,104220
30,43,104220
12,22,104240
16,30,104240
16,43,104240
16,35,104240
13,69,104260
1,12,104260
13,25,104260
16,22,104280
13,69,104300
12,35,104300
30,35,104300
3,26,104300
13,25,104300
13,24,104320
30,35,104320
12,30,104340
30,35,104340
22,30,104340
22,30,104360
12,30,104380
13,69,104380
22,30,104380
13,25,104380
12,22,104400
12,30,104400
13,69,104400
22,35,104400
22,30,104400
13,25,104400
12,22,104420
12,30,104420
13,69,104420
16,30,104420
22,30,104420
13,25,104420
12,22,104440
13,24,104440
12,30,104440
13,69,104440
22,30,104440
13,25,104440
12,30,104460
13,69,104460
13,25,104460
12,22,104480
13,24,104480
12,30,104480
13,69,104480
16,30,104480
3,26,104480
22,30,104480
13,25,104480
13,24,104500
12,30,104500
13,69,104500
22,30,104500
13,25,104500
13,24,104520
12,30,104520
13,69,104520
13,25,104520
13,69,104540
13,25,104540
13,24,104560
13,69,104560
16,30,104560
3,26,104560
13,25,104560
13,24,104580
13,69,104580
25,69,104580
13,25,104580
24,25,104600
13,24,104600
13,69,104600
16,30,104600
13,25,104600
13,24,104620
13,69,104620
16,30,104620
13,25,104620
25,69,104640
24,25,104660
13,24,104660
13,69,104660
30,35,104660
13,25,104660
13,24,104680
13,69,104680
30,35,104680
13,24,104700
30,35,104700
24,25,104720
12,30,104720
30,35,104720
22,30,104720
12,22,104740
12,30,104740
12,35,104740
30,35,104740
22,30,104740
11,18,104740
12,22,104760
12,30,104760
30,35,104760
22,30,104760
11,18,104760
12,30,104780
12,16,104780
30,35,104780
22,30,104780
12,30,104800
24,25,104820
12,22,104820
12,30,104820
11,30,104840
22,30,104840
11,30,104860
19,45,104860
11,22,104880
22,35,104880
11,30,104880
19,45,104880
22,30,104880
16,22,104880
11,12,104900
11,22,104900
12,30,104900
22,35,104900
11,30,104900
22,30,104900
11,22,104920
22,35,104920
11,30,104920
22,30,104920
12,22,104940
11,22,104940
11,30,104940
19,45,104940
11,22,104960
12,30,104960
22,35,104960
11,30,104960
19,45,104960
16,35,104960
22,35,104980
11,30,104980
19,45,104980
22,30,104980
16,35,104980
16,22,104980
11,22,105000
12,30,105000
11,30,105000
22,30,105000
12,30,105020
11,30,105020
22,30,105020
11,16,105020
3,48,105040
11,22,105040
16,30,105040
11,30,105040
30,35,105040
19,45,105040
16,35,105040
3,48,105060
30,35,105060
19,45,105060
22,30,105060
16,22,105060
12,22,105080
3,48,105080
22,35,105080
30,35,105080
19,45,105080
22,30,105080
16,35,105080
30,35,105100
30,35,105120
12,22,105140
12,22,105160
22,30,105180
18,22,105200
19,45,105200
22,30,105200
12,30,105220
19,45,105220
22,30,105220
24,25,105240
12,22,105240
19,45,105240
22,30,105240
24,25,105260
19,45,105260
22,30,105260
24,25,105280
22,30,105280
3,39,105300
22,30,105300
19,45,105320
26,51,105360
19,45,105360
13,25,105360
19,45,105380
13,25,105380
19,45,105400
13,25,105400
3,39,105420
19,45,105420
13,25,105420
3,39,105440
19,45,105440
19,45,105460
13,25,105480
19,45,105520
13,25,105520
3,13,105560
3,13,105580
13,39,105580
19,45,105580
3,48,105600
3,13,105600
13,39,105600
3,39,105600
19,45,105640
3,25,105660
24,26,105660
26,51,105660
24,26,105680
26,51,105680
19,45,105680
24,26,105700
26,51,105700
19,45,105700
24,42,105700
24,26,105720
26,51,105720
19,45,105740
24,25,105760
24,49,105760
19,45,105760
24,25,105780
25,49,105780
24,49,105780
3,26,105780
24,49,105800
19,45,105800
11,22,105820
24,25,105840
3,24,105840
3,49,105840
19,45,105840
24,25,105860
3,24,105860
3,49,105860
3,24,106000
3,24,106020
11,16,106040
3,25,106060
18,22,106060
11,16,106060
11,22,106080
26,41,106080
11,22,106100
11,22,106120
13,48,106180
13,48,106220
13,48,106240
11,18,106320
11,18,106340
13,39,106360
26,51,106380
13,39,106380
24,49,106400
24,49,106420
13,19,106420
25,49,106440
13,19,106440
13,19,106460
19,48,106500
13,50,106520
19,48,106520
19,48,106540
19,48,106560
13,50,106580
19,48,106580
19,48,106600
24,25,106620
26,44,106620
19,48,106620
24,25,106640
16,25,106640
19,48,106640
26,44,106660
13,24,106660
19,48,106660
13,25,106660
24,25,106680
13,24,106680
13,25,106680
13,19,106680
24,25,106700
26,44,106700
13,24,106700
15,22,106700
13,19,106700
13,24,106720
15,22,106720
13,25,106720
24,25,106740
13,24,106740
19,24,106740
13,25,106740
26,44,106760
13,24,106760
13,24,106800
24,25,106820
26,44,106820
11,22,106820
3,16,106820
19,24,106820
19,25,106820
26,44,106840
26,44,106860
26,44,106880
15,22,106880
19,26,106880
24,25,106900
13,24,106900
15,22,106900
13,25,106900
13,19,106900
13,24,106920
15,22,106920
13,24,106940
19,24,106940
15,22,106940
13,24,106960
19,24,106960
15,22,106960
13,19,106960
13,24,106980
15,22,106980
13,25,106980
13,24,107000
19,24,107000
15,22,107000
13,24,107020
19,24,107020
15,22,107020
15,22,107040
15,22,107060
13,24,107080
19,24,107080
15,22,107080
15,22,107100
15,22,107120
15,22,107140
15,22,107160
24,25,107180
19,25,107180
24,25,107200
19,24,107200
24,25,107220
19,68,107220
13,24,107220
19,26,107220
3,69,107220
13,25,107220
19,68,107240
19,26,107240
3,69,107240
13,19,107240
19,68,107260
19,26,107260
24,25,107280
19,68,107280
19,26,107280
24,40,107320
13,26,107320
13,44,107320
13,68,107320
13,68,107340
13,26,107380
13,44,107380
26,68,107380
13,68,107380
24,40,107400
13,26,107400
26,68,107400
13,68,107400
24,25,107460
19,24,107460
13,68,107460
24,25,107480
3,25,107480
19,24,107480
3,25,107500
3,43,107500
3,25,107520
3,43,107520
3,24,107540
24,25,107560
3,24,107560
13,26,107560
13,44,107560
26,68,107560
19,24,107620
26,68,107620
13,26,107640
19,24,107640
19,25,107640
26,68,107640
13,26,107660
26,68,107660
26,68,107680
24,25,107700
26,68,107700
13,25,107700
24,25,107720
26,68,107720
13,25,107720
24,25,107740
26,68,107740
24,25,107760
13,44,107760
24,25,107780
24,26,107780
13,26,107780
26,68,107780
24,25,107800
24,26,107800
13,26,107800
26,68,107800
13,68,107800
13,24,107820
13,68,107820
24,25,107840
13,26,107840
26,68,107840
24,25,107860
13,26,107860
26,68,107860
25,26,107880
13,24,107900
25,45,107940
24,25,107960
24,45,107960
25,45,107960
24,25,107980
24,25,108000
13,26,108000
13,26,108020
3,26,108040
13,24,108140
3,26,108160
13,24,108180
13,24,108200
13,24,108220
13,69,108220
13,25,108220
13,24,108240
13,69,108240
13,25,108240
13,24,108260
13,25,108260
13,24,108280
13,69,108280
13,25,108280
13,24,108300
13,69,108300
13,25,108300
13,24,108320
13,69,108320
3,26,108320
13,25,108320
13,69,108340
13,24,108380
26,42,108380
13,24,108420
13,24,108440
24,26,108440
13,26,108440
13,26,108460
13,24,108480
24,26,108480
13,26,108480
13,24,108500
24,26,108500
13,26,108500
13,26,108520
13,26,108540
25,69,108940
13,19,109080
24,25,109100
24,25,109120
24,26,109120
13,19,109120
3,24,109160
13,25,109160
13,25,109180
19,25,109220
13,25,109240
13,25,109260
13,19,109260
13,19,109280
13,25,109300
13,19,109300
13,24,109320
19,25,109320
13,25,109320
13,19,109320
24,25,109340
13,24,109340
13,24,109360
13,24,109380
13,25,109380
24,25,109400
13,24,109400
19,24,109400
19,25,109400
13,25,109400
13,19,109400
13,25,109420
24,25,109440
3,13,109440
13,25,109440
13,19,109440
3,13,109460
19,24,109460
13,19,109460
24,26,109480
3,13,109480
19,24,109480
3,24,109500
3,24,109520
13,24,109520
13,19,109520
13,24,109540
3,13,109540
3,26,109540
13,24,109560
19,24,109560
13,19,109560
3,24,109580
3,13,109580
3,19,109580
13,19,109580
3,24,109600
3,13,109600
19,24,109600
3,19,109600
3,24,109620
13,24,109620
3,13,109620
19,24,109620
3,19,109620
3,24,109640
13,24,109640
3,13,109640
19,24,109640
3,24,109660
19,24,109660
3,24,109680
19,24,109680
13,19,109680
3,24,109700
19,24,109700
13,19,109700
3,13,109720
13,26,109720
19,24,109720
3,26,109720
13,19,109720
3,26,109740
13,19,109740
3,24,109760
13,24,109760
3,13,109760
19,24,109760
3,26,109760
13,19,109760
3,24,109780
3,13,109780
19,24,109780
3,26,109780
13,19,109780
3,24,109800
13,24,109800
19,24,109800
3,26,109800
13,19,109800
3,24,109820
13,24,109820
3,13,109820
19,24,109820
3,19,109820
3,26,109820
3,25,109840
3,24,109840
24,26,109840
19,24,109840
3,26,109840
3,24,109860
3,26,109860
13,19,109860
3,25,109880
3,24,109880
3,26,109880
24,26,109900
13,24,109920
19,40,109920
13,24,109940
3,24,109960
24,26,109960
13,24,109980
3,26,109980
3,24,110000
3,13,110000
3,26,110000
3,24,110020
13,24,110020
3,13,110020
3,26,110020
3,13,110040
3,24,110060
13,24,110060
3,13,110060
3,13,110080
3,25,110100
3,24,110100
19,40,110100
3,25,110120
3,24,110120
3,26,110120
3,24,110140
13,24,110140
3,26,110140
3,24,110160
13,24,110200
13,24,110220
24,26,110220
13,24,110240
24,26,110240
13,24,110260
24,26,110260
13,24,110280
24,26,110280
13,24,110340
24,26,110340
13,24,110360
24,26,110360
25,26,110360
13,24,110380
24,26,110380
19,44,110380
25,26,110380
13,25,110380
13,24,110400
24,26,110400
3,25,110420
24,26,110420
13,24,110440
24,26,110440
13,24,110480
13,26,110480
13,25,110500
24,25,110520
13,24,110520
13,25,110520
13,24,110580
13,24,110600
13,24,110620
13,24,110640
13,24,110680
13,24,110700
13,24,110720
13,24,110740
24,25,110760
13,24,110760
13,25,110760
13,24,110780
13,25,110780
13,24,110800
19,52,110800
19,52,110820
24,25,110860
24,25,110880
24,25,110900
13,24,110920
19,48,110920
19,24,111060
13,25,111060
13,25,111080
13,24,111100
13,25,111100
24,25,111120
13,24,111160
13,25,111160
24,25,111200
13,25,111200
13,24,111220
13,25,111220
13,68,111220
13,24,111240
24,68,111240
13,25,111240
13,68,111240
24,25,111260
13,24,111260
13,25,111260
13,24,111280
25,68,111280
13,25,111280
24,25,111300
13,24,111300
13,25,111300
24,25,111320
13,24,111320
13,25,111320
13,68,111320
24,25,111340
13,24,111340
13,25,111340
24,25,111360
13,24,111360
24,26,111360
25,26,111360
13,25,111360
13,68,111360
24,26,111380
13,26,111380
3,69,111380
25,26,111380
13,24,111400
3,69,111400
13,25,111400
13,24,111420
3,69,111420
13,25,111420
13,68,111420
3,24,111440
13,24,111440
3,13,111440
13,26,111440
13,24,111460
3,26,111460
13,24,111480
3,26,111480
13,24,111500
13,45,111500
13,24,111520
13,45,111520
26,69,111520
3,26,111520
3,69,111520
13,25,111520
13,24,111540
26,69,111540
3,26,111540
3,69,111540
13,24,111560
24,44,111620
3,26,111620
24,44,111640
3,13,111660
13,26,111660
3,13,111720
3,13,111740
13,25,111780
3,25,111800
3,13,111800
13,25,111800
3,25,111820
3,13,111820
13,25,111820
3,25,111840
3,13,111840
13,25,111840
3,25,111860
3,13,111860
13,25,111860
13,24,111880
26,44,111900
24,44,111900
24,26,111900
24,44,111920
24,26,111920
3,69,111920
24,26,111940
3,69,111940
13,25,111940
24,44,111960
24,26,111960
3,69,111960
13,25,111960
24,44,111980
13,42,111980
3,69,111980
13,25,111980
13,42,112000
3,69,112000
13,25,112000
13,42,112020
3,69,112020
13,25,112020
3,69,112040
13,25,112040
25,42,112040
13,42,112060
3,69,112060
13,25,112060
25,42,112060
13,42,112080
3,69,112080
13,25,112080
25,42,112080
13,42,112100
3,69,112100
13,25,112100
13,24,112120
13,42,112120
3,69,112120
13,25,112120
24,25,112140
13,24,112140
3,69,112140
13,26,112160
13,42,112160
13,25,112160
13,24,112180
24,26,112180
13,26,112180
13,25,112180
13,24,112200
24,26,112200
13,26,112200
13,25,112200
13,24,112220
13,25,112220
13,25,112240
25,42,112240
13,26,112260
3,69,112260
13,24,112280
3,69,112280
13,24,112300
13,42,112300
3,69,112300
13,25,112300
13,24,112320
13,26,112320
3,69,112320
13,25,112320
13,24,112340
13,26,112340
13,26,112360
13,25,112360
24,25,112380
13,24,112380
13,25,112380
13,26,112420
24,25,112440
24,69,112440
25,69,112440
25,69,112460
13,24,112520
13,25,112520
24,25,112540
13,25,112540
13,24,112560
13,25,112560
13,24,112580
13,25,112580
13,24,112600
13,25,112600
13,24,112620
26,50,112660
13,25,112660
13,24,112680
26,50,112680
3,69,112680
13,25,112680
24,25,112700
13,24,112700
13,25,112700
13,24,112720
13,25,112720
13,24,112740
3,13,112740
13,24,112760
3,13,112760
13,24,112780
3,24,112800
13,25,112800
3,24,112820
3,24,112840
13,25,112840
3,24,112860
3,24,112880
13,25,112940
13,24,112960
13,25,112960
13,24,112980
13,25,112980
13,24,113000
13,25,113000
26,50,113020
13,25,113020
24,25,113040
13,24,113040
13,25,113040
24,25,113060
13,51,113060
13,24,113060
13,25,113060
24,25,113080
13,24,113080
13,25,113080
13,24,113100
13,49,113160
24,41,113160
13,25,113160
24,41,113180
13,25,113180
24,41,113200
13,25,113200
24,41,113220
13,25,113220
24,41,113240
13,25,113240
24,41,113260
13,25,113260
13,25,113280
13,25,113300
13,25,113320
13,24,113340
13,25,113340
13,24,113360
13,25,113360
24,25,113380
13,24,113380
13,25,113380
13,24,113400
24,25,113420
25,43,113420
24,25,113440
13,24,113440
26,49,113440
13,25,113440
13,24,113460
13,25,113460
24,25,113480
13,24,113480
13,25,113480
13,24,113500
13,25,113500
13,24,113520
13,24,113540
13,24,113580
24,25,113640
24,48,113640
26,42,113660
13,24,113680
26,42,113680
13,48,113700
24,48,113700
3,40,113700
24,48,113740
13,24,113760
13,24,113780
13,24,113840
13,48,113860
13,24,113860
13,25,113860
13,24,113880
13,24,113900
13,24,113920
13,24,113940
13,24,113960
13,48,113980
13,24,113980
13,24,114000
13,48,114020
13,24,114020
13,48,114040
13,24,114040
13,48,114060
3,24,114060
13,24,114080
13,24,114100
26,39,114120
13,48,114120
13,24,114120
3,26,114120
13,48,114140
13,48,114160
13,24,114160
13,48,114180
13,24,114180
13,48,114200
13,24,114200
13,48,114220
13,24,114220
24,48,114220
3,26,114220
13,48,114240
13,24,114240
3,26,114240
13,48,114260
13,24,114260
13,48,114280
13,24,114280
24,48,114280
3,26,114280
13,48,114300
3,26,114300
13,48,114320
13,24,114320
24,48,114320
3,26,114320
13,25,114320
13,24,114340
3,26,114340
3,24,114380
3,48,114380
24,48,114380
13,48,114400
13,24,114440
13,50,114480
13,25,114480
13,50,114500
13,24,114500
13,52,114520
24,50,114560
13,52,114620
24,50,114620
13,24,114660
13,25,114680
13,24,114700
24,52,114700
13,24,114720
13,52,114720
24,52,114720
24,25,114740
13,52,114740
13,25,114820
3,13,114940
24,52,114980
24,50,115020
3,26,115140
3,25,115160
3,13,116520
3,13,116540
26,52,117860
26,52,117880
26,52,118100
45,69,145080
45,69,145100
45,69,145120
45,69,145140
45,69,145160
45,69,145180
45,69,145200
45,69,145220
45,69,145240
45,69,145260
45,69,145280
45,69,145300
45,69,145320
45,69,145500
45,69,145540
45,69,145560
45,69,145580
45,69,146080
45,69,146980
45,69,147000
45,69,147360
45,69,148780
45,69,148820
45,69,148900
45,69,148920
27,29,149760
27,29,149780
27,29,149800
27,29,149840
27,29,149860
27,33,149900
27,29,149900
27,29,149920
27,33,149960
27,29,149960
27,33,149980
27,29,149980
27,33,150000
27,29,150000
27,29,150020
27,29,150060
27,29,150080
27,29,150100
27,29,150120
27,29,150200
27,29,150220
27,29,150240
27,29,150260
27,29,150280
27,29,150300
27,29,150320
27,29,150340
27,29,150360
27,29,150380
27,29,150400
7,37,150400
27,29,150420
7,37,150420
27,29,150440
7,37,150440
27,29,150460
7,37,150460
27,29,150480
7,37,150480
27,29,150500
7,37,150500
29,37,150520
27,29,150520
27,37,150520
27,29,150540
20,27,150540
7,37,150560
