match,decision,decision_partner,male_flag,samerace,age,age_partner,goal_code,date_frequency,go_out_frequency,expected_happy,score_attractive,score_sincere,score_intelligence,score_fun,score_ambition,score_interest,score_overall,score_prob_match
0,0,0,0,1,23,26,1,3,2,4,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0
0,0,1,0,1,23,29,1,3,2,4,3.0,4.0,6.0,6.0,7.0,3.0,3.0,6.0
1,1,1,0,1,23,28,1,3,2,4,8.0,8.0,7.0,7.0,8.0,7.0,6.0,8.0
0,0,1,0,0,23,30,1,3,2,4,3.0,10.0,9.0,5.0,9.0,5.0,4.0,9.0
0,0,1,0,1,23,32,1,3,2,4,2.0,3.0,4.0,5.0,4.0,2.0,1.0,7.0
0,0,1,0,1,23,26,1,3,2,4,3.0,5.0,6.0,4.0,7.0,1.0,2.0,6.0
0,0,0,0,1,23,27,1,3,2,4,2.0,3.0,4.0,5.0,5.0,2.0,2.0,5.0
0,0,1,0,0,23,25,1,3,2,4,1.0,6.0,7.0,7.0,9.0,4.0,2.0,5.0
1,1,1,0,1,23,21,1,3,2,4,8.0,10.0,8.0,9.0,8.0,8.0,8.0,8.0
0,0,0,0,1,23,24,1,3,2,4,7.0,9.0,7.0,6.0,7.0,5.0,5.0,9.0
0,0,1,0,0,23,25,1,3,2,4,2.0,4.0,7.0,8.0,8.0,4.0,4.0,5.0
0,0,0,0,0,23,27,1,3,2,4,2.0,4.0,7.0,7.0,7.0,3.0,2.0,7.0
0,0,0,0,0,23,28,1,4,4,5,1.0,2.0,10.0,1.0,10.0,4.0,2.0,2.0
0,0,1,0,1,23,26,1,4,4,5,2.0,10.0,10.0,2.0,10.0,5.0,4.0,8.0
0,1,0,0,1,23,28,1,4,4,5,8.0,10.0,10.0,8.0,10.0,8.0,10.0,8.0
0,0,0,0,0,23,30,1,4,4,5,4.0,10.0,10.0,6.0,10.0,9.0,7.0,8.0
0,0,0,0,1,23,32,1,4,4,5,2.0,10.0,10.0,1.0,10.0,1.0,2.0,4.0
0,0,0,0,1,23,26,1,4,4,5,6.0,7.0,7.0,6.0,10.0,3.0,4.0,7.0
0,0,0,0,1,23,27,1,4,4,5,6.0,9.0,10.0,5.0,8.0,3.0,6.0,7.0
0,0,1,0,0,23,25,1,4,4,5,6.0,9.0,10.0,10.0,10.0,8.0,8.0,6.0
0,0,1,0,0,23,22,1,4,4,5,2.0,10.0,10.0,2.0,2.0,3.0,7.0,2.0
0,0,1,0,1,23,21,1,4,4,5,3.0,10.0,10.0,10.0,10.0,6.0,7.0,8.0
0,0,1,0,1,23,24,1,4,4,5,8.0,10.0,10.0,5.0,10.0,8.0,7.0,8.0
0,0,0,0,0,23,25,1,4,4,5,5.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0
0,0,0,0,1,23,28,1,4,4,5,4.0,10.0,10.0,10.0,10.0,8.0,7.0,8.0
0,0,0,0,0,23,27,1,4,4,5,2.0,10.0,10.0,10.0,10.0,7.0,9.0,7.0
0,0,0,0,0,27,28,1,7,3,5,6.0,9.0,8.0,5.0,7.0,6.0,6.0,5.0
0,0,0,0,1,27,26,1,7,3,5,6.0,9.0,8.0,7.0,7.0,6.0,6.0,5.0
0,0,1,0,1,27,29,1,7,3,5,7.0,9.0,9.0,8.0,9.0,5.0,2.0,5.0
1,1,1,0,1,27,28,1,7,3,5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0
0,1,0,0,0,27,30,1,7,3,5,8.0,9.0,10.0,10.0,9.0,9.0,10.0,10.0
0,0,0,0,0,27,22,1,7,3,5,5.0,9.0,8.0,6.0,6.0,6.0,5.0,5.0
0,0,0,0,1,27,32,1,7,3,5,6.0,10.0,9.0,6.0,7.0,5.0,5.0,5.0
0,0,1,0,1,27,26,1,7,3,5,8.0,9.0,8.0,7.0,8.0,5.0,8.0,5.0
1,1,1,0,1,27,27,1,7,3,5,9.0,9.0,9.0,8.0,8.0,7.0,9.0,5.0
0,0,1,0,0,27,25,1,7,3,5,6.0,9.0,9.0,7.0,7.0,5.0,5.0,5.0
0,0,0,0,1,27,21,1,7,3,5,9.0,9.0,10.0,10.0,7.0,6.0,8.0,5.0
0,0,0,0,1,27,24,1,7,3,5,9.0,9.0,8.0,10.0,8.0,7.0,8.0,5.0
0,0,0,0,0,27,25,1,7,3,5,8.0,10.0,10.0,8.0,8.0,6.0,8.0,5.0
0,0,0,0,1,27,28,1,7,3,5,7.0,10.0,10.0,10.0,7.0,6.0,8.0,5.0
0,0,0,0,0,27,27,1,7,3,5,7.0,10.0,10.0,9.0,9.0,6.0,8.0,5.0
0,0,0,0,1,23,28,2,7,7,5,0.0,5.0,5.0,0.0,9.0,0.0,2.0,0.0
0,1,0,0,0,23,26,2,7,7,5,8.0,8.0,7.0,8.0,6.0,4.0,8.0,3.0
0,1,0,0,0,23,29,2,7,7,5,7.0,6.0,8.0,7.0,7.0,5.0,7.0,3.0
0,1,0,0,0,23,28,2,7,7,5,7.0,8.0,7.0,6.0,5.0,4.0,7.0,4.0
0,1,0,0,0,23,30,2,7,7,5,5.0,8.0,8.0,6.0,7.0,4.0,6.0,1.0
0,0,1,0,1,23,22,2,7,7,5,4.0,8.0,8.0,4.0,5.0,4.0,4.0,1.0
0,0,0,0,0,23,32,2,7,7,5,5.0,7.0,6.0,5.0,6.0,5.0,5.0,4.0
0,0,0,0,0,23,26,2,7,7,5,4.0,8.0,5.0,6.0,4.0,4.0,4.0,0.0
0,1,0,0,0,23,27,2,7,7,5,10.0,10.0,10.0,10.0,10.0,7.0,8.0,0.0
0,0,0,0,0,23,25,2,7,7,5,5.0,7.0,6.0,7.0,7.0,6.0,5.0,4.0
0,1,0,0,0,23,21,2,7,7,5,6.0,7.0,8.0,7.0,8.0,6.0,6.0,0.0
0,1,0,0,0,23,24,2,7,7,5,7.0,7.0,6.0,6.0,4.0,5.0,7.0,2.0
1,1,1,0,1,23,25,2,7,7,5,6.0,7.0,7.0,5.0,6.0,7.0,7.0,2.0
0,0,0,0,1,23,27,2,7,7,5,6.0,9.0,7.0,6.0,6.0,8.0,5.0,4.0
0,0,1,0,0,25,26,1,3,2,5,4.0,6.0,6.0,6.0,6.0,5.0,5.0,2.0
0,0,1,0,0,25,32,1,3,2,5,4.0,6.0,7.0,6.0,5.0,3.0,5.0,2.0
0,0,1,0,0,25,24,1,3,2,5,9.0,7.0,8.0,7.0,6.0,7.0,3.0,2.0
0,0,0,0,0,29,28,5,6,1,5,4.0,3.0,9.0,3.0,8.0,5.0,3.0,3.0
0,0,1,0,1,29,26,5,6,1,5,4.0,8.0,9.0,4.0,8.0,3.0,4.0,5.0
1,1,1,0,1,29,29,5,6,1,5,10.0,10.0,10.0,8.0,9.0,10.0,9.0,8.0
1,1,1,0,1,29,28,5,6,1,5,10.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0
0,0,0,0,0,29,30,5,6,1,5,6.0,8.0,9.0,4.0,9.0,5.0,6.0,6.0
0,0,1,0,1,29,32,5,6,1,5,4.0,8.0,9.0,7.0,8.0,6.0,7.0,5.0
0,0,0,0,1,29,26,5,6,1,5,8.0,7.0,8.0,5.0,8.0,5.0,5.0,3.0
0,0,1,0,1,29,27,5,6,1,5,8.0,8.0,8.0,7.0,8.0,7.0,6.0,5.0
1,1,1,0,0,29,25,5,6,1,5,7.0,8.0,9.0,9.0,8.0,8.0,7.0,6.0
1,1,1,0,1,29,21,5,6,1,5,8.0,9.0,9.0,10.0,9.0,9.0,8.0,8.0
0,1,0,0,1,29,24,5,6,1,5,8.0,9.0,10.0,9.0,8.0,9.0,8.0,9.0
1,1,1,0,0,29,25,5,6,1,5,7.0,9.0,9.0,7.0,9.0,7.0,7.0,8.0
0,0,0,0,0,29,27,5,6,1,5,6.0,7.0,8.0,7.0,8.0,5.0,6.0,5.0
0,0,1,0,0,29,28,1,5,1,6,6.0,6.0,7.0,7.0,8.0,6.0,7.0,5.0
1,1,1,0,1,29,26,1,5,1,6,7.0,8.0,7.0,7.0,7.0,7.0,8.0,6.0
1,1,1,0,0,29,30,1,5,1,6,7.0,7.0,7.0,7.0,7.0,7.0,7.5,6.0
0,0,1,0,1,29,32,1,5,1,6,6.0,7.0,7.0,6.0,7.0,6.0,6.5,6.0
0,1,0,0,1,29,26,1,5,1,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
1,1,1,0,1,29,27,1,5,1,6,8.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0
0,0,1,0,0,29,25,1,5,1,6,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0
0,0,1,0,0,29,22,1,5,1,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
0,0,1,0,1,29,21,1,5,1,6,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0
0,0,1,0,1,29,24,1,5,1,6,7.0,7.0,7.0,7.0,7.0,6.0,7.0,4.0
0,0,1,0,0,29,25,1,5,1,6,7.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0
0,0,0,0,1,29,28,1,5,1,6,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0
0,1,0,0,0,29,27,1,5,1,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1,1,1,1,0,28,22,2,6,3,5,8.0,8.0,7.0,7.0,7.0,5.0,7.0,7.0
0,0,0,1,0,28,23,2,6,3,5,7.0,5.0,6.0,6.0,5.0,3.0,5.0,3.0
0,0,0,1,1,28,26,2,6,3,5,7.0,7.0,8.0,8.0,6.0,9.0,8.0,6.0
0,1,0,1,0,28,28,2,6,3,5,9.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0
1,1,1,1,0,28,25,2,6,3,5,9.0,9.0,8.0,8.0,6.0,6.0,8.0,7.0
0,1,0,1,0,28,35,2,6,3,5,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0
0,0,0,1,0,28,32,2,6,3,5,6.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0
0,0,0,1,0,28,30,2,6,3,5,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0
0,0,0,1,0,28,23,2,6,3,5,7.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0
0,0,0,1,0,28,23,2,6,3,5,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0
0,0,0,1,0,28,27,2,6,3,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
0,0,0,1,1,28,23,2,6,3,5,5.0,6.0,9.0,3.0,3.0,3.0,3.0,3.0
0,0,0,1,0,28,29,2,6,3,5,9.0,8.0,8.0,6.0,7.0,7.0,6.0,5.0
0,1,0,1,0,28,29,2,6,3,5,7.0,9.0,9.0,8.0,6.0,7.0,7.0,5.0
0,0,0,1,1,26,22,1,5,2,6,4.0,6.0,5.0,6.0,5.0,5.0,4.0,4.0
0,0,0,1,0,26,23,1,5,2,6,5.0,6.0,7.0,4.0,4.0,6.0,4.0,3.0
0,0,0,1,0,26,26,1,5,2,6,4.0,7.0,7.0,6.0,5.0,5.0,5.0,3.0
0,0,0,1,0,26,27,1,5,2,6,5.0,8.0,7.0,5.0,6.0,4.0,5.0,3.0
0,1,0,1,1,26,28,1,5,2,6,6.0,6.0,6.0,8.0,6.0,7.0,6.0,5.0
0,0,0,1,0,26,25,1,5,2,6,4.0,6.0,5.0,6.0,5.0,4.0,4.0,6.0
0,1,0,1,0,26,35,1,5,2,6,7.0,7.0,8.0,6.0,7.0,5.0,6.0,5.0
0,0,0,1,0,26,32,1,5,2,6,5.0,7.0,6.0,6.0,6.0,4.0,5.0,4.0
0,0,0,1,1,26,30,1,5,2,6,5.0,7.0,6.0,6.0,5.0,6.0,5.0,3.0
0,1,0,1,1,26,22,1,5,2,6,8.0,8.0,8.0,9.0,6.0,9.0,9.0,8.0
0,0,0,1,1,26,23,1,5,2,6,6.0,7.0,6.0,6.0,6.0,6.0,6.0,4.0
0,1,0,1,1,26,23,1,5,2,6,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0
0,0,0,1,1,26,27,1,5,2,6,3.0,5.0,6.0,4.0,6.0,3.0,2.0,1.0
0,0,1,1,0,26,23,1,5,2,6,3.0,8.0,5.0,4.0,5.0,4.0,3.0,2.0
0,1,0,1,1,26,29,1,5,2,6,6.0,6.0,7.0,7.0,4.0,5.0,6.0,4.0
1,1,1,1,1,26,29,1,5,2,6,5.0,7.0,7.0,8.0,5.0,6.0,6.0,5.0
0,1,0,1,0,26,26,1,7,1,7,8.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0
0,1,0,1,1,26,32,1,7,1,7,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0
0,1,0,1,0,26,25,1,7,1,7,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0
1,1,1,1,1,29,22,2,5,2,5,6.0,9.0,9.0,9.0,6.0,6.0,6.0,4.0
0,0,1,1,0,29,26,2,5,2,5,5.0,7.0,8.0,6.0,7.0,7.0,6.0,6.0
0,0,0,1,1,29,28,2,5,2,5,7.0,7.0,8.0,7.0,8.0,7.0,6.0,7.0
0,0,0,1,0,29,25,2,5,2,5,5.0,6.0,6.0,5.0,6.0,7.0,5.0,6.0
0,1,0,1,0,29,32,2,5,2,5,7.0,7.0,7.0,7.0,6.0,6.0,7.0,5.0
0,0,1,1,1,29,30,2,5,2,5,6.0,6.0,6.0,5.0,7.0,4.0,5.0,7.0
1,1,1,1,1,29,22,2,5,2,5,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0
0,1,0,1,1,29,23,2,5,2,5,8.0,8.0,7.0,7.0,6.0,5.0,7.0,4.0
0,1,0,1,1,29,27,2,5,2,5,8.0,8.0,7.0,7.0,7.0,5.0,7.0,5.0
0,0,1,1,0,29,23,2,5,2,5,3.0,7.0,8.0,4.0,9.0,5.0,4.0,5.0
1,1,1,1,1,29,29,2,5,2,5,8.0,7.0,8.0,6.0,8.0,9.0,6.0,5.0
1,1,1,1,1,28,22,3,3,2,8,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0
0,1,0,1,0,28,26,3,3,2,8,6.0,7.0,8.0,8.0,8.0,9.0,8.0,9.0
0,0,1,1,0,28,27,3,3,2,8,5.0,4.0,6.0,7.0,5.0,5.0,6.0,6.0
1,1,1,1,1,28,28,3,3,2,8,8.0,7.0,7.0,5.0,5.0,8.0,9.0,9.0
1,1,1,1,0,28,25,3,3,2,8,4.0,8.0,7.0,4.0,3.0,2.0,8.0,8.0
1,1,1,1,0,28,35,3,3,2,8,6.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0
0,0,1,1,0,28,32,3,3,2,8,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0
0,0,1,1,1,28,30,3,3,2,8,5.0,7.0,9.0,5.0,4.0,9.0,6.0,6.0
0,0,1,1,1,28,22,3,3,2,8,5.0,8.0,7.0,4.0,8.0,5.0,6.0,8.0
1,1,1,1,1,28,23,3,3,2,8,8.0,8.0,8.0,8.0,7.0,4.0,8.0,9.0
0,0,1,1,1,28,23,3,3,2,8,6.0,7.0,5.0,4.0,5.0,8.0,6.0,9.0
1,1,1,1,1,28,27,3,3,2,8,9.0,8.0,8.0,7.0,7.0,6.0,9.0,9.0
0,0,1,1,0,28,23,3,3,2,8,6.0,8.0,8.0,6.0,5.0,0.0,5.0,6.0
1,1,1,1,1,28,29,3,3,2,8,6.0,7.0,8.0,5.0,7.0,7.0,8.0,9.0
0,0,0,1,0,30,26,1,3,2,5,4.0,8.0,8.0,8.0,6.0,4.0,6.0,4.0
0,0,0,1,0,30,27,1,3,2,5,6.0,9.0,8.0,7.0,8.0,4.0,6.0,2.0
0,1,0,1,0,30,28,1,3,2,5,9.0,8.0,9.0,9.0,9.0,8.0,8.0,3.0
0,0,1,1,1,30,25,1,3,2,5,6.0,9.0,9.0,8.0,8.0,7.0,7.0,5.0
0,0,0,1,0,30,35,1,3,2,5,5.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0
0,0,0,1,0,30,32,1,3,2,5,5.0,8.0,9.0,8.0,7.0,5.0,6.0,6.0
0,0,0,1,0,30,30,1,3,2,5,7.0,9.0,9.0,9.0,7.0,9.0,8.0,8.0
1,1,1,1,0,30,22,1,3,2,5,8.0,10.0,9.0,9.0,7.0,8.0,8.0,3.0
0,1,0,1,0,30,23,1,3,2,5,6.0,8.0,8.0,8.0,6.0,4.0,6.0,9.0
0,0,0,1,0,30,23,1,3,2,5,7.0,8.0,9.0,9.0,9.0,8.0,8.0,5.0
0,0,1,1,0,30,27,1,3,2,5,9.0,8.0,8.0,9.0,8.0,7.0,8.0,9.0
0,0,1,1,0,30,23,1,3,2,5,8.0,7.0,7.0,2.0,4.0,2.0,4.0,1.0
0,0,0,1,0,30,29,1,3,2,5,9.0,8.0,8.0,7.0,6.0,6.0,6.0,3.0
1,1,1,1,0,30,29,1,3,2,5,8.0,9.0,10.0,10.0,8.0,7.0,8.0,6.0
0,1,0,1,0,22,25,3,4,3,7,9.0,8.0,8.0,9.0,7.0,8.0,9.0,6.0
0,0,0,1,0,22,27,3,4,3,7,8.0,9.0,9.0,6.0,9.0,2.0,6.0,2.0
0,1,0,1,1,22,23,3,4,3,7,6.0,9.0,9.0,6.0,8.0,6.0,6.0,5.0
0,0,1,1,1,32,22,1,4,4,6,4.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0
0,0,0,1,0,32,26,1,4,4,6,4.0,4.0,4.0,4.0,6.0,3.0,4.0,4.0
1,1,1,1,0,32,27,1,4,4,6,10.0,9.0,8.0,7.0,7.0,10.0,10.0,5.0
0,1,0,1,1,32,28,1,4,4,6,10.0,9.0,7.0,8.0,8.0,9.0,9.0,5.0
0,1,0,1,0,32,25,1,4,4,6,6.0,5.0,8.0,9.0,8.0,5.0,7.0,7.0
0,1,0,1,0,32,35,1,4,4,6,10.0,9.0,8.0,8.0,5.0,6.0,9.0,8.0
0,1,0,1,0,32,32,1,4,4,6,9.0,8.0,7.0,5.0,5.0,4.0,7.0,8.0
0,0,0,1,1,32,30,1,4,4,6,5.0,6.0,7.0,2.0,7.0,3.0,4.0,6.0
0,1,0,1,1,32,22,1,4,4,6,6.0,8.0,8.0,8.0,8.0,5.0,7.0,7.0
0,1,0,1,1,32,23,1,4,4,6,8.0,6.0,6.0,7.0,4.0,3.0,7.0,4.0
0,0,0,1,1,32,23,1,4,4,6,5.0,5.0,6.0,6.0,7.0,5.0,5.0,6.0
0,0,0,1,1,32,27,1,4,4,6,3.0,7.0,7.0,1.0,3.0,2.0,3.0,5.0
0,0,0,1,0,32,23,1,4,4,6,3.0,7.0,7.0,2.0,2.0,2.0,4.0,5.0
0,1,0,1,0,32,25,1,4,4,6,7.0,7.0,8.0,8.0,10.0,7.0,8.0,7.0
0,1,0,1,1,32,29,1,4,4,6,7.0,8.0,8.0,6.0,8.0,7.0,7.0,7.0
0,1,0,1,1,32,29,1,4,4,6,7.0,7.0,7.0,6.0,6.0,5.0,6.0,6.0
0,0,1,1,1,26,22,2,4,1,6,6.0,7.0,7.0,7.0,7.0,5.0,6.0,4.0
0,0,0,1,0,26,26,2,4,1,6,5.0,7.0,8.0,6.0,7.0,6.0,6.0,5.0
0,0,1,1,0,26,27,2,4,1,6,7.0,8.0,8.0,6.0,7.0,6.0,6.0,5.0
0,1,0,1,1,26,28,2,4,1,6,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0
0,0,0,1,0,26,25,2,4,1,6,6.0,7.0,6.0,6.0,6.0,3.0,5.0,4.0
0,1,0,1,0,26,35,2,4,1,6,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0
0,0,0,1,0,26,32,2,4,1,6,7.0,7.0,9.0,8.0,8.0,7.0,7.0,5.0
0,0,0,1,1,26,30,2,4,1,6,6.0,7.0,8.0,8.0,7.0,7.0,7.0,5.0
0,0,0,1,1,26,22,2,4,1,6,6.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0
0,1,0,1,1,26,23,2,4,1,6,8.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0
0,0,0,1,1,26,23,2,4,1,6,7.0,6.0,7.0,6.0,7.0,6.0,7.0,5.0
0,1,0,1,1,26,27,2,4,1,6,8.0,7.0,8.0,7.0,8.0,5.0,7.0,6.0
0,0,0,1,0,26,23,2,4,1,6,6.0,7.0,8.0,5.0,5.0,5.0,5.0,3.0
0,0,0,1,1,26,29,2,4,1,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0
0,0,1,1,1,26,29,2,4,1,6,6.0,7.0,7.0,8.0,7.0,6.0,7.0,5.0
0,0,0,1,1,27,22,2,5,3,8,6.0,6.0,6.0,6.0,6.0,7.0,7.0,4.0
0,0,0,1,0,27,23,2,5,3,8,6.0,8.0,6.0,6.0,4.0,4.0,5.0,2.0
0,0,1,1,0,27,27,2,5,3,8,6.0,9.0,8.0,6.0,7.0,4.0,8.0,5.0
1,1,1,1,1,27,28,2,5,3,8,8.0,6.0,7.0,7.0,7.0,6.0,8.0,4.0
0,1,0,1,0,27,25,2,5,3,8,7.0,8.0,7.0,8.0,6.0,5.0,7.0,7.0
0,1,0,1,0,27,35,2,5,3,8,7.0,6.0,6.0,7.0,7.0,5.0,7.0,5.0
0,0,0,1,0,27,32,2,5,3,8,6.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0
0,0,1,1,1,27,30,2,5,3,8,6.0,8.0,6.0,6.0,5.0,5.0,6.0,2.0
1,1,1,1,1,27,22,2,5,3,8,7.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0
0,0,0,1,1,27,23,2,5,3,8,7.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0
0,0,0,1,1,27,23,2,5,3,8,6.0,6.0,6.0,6.0,6.0,5.0,6.0,3.0
1,1,1,1,1,27,27,2,5,3,8,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0
0,0,1,1,0,27,23,2,5,3,8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0
0,1,0,1,1,27,29,2,5,3,8,9.0,8.0,6.0,6.0,6.0,6.0,7.0,5.0
1,1,1,1,1,27,29,2,5,3,8,7.0,8.0,6.0,8.0,6.0,6.0,7.0,5.0
1,1,1,1,0,25,22,2,7,1,5,8.0,7.0,8.0,8.0,7.0,7.0,7.0,3.0
0,0,1,1,0,25,23,2,7,1,5,5.0,8.0,8.0,6.0,4.0,6.0,5.0,2.0
0,0,1,1,0,25,26,2,7,1,5,5.0,9.0,8.0,9.0,5.0,6.0,5.0,2.0
1,1,1,1,0,25,27,2,7,1,5,6.0,9.0,9.0,6.0,5.0,7.0,5.0,1.0
0,1,0,1,0,25,28,2,7,1,5,8.0,7.0,9.0,8.0,10.0,5.0,7.0,1.0
1,1,1,1,0,25,25,2,7,1,5,8.0,7.0,7.0,6.0,7.0,6.0,7.0,4.0
0,1,0,1,0,25,35,2,7,1,5,8.0,9.0,8.0,7.0,5.0,8.0,6.0,3.0
1,1,1,1,0,25,32,2,7,1,5,7.0,9.0,9.0,8.0,7.0,9.0,6.0,4.0
0,1,0,1,0,25,30,2,7,1,5,7.0,7.0,8.0,7.0,6.0,7.0,6.0,4.0
1,1,1,1,0,25,22,2,7,1,5,8.0,8.0,8.0,8.0,7.0,6.0,7.0,5.0
0,1,0,1,0,25,23,2,7,1,5,8.0,7.0,7.0,6.0,7.0,5.0,7.0,1.0
0,1,0,1,0,25,23,2,7,1,5,7.0,8.0,8.0,8.0,7.0,7.0,7.0,5.0
0,1,0,1,0,25,27,2,7,1,5,7.0,8.0,9.0,6.0,8.0,5.0,7.0,5.0
0,0,0,1,0,25,23,2,7,1,5,6.0,7.0,7.0,5.0,6.0,5.0,6.0,3.0
1,1,1,1,0,25,29,2,7,1,5,8.0,7.0,8.0,7.0,6.0,6.0,7.0,3.0
0,1,0,1,0,25,29,2,7,1,5,8.0,7.0,8.0,7.0,6.0,5.0,7.0,4.0
0,1,0,1,0,22,26,5,7,3,5,8.0,10.0,10.0,6.0,9.0,8.0,9.0,2.0
0,0,0,1,0,22,28,5,7,3,5,9.0,5.0,6.0,3.0,10.0,9.0,3.0,7.0
0,1,0,1,1,22,35,5,7,3,5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0
0,1,0,1,1,22,32,5,7,3,5,10.0,10.0,10.0,8.0,8.0,8.0,10.0,6.0
0,0,1,1,0,22,22,5,7,3,5,8.0,6.0,7.0,8.0,9.0,1.0,7.0,6.0
0,1,0,1,0,22,23,5,7,3,5,8.0,10.0,8.0,8.0,6.0,5.0,7.0,3.0
0,1,0,1,0,22,29,5,7,3,5,9.0,10.0,10.0,8.0,8.0,8.0,10.0,6.0
1,1,1,1,1,21,22,1,4,1,6,6.0,8.0,8.0,8.0,9.0,7.0,6.5,7.0
1,1,1,1,0,21,23,1,4,1,6,6.5,7.0,6.5,5.0,5.0,5.0,5.5,5.0
1,1,1,1,0,21,26,1,4,1,6,6.0,8.0,9.0,7.0,6.0,5.0,6.0,5.0
0,0,0,1,0,21,27,1,4,1,6,6.0,8.0,8.0,5.5,6.0,2.0,5.0,6.5
0,1,0,1,1,21,28,1,4,1,6,10.0,9.0,9.0,9.0,9.0,8.0,9.0,7.0
1,1,1,1,0,21,25,1,4,1,6,8.0,8.0,8.0,8.0,7.0,7.5,8.5,6.5
1,1,1,1,0,21,35,1,4,1,6,9.0,10.0,9.0,8.0,7.0,6.5,8.0,9.0
0,0,0,1,0,21,32,1,4,1,6,7.0,7.0,8.5,6.5,9.0,4.0,5.0,3.0
1,1,1,1,1,21,30,1,4,1,6,8.0,8.0,7.0,8.0,6.0,8.0,7.0,6.0
1,1,1,1,1,21,22,1,4,1,6,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
1,1,1,1,1,21,23,1,4,1,6,9.0,9.0,9.0,9.0,9.0,8.5,8.0,8.0
0,1,0,1,1,21,23,1,4,1,6,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0
0,0,0,1,1,21,27,1,4,1,6,8.0,7.0,9.0,6.0,9.0,4.0,7.0,6.0
0,0,1,1,0,21,23,1,4,1,6,7.0,8.0,8.0,6.0,6.0,2.0,4.0,4.0
1,1,1,1,1,21,29,1,4,1,6,9.0,9.0,9.0,9.0,9.0,8.0,8.0,6.0
0,1,0,1,1,21,29,1,4,1,6,7.5,8.5,9.0,9.5,9.5,9.0,8.0,6.5
0,0,1,1,1,24,34,1,6,3,5,7.0,7.0,8.0,7.0,5.0,8.0,6.0,5.0
0,0,1,1,1,24,22,1,6,3,5,9.0,6.0,7.0,6.0,5.0,3.0,5.0,2.0
0,0,0,1,0,24,23,1,6,3,5,7.0,7.0,5.0,5.0,4.0,3.0,5.0,3.0
1,1,1,1,0,24,26,1,6,3,5,7.0,8.0,7.0,7.0,4.0,7.0,7.0,5.0
0,0,1,1,0,24,27,1,6,3,5,6.0,8.0,8.0,7.0,6.0,2.0,6.0,6.0
1,1,1,1,1,24,28,1,6,3,5,8.0,7.0,6.0,7.0,6.0,6.0,7.0,5.0
0,0,1,1,0,24,25,1,6,3,5,6.0,7.0,6.0,7.0,5.0,4.0,6.0,4.0
0,0,0,1,0,24,35,1,6,3,5,6.0,7.0,5.0,7.0,6.0,4.0,6.0,5.0
1,1,1,1,0,24,32,1,6,3,5,7.0,8.0,9.0,8.0,8.0,5.0,7.0,5.0
0,0,0,1,1,24,30,1,6,3,5,7.0,7.0,6.0,5.0,4.0,3.0,5.0,3.0
1,1,1,1,1,24,22,1,6,3,5,8.0,6.0,8.0,7.0,7.0,5.0,8.0,2.0
0,0,0,1,1,24,23,1,6,3,5,7.0,7.0,6.0,6.0,7.0,3.0,5.0,4.0
0,1,0,1,1,24,23,1,6,3,5,8.0,9.0,7.0,8.0,5.0,4.0,7.0,6.0
