city,year,month,sales,volume,avg_price,listings
Collin County,2007,2,1005.0,231755119.0,188100.0,6817.0
Collin County,2007,3,1366.0,332251913.0,196900.0,7468.0
Collin County,2007,4,1242.0,306587982.0,195900.0,7912.0
Collin County,2007,5,1460.0,365270249.0,205800.0,8091.0
Collin County,2007,6,1625.0,432744140.0,213400.0,8152.0
Collin County,2007,7,1476.0,368794103.0,204200.0,7981.0
Collin County,2007,8,1486.0,374291932.0,21e4,7664.0
Collin County,2007,9,1011.0,243360411.0,197300.0,7695.0
Collin County,2007,10,1016.0,244180901.0,196e3,7377.0
Collin County,2007,11,954.0,244750789.0,205900.0,6983.0
Collin County,2007,12,908.0,224546524.0,196600.0,6218.0
Collin County,2008,1,733.0,173570438.0,195600.0,6526.0
Collin County,2008,2,928.0,223515378.0,197300.0,6759.0
Collin County,2008,3,1143.0,291871904.0,203e3,7106.0
Collin County,2008,4,1123.0,291164840.0,209500.0,7290.0
Collin County,2008,5,1283.0,327837305.0,207200.0,7043.0
Collin County,2008,6,1378.0,347502195.0,201800.0,7059.0
Collin County,2008,7,1311.0,334103942.0,211300.0,6767.0
Collin County,2008,8,1191.0,304556036.0,212200.0,6258.0
Collin County,2008,9,1013.0,244147070.0,194600.0,6045.0
Collin County,2008,10,888.0,227426326.0,204400.0,5832.0
Collin County,2008,11,587.0,140401559.0,193e3,5635.0
Collin County,2008,12,772.0,187907853.0,200300.0,5083.0
Collin County,2009,1,558.0,129641050.0,188600.0,5209.0
Collin County,2009,2,716.0,176239743.0,199100.0,5457.0
Collin County,2009,3,919.0,215896487.0,194200.0,5646.0
Collin County,2009,4,914.0,218686218.0,198e3,5742.0
Collin County,2009,5,1011.0,246984261.0,208100.0,5808.0
Collin County,2009,6,1253.0,310698010.0,207200.0,5201.0
Collin County,2009,7,1277.0,314347788.0,208700.0,5099.0
Collin County,2009,8,1140.0,276611043.0,201800.0,4858.0
Collin County,2009,9,1049.0,240633427.0,194300.0,4544.0
Collin County,2009,10,1060.0,240641188.0,193600.0,4362.0
Collin County,2009,11,901.0,201664155.0,186800.0,4260.0
Collin County,2009,12,803.0,194294120.0,206800.0,3993.0
Collin County,2010,1,485.0,118404909.0,193200.0,4331.0
Collin County,2010,2,666.0,159161574.0,196600.0,4658.0
Collin County,2010,3,1036.0,243513483.0,197e3,4967.0
Collin County,2010,4,1254.0,290057387.0,193400.0,5041.0
Collin County,2010,5,1208.0,288848795.0,198700.0,5331.0
Collin County,2010,6,1160.0,303812397.0,223100.0,5623.0
Collin County,2010,7,919.0,235802350.0,224700.0,5925.0
Collin County,2010,8,919.0,227967945.0,217500.0,5755.0
Collin County,2010,9,763.0,186949613.0,210300.0,5541.0
Collin County,2010,10,746.0,183144964.0,205700.0,5253.0
Collin County,2010,11,722.0,192187487.0,219e3,4958.0
Collin County,2010,12,825.0,206850539.0,210400.0,4467.0
Collin County,2011,1,560.0,134388537.0,196200.0,4461.0
Collin County,2011,2,647.0,162549808.0,207100.0,4546.0
Collin County,2011,3,924.0,229609824.0,201100.0,4730.0
Collin County,2011,4,1022.0,250282362.0,212700.0,5044.0
Collin County,2011,5,1017.0,255923386.0,207700.0,5012.0
Collin County,2011,6,1273.0,323629919.0,213100.0,5060.0
Collin County,2011,7,1103.0,282570620.0,218100.0,4837.0
Collin County,2011,8,1211.0,307435388.0,214600.0,4416.0
Collin County,2011,9,938.0,235191630.0,214800.0,4143.0
Collin County,2011,10,834.0,201251421.0,205700.0,3942.0
Collin County,2011,11,771.0,182294552.0,194400.0,3665.0
Collin County,2011,12,864.0,216697246.0,207e3,3228.0
Collin County,2012,1,653.0,162853194.0,203700.0,3255.0
Collin County,2012,2,780.0,190639691.0,208300.0,3452.0
Collin County,2012,3,1079.0,254906858.0,202300.0,3577.0
Collin County,2012,4,1096.0,282426327.0,218500.0,3552.0
Collin County,2012,5,1360.0,360611091.0,217e3,3598.0
Collin County,2012,6,1484.0,392822643.0,221200.0,3596.0
Collin County,2012,7,1330.0,339340039.0,223900.0,3605.0
Collin County,2012,8,1374.0,352918790.0,219e3,3423.0
Collin County,2012,9,1111.0,287612024.0,220300.0,3251.0
Collin County,2012,10,1076.0,278440575.0,213e3,2978.0
Collin County,2012,11,1006.0,254902309.0,212200.0,2633.0
Collin County,2012,12,1015.0,261728642.0,224200.0,2324.0
Collin County,2013,1,774.0,197746311.0,224100.0,2303.0
Collin County,2013,2,867.0,228942851.0,222100.0,2351.0
Collin County,2013,3,1342.0,358199071.0,228700.0,2372.0
Collin County,2013,4,1539.0,427409160.0,240200.0,2391.0
Collin County,2013,5,1697.0,486754799.0,243300.0,2487.0
Collin County,2013,6,1724.0,505828885.0,252600.0,2635.0
Collin County,2013,7,1779.0,497531661.0,241100.0,2748.0
Collin County,2013,8,1707.0,490240078.0,246e3,2753.0
Collin County,2013,9,1369.0,383242216.0,239700.0,2577.0
Collin County,2013,10,1167.0,323625072.0,238800.0,2384.0
Collin County,2013,11,1066.0,302281356.0,242600.0,2179.0
Collin County,2013,12,1126.0,320528906.0,251100.0,1892.0
Collin County,2014,1,785.0,208055429.0,233500.0,1961.0
Collin County,2014,2,974.0,284595888.0,257e3,2026.0
Collin County,2014,3,1200.0,364274831.0,259500.0,2048.0
Collin County,2014,4,1314.0,402425346.0,257400.0,2219.0
Collin County,2014,5,1585.0,475265082.0,261500.0,2417.0
Collin County,2014,6,1786.0,553500560.0,271600.0,2417.0
Collin County,2014,7,1784.0,557122394.0,271500.0,2518.0
Collin County,2014,8,1689.0,524952374.0,268500.0,2493.0
Collin County,2014,9,1381.0,413231117.0,256500.0,2345.0
Collin County,2014,10,1318.0,405247577.0,263400.0,2250.0
Collin County,2014,11,1033.0,320549660.0,267e3,2038.0
Collin County,2014,12,1235.0,381109772.0,272200.0,1788.0
Collin County,2015,1,776.0,242496585.0,268e3,1780.0
Collin County,2015,2,938.0,300904769.0,283400.0,1817.0
Collin County,2015,3,1258.0,413242198.0,285800.0,1811.0
Collin County,2015,4,1391.0,456997967.0,291400.0,2018.0
Collin County,2015,5,1572.0,544545110.0,304200.0,2220.0
Collin County,2015,6,1789.0,614959441.0,300400.0,2314.0
Collin County,2015,7,1861.0,613669702.0,292600.0,2809.0
Corpus Christi,2000,1,182.0,17665e3,78500.0,2510.0
Corpus Christi,2000,2,219.0,2024e4,78700.0,2534.0
Corpus Christi,2000,3,351.0,36255e3,85500.0,2591.0
Corpus Christi,2000,4,288.0,28915e3,8e4,2631.0
Corpus Christi,2000,5,317.0,34565e3,90200.0,2651.0
Corpus Christi,2000,6,339.0,3775e4,93600.0,2632.0
Corpus Christi,2000,7,287.0,31185e3,90700.0,2687.0
Corpus Christi,2000,8,398.0,4067e4,85400.0,2232.0
Corpus Christi,2000,9,307.0,313e5,86100.0,2529.0
Corpus Christi,2000,10,274.0,26645e3,82600.0,2471.0
Corpus Christi,2000,11,259.0,25415411.0,NA,2051.0
Corpus Christi,2000,12,220.0,2413e4,9e4,2360.0
Corpus Christi,2001,1,202.0,19335e3,86500.0,2490.0
Corpus Christi,2001,2,277.0,2921e4,85300.0,2524.0
Corpus Christi,2001,3,297.0,30045e3,84600.0,2550.0
Corpus Christi,2001,4,332.0,34435e3,85200.0,2607.0
Corpus Christi,2001,5,317.0,34565e3,90100.0,2529.0
Corpus Christi,2001,6,384.0,421e5,91200.0,2482.0
Corpus Christi,2001,7,326.0,3504e4,89100.0,2433.0
Corpus Christi,2001,8,373.0,4057e4,92100.0,2310.0
Corpus Christi,2001,9,255.0,26275e3,88400.0,1827.0
Corpus Christi,2001,10,213.0,26295e3,92800.0,1760.0
Corpus Christi,2001,11,277.0,30375e3,89500.0,1665.0
Corpus Christi,2001,12,264.0,30125e3,93300.0,1570.0
Corpus Christi,2002,1,243.0,25905e3,92300.0,1586.0
Corpus Christi,2002,2,271.0,29555e3,91300.0,1531.0
Corpus Christi,2002,3,270.0,2707e4,85e3,1475.0
Corpus Christi,2002,4,310.0,34805e3,93e3,1550.0
Corpus Christi,2002,5,405.0,43905e3,90900.0,NA
Corpus Christi,2002,6,332.0,3802e4,95800.0,1467.0
Corpus Christi,2002,7,363.0,40015e3,95600.0,1397.0
Corpus Christi,2002,8,353.0,40345e3,93300.0,1370.0
Corpus Christi,2002,9,320.0,3491e4,93600.0,1472.0
Corpus Christi,2002,10,306.0,345e5,93900.0,1515.0
Corpus Christi,2002,11,275.0,31335e3,95600.0,1530.0
Corpus Christi,2002,12,322.0,37405e3,1e5,1428.0
Corpus Christi,2003,1,234.0,25655e3,93300.0,NA
Corpus Christi,2003,2,294.0,3297e4,93300.0,1503.0
Corpus Christi,2003,3,336.0,39295e3,99200.0,1544.0
Corpus Christi,2003,4,379.0,4272e4,98800.0,1624.0
Corpus Christi,2003,5,361.0,4513e4,103200.0,1684.0
Corpus Christi,2003,6,400.0,5269e4,107e3,1664.0
Corpus Christi,2003,7,396.0,4825e4,107600.0,1681.0
Corpus Christi,2003,8,446.0,56195e3,108200.0,1646.0
Corpus Christi,2003,9,371.0,44455e3,102300.0,1662.0
Corpus Christi,2003,10,364.0,4247e4,97600.0,1731.0
Corpus Christi,2003,11,288.0,3495e4,104800.0,1758.0
Corpus Christi,2003,12,329.0,42015e3,104700.0,1693.0
Corpus Christi,2004,1,255.0,2997e4,99100.0,1727.0
Corpus Christi,2004,2,320.0,3818e4,98900.0,1712.0
Corpus Christi,2004,3,454.0,59805e3,112900.0,1753.0
Corpus Christi,2004,4,417.0,523e5,104800.0,1710.0
Corpus Christi,2004,5,421.0,5686e4,116800.0,1727.0
Corpus Christi,2004,6,468.0,65745e3,118600.0,1751.0
Corpus Christi,2004,7,465.0,6042e4,116700.0,1821.0
Corpus Christi,2004,8,463.0,6305e4,114400.0,1756.0
Corpus Christi,2004,9,398.0,5362e4,118900.0,1783.0
Corpus Christi,2004,10,383.0,51525e3,116600.0,1791.0
Corpus Christi,2004,11,336.0,47135e3,12e4,1628.0
Corpus Christi,2004,12,365.0,4797e4,113900.0,1728.0
Corpus Christi,2005,1,272.0,37205e3,112600.0,1793.0
Corpus Christi,2005,2,336.0,48375e3,12e4,2440.0
Corpus Christi,2005,3,389.0,5431e4,116800.0,2542.0
Corpus Christi,2005,4,385.0,5155e4,115800.0,1750.0
Corpus Christi,2005,5,457.0,6616e4,122900.0,1809.0
Corpus Christi,2005,6,527.0,81105e3,129300.0,1783.0
Corpus Christi,2005,7,515.0,77795e3,127400.0,1823.0
Corpus Christi,2005,8,498.0,7834e4,130900.0,1830.0
Corpus Christi,2005,9,396.0,58895e3,127e3,1923.0
Corpus Christi,2005,10,410.0,60315e3,127900.0,2058.0
Corpus Christi,2005,11,315.0,49485e3,136300.0,2016.0
Corpus Christi,2005,12,394.0,57455e3,130200.0,2082.0
Corpus Christi,2006,1,277.0,40265e3,126900.0,2089.0
Corpus Christi,2006,2,377.0,5839e4,125600.0,2193.0
Corpus Christi,2006,3,477.0,69005e3,127900.0,2308.0
Corpus Christi,2006,4,431.0,69265e3,131600.0,2756.0
Corpus Christi,2006,5,513.0,7955e4,132e3,2581.0
Corpus Christi,2006,6,565.0,88945e3,136300.0,2727.0
Corpus Christi,2006,7,455.0,7262e4,134300.0,2818.0
Corpus Christi,2006,8,506.0,7882e4,128600.0,2862.0
Corpus Christi,2006,9,430.0,6509e4,127600.0,2833.0
Corpus Christi,2006,10,408.0,5957e4,125600.0,2826.0
Corpus Christi,2006,11,365.0,5494e4,129800.0,2762.0
Corpus Christi,2006,12,388.0,5938e4,135e3,2718.0
Corpus Christi,2007,1,280.0,42858267.0,132700.0,2713.0
Corpus Christi,2007,2,358.0,52133866.0,122e3,2781.0
Corpus Christi,2007,3,443.0,74619940.0,136400.0,2953.0
Corpus Christi,2007,4,380.0,57996494.0,133300.0,3091.0
Corpus Christi,2007,5,442.0,71270252.0,132700.0,3159.0
Corpus Christi,2007,6,433.0,72881251.0,143200.0,2425.0
Corpus Christi,2007,7,473.0,79533597.0,141e3,3245.0
Corpus Christi,2007,8,425.0,72398917.0,146400.0,3243.0
Corpus Christi,2007,9,298.0,46080545.0,134900.0,3276.0
Corpus Christi,2007,10,365.0,61560750.0,143300.0,3192.0
Corpus Christi,2007,11,324.0,51639406.0,13e4,3084.0
Corpus Christi,2007,12,289.0,47815670.0,139300.0,2951.0
Corpus Christi,2008,1,248.0,37913488.0,127700.0,2891.0
Corpus Christi,2008,2,284.0,45098053.0,136700.0,3007.0
Corpus Christi,2008,3,320.0,55165185.0,144300.0,3121.0
Corpus Christi,2008,4,353.0,58883327.0,147900.0,3110.0
Corpus Christi,2008,5,386.0,65589576.0,NA,3258.0
Corpus Christi,2008,6,393.0,6513e4,143500.0,3150.0
Corpus Christi,2008,7,372.0,62105e3,146800.0,3071.0
Corpus Christi,2008,8,377.0,6064e4,135800.0,3115.0
Corpus Christi,2008,9,309.0,50974182.0,138100.0,3102.0
Corpus Christi,2008,10,255.0,42967125.0,139200.0,3056.0
Corpus Christi,2008,11,223.0,33321310.0,130500.0,3e3
Corpus Christi,2008,12,253.0,36922702.0,133100.0,2971.0
Corpus Christi,2009,1,178.0,26518789.0,129600.0,2842.0
Corpus Christi,2009,2,235.0,3409e4,133800.0,2842.0
Corpus Christi,2009,3,283.0,41741772.0,122200.0,2850.0
Corpus Christi,2009,4,283.0,41315e3,122200.0,2900.0
Corpus Christi,2009,5,298.0,48473022.0,133700.0,2939.0
Corpus Christi,2009,6,372.0,59297003.0,14e4,2967.0
Corpus Christi,2009,7,306.0,48870874.0,138700.0,2991.0
Corpus Christi,2009,8,318.0,5084e4,138100.0,3168.0
Corpus Christi,2009,9,271.0,43168802.0,144100.0,3005.0
Corpus Christi,2009,10,317.0,47219137.0,135300.0,3005.0
Corpus Christi,2009,11,310.0,48185362.0,138400.0,2969.0
Corpus Christi,2009,12,273.0,45841766.0,136900.0,2895.0
Corpus Christi,2010,1,158.0,22214818.0,125900.0,2688.0
Corpus Christi,2010,2,231.0,32738198.0,119700.0,2768.0
Corpus Christi,2010,3,302.0,47526182.0,137600.0,2816.0
Corpus Christi,2010,4,351.0,52816305.0,138e3,NA
Corpus Christi,2010,5,339.0,57297054.0,133100.0,2966.0
Corpus Christi,2010,6,361.0,56136687.0,143e3,3085.0
Corpus Christi,2010,7,276.0,45479194.0,135e3,3146.0
Corpus Christi,2010,8,317.0,52966363.0,148500.0,3266.0
Corpus Christi,2010,9,256.0,39326777.0,137100.0,3213.0
Corpus Christi,2010,10,238.0,35254886.0,134200.0,2990.0
Corpus Christi,2010,11,348.0,36810227.0,138400.0,2990.0
Corpus Christi,2010,12,268.0,46232126.0,138400.0,2942.0
Corpus Christi,2011,1,175.0,24560371.0,128500.0,2834.0
Corpus Christi,2011,2,181.0,27313203.0,143900.0,2814.0
Corpus Christi,2011,3,283.0,47001404.0,132400.0,2820.0
Corpus Christi,2011,4,285.0,44589025.0,133600.0,NA
Corpus Christi,2011,5,289.0,43664332.0,130800.0,2958.0
Corpus Christi,2011,6,347.0,54172618.0,139700.0,2904.0
Corpus Christi,2011,7,329.0,54068445.0,145900.0,2764.0
Corpus Christi,2011,8,383.0,60754506.0,135100.0,2508.0
Corpus Christi,2011,9,293.0,43455045.0,134600.0,2647.0
Corpus Christi,2011,10,267.0,40988405.0,128900.0,2619.0
Corpus Christi,2011,11,270.0,44667590.0,141500.0,2300.0
Corpus Christi,2011,12,294.0,49745084.0,138100.0,2357.0
Corpus Christi,2012,1,204.0,28911687.0,127100.0,2186.0
Corpus Christi,2012,2,261.0,41689138.0,137900.0,2209.0
Corpus Christi,2012,3,344.0,52866536.0,132200.0,2232.0
Corpus Christi,2012,4,337.0,63414940.0,139800.0,2186.0
Corpus Christi,2012,5,371.0,68647528.0,147600.0,2079.0
Corpus Christi,2012,6,437.0,77838239.0,144600.0,2095.0
Corpus Christi,2012,7,356.0,60952371.0,148900.0,2285.0
Corpus Christi,2012,8,429.0,75170429.0,144100.0,2269.0
Corpus Christi,2012,9,339.0,55490787.0,143600.0,2329.0
Corpus Christi,2012,10,327.0,51094389.0,139800.0,2291.0
Corpus Christi,2012,11,325.0,57002796.0,154200.0,2267.0
Corpus Christi,2012,12,328.0,56334875.0,142100.0,2099.0
Corpus Christi,2013,1,250.0,40959582.0,135900.0,1792.0
Corpus Christi,2013,2,289.0,48134035.0,140400.0,2004.0
Corpus Christi,2013,3,392.0,69450191.0,143700.0,2016.0
Corpus Christi,2013,4,401.0,66964938.0,143600.0,1968.0
Corpus Christi,2013,5,462.0,85268037.0,154800.0,1979.0
Corpus Christi,2013,6,454.0,84759840.0,160500.0,1901.0
Corpus Christi,2013,7,476.0,90271448.0,163800.0,1932.0
Corpus Christi,2013,8,443.0,81177010.0,154100.0,1988.0
Corpus Christi,2013,9,368.0,66221747.0,156400.0,1787.0
Corpus Christi,2013,10,380.0,68394597.0,156700.0,1976.0
Corpus Christi,2013,11,324.0,61721526.0,156400.0,1965.0
Corpus Christi,2013,12,350.0,65702376.0,144e3,1898.0
Corpus Christi,2014,1,255.0,45407833.0,155e3,1748.0
Corpus Christi,2014,2,322.0,61363819.0,168600.0,1764.0
Corpus Christi,2014,3,388.0,75123249.0,164400.0,1470.0
Corpus Christi,2014,4,404.0,76475125.0,160600.0,1573.0
Corpus Christi,2014,5,395.0,80066895.0,169500.0,1280.0
Corpus Christi,2014,6,483.0,95154634.0,170800.0,1948.0
Corpus Christi,2014,7,481.0,95883057.0,175e3,1851.0
Corpus Christi,2014,8,454.0,90630093.0,172900.0,1815.0
Corpus Christi,2014,9,454.0,90229967.0,164600.0,1815.0
Corpus Christi,2014,10,420.0,83531149.0,168e3,1859.0
Corpus Christi,2014,11,290.0,58716060.0,172600.0,1794.0
Corpus Christi,2014,12,375.0,77891401.0,174900.0,1870.0
Corpus Christi,2015,1,241.0,45291485.0,162800.0,1872.0
Corpus Christi,2015,2,308.0,63256153.0,174500.0,1861.0
Corpus Christi,2015,3,404.0,78345229.0,173200.0,1870.0
Corpus Christi,2015,4,436.0,87577428.0,175e3,1911.0
Corpus Christi,2015,5,425.0,85776743.0,186100.0,2036.0
Corpus Christi,2015,6,493.0,104904076.0,189600.0,2133.0
Corpus Christi,2015,7,NA,NA,NA,NA
Dallas,2000,1,2286.0,375389865.0,124400.0,13316.0
Dallas,2000,2,3247.0,555124812.0,127700.0,13495.0
Dallas,2000,3,4244.0,702148377.0,128500.0,13752.0
Dallas,2000,4,3977.0,667331427.0,132e3,13752.0
Dallas,2000,5,4545.0,783197806.0,137100.0,14018.0
Dallas,2000,6,4738.0,846254912.0,138800.0,14392.0
Dallas,2000,7,4276.0,763793916.0,139600.0,14705.0
Dallas,2000,8,4373.0,770735708.0,134500.0,14607.0
Dallas,2000,9,3654.0,643046932.0,136e3,15109.0
Dallas,2000,10,3601.0,626302634.0,134600.0,15212.0
Dallas,2000,11,3407.0,589401171.0,133200.0,14565.0
Dallas,2000,12,3098.0,554774879.0,138700.0,13762.0
Dallas,2001,1,2542.0,426059934.0,130300.0,14931.0
Dallas,2001,2,3257.0,578096015.0,139300.0,15389.0
Dallas,2001,3,4306.0,766269442.0,142400.0,16063.0
Dallas,2001,4,3976.0,700310163.0,140800.0,17059.0
Dallas,2001,5,4633.0,832516238.0,141700.0,17814.0
Dallas,2001,6,5065.0,941310414.0,146300.0,18372.0
Dallas,2001,7,4745.0,866755946.0,144300.0,18741.0
Dallas,2001,8,4603.0,839224430.0,141400.0,18584.0
Dallas,2001,9,3551.0,630982262.0,144500.0,18998.0
Dallas,2001,10,3449.0,564356982.0,136e3,19403.0
Dallas,2001,11,3373.0,582425484.0,142300.0,18495.0
Dallas,2001,12,3492.0,624519434.0,142600.0,17290.0
Dallas,2002,1,2862.0,502970859.0,140700.0,18240.0
Dallas,2002,2,3461.0,616881882.0,143700.0,18927.0
Dallas,2002,3,4021.0,731728110.0,145200.0,19367.0
Dallas,2002,4,4185.0,766278911.0,144900.0,20139.0
Dallas,2002,5,4769.0,913391794.0,145600.0,21153.0
Dallas,2002,6,4423.0,817899695.0,148400.0,22043.0
Dallas,2002,7,4559.0,857727953.0,145100.0,23165.0
Dallas,2002,8,4386.0,811329118.0,145500.0,23056.0
Dallas,2002,9,3716.0,653244332.0,142800.0,23551.0
Dallas,2002,10,3672.0,657676258.0,143700.0,23458.0
Dallas,2002,11,3415.0,611752816.0,143400.0,22758.0
Dallas,2002,12,3730.0,698773428.0,148100.0,21559.0
Dallas,2003,1,2795.0,495512434.0,141900.0,23586.0
Dallas,2003,2,2994.0,549263980.0,145600.0,24381.0
Dallas,2003,3,4245.0,775700960.0,146100.0,25382.0
Dallas,2003,4,4077.0,752063142.0,146800.0,26210.0
Dallas,2003,5,4655.0,883859330.0,150600.0,26824.0
Dallas,2003,6,4847.0,920352540.0,154e3,27169.0
Dallas,2003,7,5085.0,988546517.0,153400.0,27286.0
Dallas,2003,8,5003.0,957387591.0,153300.0,26604.0
Dallas,2003,9,4267.0,819435447.0,148300.0,26372.0
Dallas,2003,10,4136.0,772657281.0,143600.0,25757.0
Dallas,2003,11,3225.0,614476976.0,144500.0,25093.0
Dallas,2003,12,3949.0,757974150.0,147200.0,24013.0
Dallas,2004,1,2904.0,523105156.0,138900.0,25365.0
Dallas,2004,2,3409.0,643892110.0,146700.0,25849.0
Dallas,2004,3,4835.0,924268970.0,146600.0,26821.0
Dallas,2004,4,5006.0,985509075.0,148900.0,27938.0
Dallas,2004,5,5116.0,997391985.0,149600.0,28496.0
Dallas,2004,6,5511.0,1134082858.0,159300.0,28725.0
Dallas,2004,7,5398.0,1073634588.0,154500.0,28842.0
Dallas,2004,8,5222.0,1038300840.0,152400.0,28612.0
Dallas,2004,9,4444.0,834310868.0,146300.0,28055.0
Dallas,2004,10,4184.0,802557736.0,148900.0,27386.0
Dallas,2004,11,3996.0,754389601.0,148900.0,26079.0
Dallas,2004,12,4489.0,870957702.0,148100.0,24190.0
Dallas,2005,1,2981.0,547637034.0,140200.0,25873.0
Dallas,2005,2,3762.0,728884739.0,147600.0,26794.0
Dallas,2005,3,5349.0,1074448492.0,151700.0,27751.0
Dallas,2005,4,5261.0,1046087320.0,152e3,28745.0
Dallas,2005,5,5681.0,1140244812.0,154400.0,28790.0
Dallas,2005,6,6416.0,1352136392.0,158900.0,28875.0
Dallas,2005,7,5808.0,1191501494.0,159800.0,29103.0
Dallas,2005,8,6006.0,1231779356.0,158e3,NA
Dallas,2005,9,5086.0,1013634502.0,154500.0,27562.0
Dallas,2005,10,4696.0,943709896.0,155100.0,27113.0
Dallas,2005,11,4413.0,911211915.0,158500.0,26468.0
Dallas,2005,12,4521.0,952447451.0,157100.0,24860.0
Dallas,2006,1,3457.0,681032359.0,149600.0,26232.0
Dallas,2006,2,4311.0,860515451.0,154100.0,26793.0
Dallas,2006,3,5883.0,1199917590.0,154900.0,27795.0
Dallas,2006,4,5332.0,1079456628.0,154800.0,29147.0
Dallas,2006,5,6410.0,1407381438.0,164500.0,29775.0
Dallas,2006,6,7117.0,1546598624.0,163400.0,30323.0
Dallas,2006,7,5965.0,1283170506.0,164e3,31191.0
Dallas,2006,8,6344.0,1336466287.0,158300.0,30770.0
Dallas,2006,9,5052.0,982886817.0,150200.0,31030.0
Dallas,2006,10,5033.0,1010810885.0,152300.0,30258.0
Dallas,2006,11,4585.0,940142663.0,154900.0,29060.0
Dallas,2006,12,4737.0,993052385.0,156300.0,27369.0
Dallas,2007,1,3626.0,731573846.0,149300.0,28328.0
Dallas,2007,2,4248.0,861440268.0,153500.0,29121.0
Dallas,2007,3,5726.0,1235307617.0,158200.0,31281.0
Dallas,2007,4,5252.0,1165180158.0,164100.0,32787.0
Dallas,2007,5,6092.0,1370682102.0,163e3,33283.0
Dallas,2007,6,6207.0,1432055051.0,169100.0,33624.0
Dallas,2007,7,6111.0,1330935156.0,163700.0,33414.0
Dallas,2007,8,6041.0,1353660825.0,165700.0,32915.0
Dallas,2007,9,4069.0,847151558.0,157500.0,32907.0
Dallas,2007,10,4396.0,903923726.0,153500.0,32079.0
Dallas,2007,11,4124.0,888702214.0,155400.0,30563.0
Dallas,2007,12,3803.0,814393850.0,153700.0,27649.0
Dallas,2008,1,3210.0,630240854.0,146100.0,28933.0
Dallas,2008,2,3869.0,773134573.0,147400.0,29206.0
Dallas,2008,3,4495.0,962729451.0,159600.0,30124.0
Dallas,2008,4,4764.0,1028613369.0,157600.0,30471.0
Dallas,2008,5,5198.0,1144397358.0,162100.0,30340.0
Dallas,2008,6,5180.0,1134394581.0,164400.0,30340.0
Dallas,2008,7,5125.0,1130066358.0,163500.0,29724.0
Dallas,2008,8,4912.0,1062012827.0,159300.0,28367.0
Dallas,2008,9,4293.0,875314057.0,150100.0,27406.0
Dallas,2008,10,3709.0,772075592.0,154300.0,26563.0
Dallas,2008,11,2801.0,557480064.0,144e3,26573.0
Dallas,2008,12,3292.0,664006859.0,147600.0,24321.0
Dallas,2009,1,2346.0,417085333.0,138300.0,25070.0
Dallas,2009,2,2979.0,564485187.0,147200.0,25641.0
Dallas,2009,3,3631.0,694327912.0,147900.0,26346.0
Dallas,2009,4,3694.0,709506666.0,149100.0,26782.0
Dallas,2009,5,4119.0,851097758.0,164300.0,26918.0
Dallas,2009,6,4691.0,1001824336.0,166600.0,24677.0
Dallas,2009,7,4865.0,1004407059.0,163400.0,24387.0
Dallas,2009,8,4193.0,874205286.0,159600.0,23827.0
Dallas,2009,9,4045.0,809693379.0,155700.0,22979.0
Dallas,2009,10,4150.0,806442505.0,152700.0,22128.0
Dallas,2009,11,3773.0,741958892.0,151200.0,21552.0
Dallas,2009,12,3405.0,691986697.0,149800.0,20260.0
Dallas,2010,1,2210.0,420140118.0,140800.0,21825.0
Dallas,2010,2,2774.0,548903564.0,149800.0,22991.0
Dallas,2010,3,4082.0,824662535.0,156800.0,24125.0
Dallas,2010,4,4791.0,1005356810.0,160100.0,24290.0
Dallas,2010,5,4891.0,1025677623.0,161900.0,25680.0
Dallas,2010,6,4658.0,1055526309.0,166700.0,26812.0
Dallas,2010,7,3363.0,782294206.0,167800.0,27709.0
Dallas,2010,8,3476.0,738748272.0,164900.0,27346.0
Dallas,2010,9,3151.0,651529718.0,155200.0,26745.0
Dallas,2010,10,2977.0,606133350.0,154100.0,25688.0
Dallas,2010,11,2795.0,608685059.0,154900.0,24254.0
Dallas,2010,12,3215.0,743761990.0,161900.0,22557.0
Dallas,2011,1,2194.0,440255555.0,149900.0,22432.0
Dallas,2011,2,2494.0,536086749.0,156700.0,22868.0
Dallas,2011,3,3603.0,765050217.0,152400.0,23641.0
Dallas,2011,4,3804.0,834184034.0,158200.0,24218.0
Dallas,2011,5,4099.0,912861330.0,163600.0,24258.0
Dallas,2011,6,4541.0,1009183879.0,165700.0,23968.0
Dallas,2011,7,4063.0,879245704.0,164e3,23300.0
Dallas,2011,8,4467.0,972011821.0,162600.0,21860.0
Dallas,2011,9,3564.0,710642787.0,157200.0,20823.0
Dallas,2011,10,3263.0,669233033.0,153100.0,19959.0
Dallas,2011,11,3183.0,615547826.0,149400.0,18690.0
Dallas,2011,12,3381.0,726947587.0,160300.0,16676.0
Dallas,2012,1,2555.0,509458081.0,150800.0,16721.0
Dallas,2012,2,3085.0,634067291.0,157100.0,17173.0
Dallas,2012,3,4068.0,898320563.0,167300.0,17433.0
Dallas,2012,4,4291.0,983333297.0,168700.0,17632.0
Dallas,2012,5,5004.0,1175419749.0,175100.0,17726.0
Dallas,2012,6,5196.0,1209024869.0,177900.0,17587.0
Dallas,2012,7,4859.0,1117428758.0,176e3,17314.0
Dallas,2012,8,5264.0,1168296112.0,174200.0,16611.0
Dallas,2012,9,4151.0,921678400.0,173500.0,15994.0
Dallas,2012,10,4214.0,885330428.0,166700.0,15008.0
Dallas,2012,11,3875.0,851505972.0,168300.0,13908.0
