age,black,clerical,construc,educ,earns74,gdhlth,inlf,sleep,slpnaps,spsepay,totwrk,union,yrsmarr
47,0,0.0,0.0,12,5500,1,1,3405,3465,9000,2460,0,27
31,1,0.0,0.0,12,6750,1,1,3158,3233,8000,2325,0,11
33,0,1.0,0.0,12,4500,1,1,3138,3438,8400,2488,0,14
55,0,0.0,0.0,12,8250,1,1,3143,3143,12000,2288,1,35
24,0,0.0,0.0,12,0,1,1,2865,3428,0,2251,0,5
23,0,0.0,0.0,16,2500,1,1,3853,3853,7500,1173,1,3
42,0,0.0,0.0,11,9500,1,1,3435,3465,6000,2946,0,22
26,0,0.0,0.0,12,8250,1,1,3221,3401,8000,1150,1,9
25,0,0.0,0.0,14,6750,1,1,3320,3320,0,2193,0,0
32,0,0.0,0.0,10,0,1,1,2633,3278,0,2663,0,13
33,0,0.0,0.0,12,16250,1,1,3158,3158,16500,2413,1,15
62,0,0.0,0.0,8,6750,1,1,3353,3353,0,2475,0,0
35,0,1.0,0.0,14,16250,1,1,3350,3425,0,2050,0,17
26,0,0.0,0.0,9,9500,1,1,2580,2580,0,2575,1,4
44,0,0.0,0.0,12,5500,1,1,3633,3633,0,2170,1,19
48,0,0.0,0.0,9,4500,1,1,3955,4015,7500,1763,0,32
51,0,0.0,0.0,8,3500,0,1,4215,4530,0,2525,0,0
47,0,0.0,0.0,6,4500,1,1,2733,2981,0,3226,1,0
43,0,0.0,0.0,12,13750,1,1,3270,3270,13000,0,0,24
32,0,0.0,0.0,16,10500,1,1,3128,3203,6000,2173,0,9
24,0,0.0,1.0,13,6750,1,1,3515,3515,7000,2843,0,4
28,0,0.0,0.0,16,4500,1,1,4068,4103,9360,2568,0,0
33,0,1.0,0.0,14,5500,1,1,3885,4035,9000,913,0,9
28,0,1.0,0.0,12,5500,1,1,3410,3470,12000,1497,0,0
24,0,0.0,0.0,13,6750,1,1,3641,3791,13800,2686,0,4
24,0,1.0,0.0,13,6750,1,1,4091,4181,15000,75,0,2
49,0,1.0,0.0,12,8250,1,1,2708,2708,23000,2325,0,27
27,1,0.0,0.0,16,9500,1,1,2640,2745,0,2538,0,0
23,0,0.0,0.0,16,4500,1,1,2918,2918,0,2038,0,0
32,0,1.0,0.0,12,9500,1,1,2983,2983,10000,2025,1,12
39,0,0.0,0.0,11,6750,1,1,3420,3480,0,2205,0,0
35,0,0.0,0.0,12,0,0,1,3322,4099,0,1838,0,14
24,0,0.0,0.0,12,11750,0,1,3553,3553,13000,1570,1,4
33,0,1.0,0.0,12,11750,1,1,3945,4210,15000,1125,0,0
40,0,0.0,0.0,16,27500,1,1,3018,3018,0,2388,0,16
25,0,1.0,0.0,13,8250,1,1,2870,3170,0,1830,0,0
30,0,0.0,0.0,12,8250,1,1,2891,2891,0,2163,1,9
24,0,0.0,0.0,16,13750,1,1,3323,3323,13500,1370,0,3
25,0,0.0,0.0,16,13750,1,1,3155,3155,12000,3075,0,3
34,0,0.0,0.0,12,5500,1,1,4110,4185,0,2505,1,0
52,0,0.0,0.0,12,9500,1,1,3328,3328,17000,2146,0,27
25,0,0.0,0.0,15,3500,1,1,3015,3075,600,1975,0,3
37,0,0.0,0.0,16,21250,1,1,3195,3195,0,1650,0,7
26,0,0.0,0.0,17,9500,1,1,2710,2755,6000,2775,0,2
26,0,0.0,0.0,12,6750,1,1,2890,3010,0,2380,1,0
65,0,0.0,0.0,12,0,1,1,3578,4121,0,1321,0,35
32,1,1.0,0.0,12,1000,1,1,2708,2708,8100,2458,0,0
27,0,0.0,0.0,10,6750,1,1,4100,4100,0,3170,1,2
57,0,0.0,0.0,4,1000,1,1,3818,3848,0,360,0,0
36,0,0.0,0.0,8,2500,1,1,3060,3060,0,750,0,16
51,1,0.0,0.0,13,4500,1,1,3765,4025,5250,2100,0,0
52,0,0.0,0.0,11,13750,1,1,2710,2893,18500,2368,1,35
24,0,1.0,0.0,17,6750,1,1,3753,3753,0,1325,0,1
27,1,1.0,0.0,12,11750,1,1,3943,3943,11900,2451,0,4
29,0,1.0,0.0,13,3500,1,1,3505,3593,18500,1993,1,10
30,0,0.0,0.0,13,8250,0,1,3693,3693,0,2533,1,6
30,1,1.0,0.0,12,6750,1,1,3150,3150,6000,1671,0,7
33,0,0.0,0.0,16,16250,1,1,2780,2780,0,1950,0,0
37,0,0.0,0.0,11,13750,1,1,2955,2955,3000,1313,0,16
27,0,1.0,0.0,14,6750,1,1,2948,3093,0,1813,0,0
37,0,1.0,0.0,12,13750,1,1,3045,3045,360,2049,0,7
44,0,0.0,0.0,12,5500,1,1,3595,3655,14500,1963,0,22
62,0,0.0,0.0,8,16250,1,1,2985,2985,0,0,0,41
54,0,1.0,0.0,12,13750,1,1,3346,3346,1500,2288,0,32
23,0,1.0,0.0,14,10500,1,1,3195,3195,0,2195,0,0
42,0,1.0,0.0,12,13750,1,1,3073,3163,0,2088,0,0
32,0,0.0,0.0,12,18750,1,1,3608,3608,0,2100,0,0
28,0,0.0,0.0,17,13750,1,1,2928,2928,0,2606,0,0
32,1,1.0,0.0,12,0,1,1,3525,3525,12000,1875,0,14
57,0,1.0,0.0,14,18750,1,1,3953,3953,20000,2351,0,34
50,0,1.0,0.0,13,13750,1,1,3218,3218,27000,2300,1,29
35,0,1.0,0.0,17,6750,1,1,3848,3893,0,2126,0,0
28,0,0.0,1.0,12,0,1,1,3740,3740,0,515,0,0
60,0,1.0,0.0,12,5500,1,1,3570,3570,0,2560,0,38
39,0,0.0,0.0,17,18750,1,1,3218,3458,0,2026,1,0
29,0,0.0,0.0,12,11750,1,1,3255,3255,9500,2100,1,8
43,0,0.0,1.0,12,8250,1,1,3363,3813,0,1673,0,0
47,0,0.0,0.0,12,21250,1,1,3286,3286,20000,2275,0,7
33,0,0.0,0.0,11,8250,1,1,3255,3255,20000,2750,0,16
45,0,1.0,0.0,12,2500,1,1,3548,3548,16000,2178,0,25
54,0,0.0,0.0,9,1000,1,1,3181,3181,11800,1208,0,39
45,0,0.0,0.0,12,2500,1,1,3188,3248,11000,1175,0,0
51,0,0.0,0.0,14,8250,1,1,3318,3601,19000,0,0,32
24,0,0.0,0.0,12,4500,1,1,4030,4030,0,2193,0,0
32,0,0.0,0.0,9,13750,0,1,2746,2746,14000,2288,1,14
42,0,1.0,0.0,12,16250,1,1,3410,3410,19000,0,0,23
60,0,0.0,0.0,12,2500,1,1,3943,4088,0,2013,0,0
48,0,0.0,0.0,11,2500,1,1,2423,2423,0,2138,0,0
39,1,1.0,0.0,12,13750,1,1,3388,3478,15000,2233,1,16
36,0,0.0,0.0,16,4500,1,1,3280,3280,0,1905,0,14
56,0,1.0,0.0,13,3500,1,1,3376,3376,18000,375,1,37
48,0,0.0,0.0,12,13750,1,1,3458,3458,16000,1538,1,27
34,0,0.0,0.0,16,18750,1,1,3710,3710,18000,788,0,15
33,0,0.0,0.0,10,6750,1,1,3196,3709,0,2293,0,0
48,0,0.0,0.0,17,5500,0,1,3206,3236,0,838,0,0
31,0,0.0,0.0,8,5500,1,1,2881,4054,0,2866,0,11
56,0,0.0,0.0,10,2500,1,1,3113,3218,13500,2031,0,36
46,0,0.0,0.0,11,2500,1,1,3128,3128,14000,1738,0,26
38,1,1.0,0.0,10,0,1,1,3203,3308,0,1525,0,21
23,0,1.0,0.0,12,1000,0,1,3330,3815,12000,330,0,2
30,0,0.0,0.0,10,13750,1,1,4180,4360,0,2570,0,0
33,0,1.0,0.0,11,13750,1,1,3368,3368,13000,1093,0,16
50,0,1.0,0.0,8,13750,1,1,3295,3295,18000,2805,1,23
51,0,0.0,0.0,12,2500,1,1,3103,3508,13000,825,0,0
35,0,0.0,0.0,16,0,1,1,3373,3441,24000,68,0,15
53,0,0.0,0.0,16,42500,1,1,3210,3210,37000,3203,0,30
33,0,0.0,0.0,12,4500,1,1,2698,2698,24000,1553,1,15
49,0,1.0,0.0,12,1000,1,1,3633,4608,2613,1025,0,26
44,0,0.0,0.0,8,2500,1,1,2413,2443,0,2701,0,24
28,0,0.0,0.0,12,13750,1,1,3818,3878,14300,125,0,7
64,0,0.0,0.0,12,10500,1,1,3420,3480,0,0,0,35
61,0,0.0,0.0,12,2500,1,1,3215,3228,0,375,0,0
32,0,0.0,0.0,12,1000,1,1,2623,3268,0,1920,0,0
34,0,0.0,1.0,11,9500,1,1,2643,2643,0,1408,0,16
43,0,0.0,0.0,12,3500,1,1,3353,3353,18000,1995,1,22
25,0,0.0,0.0,17,1000,1,1,3558,3588,8000,1600,0,3
39,0,0.0,0.0,17,16250,1,1,2828,2978,16000,1243,0,19
60,0,0.0,0.0,17,21250,1,1,3148,3208,0,1988,0,34
25,0,0.0,0.0,12,5500,1,1,3773,4148,15000,0,0,5
55,0,1.0,0.0,14,2500,1,1,3405,3518,12000,375,0,33
45,0,0.0,0.0,17,32500,1,1,3278,3483,34000,1051,0,21
52,0,0.0,0.0,8,2500,0,1,2868,3243,16000,1733,0,27
63,0,0.0,0.0,5,3500,0,1,3900,4035,0,363,0,0
26,0,0.0,0.0,16,18750,1,1,2508,2621,18500,1230,0,5
26,1,0.0,0.0,6,6750,1,1,3555,3555,7000,1816,1,10
58,0,0.0,0.0,8,0,0,1,3630,4155,0,625,0,0
60,0,0.0,0.0,11,1000,1,1,3215,3215,0,0,0,0
31,0,0.0,0.0,12,9500,1,1,3180,3180,13500,0,1,9
57,0,0.0,0.0,12,1000,1,1,3938,3938,12000,588,0,39
39,0,0.0,0.0,16,2500,1,1,3466,3565,6000,1050,0,18
25,0,0.0,0.0,15,13750,1,1,2678,2678,13000,800,0,6
48,0,1.0,0.0,16,1000,1,1,3223,3298,28000,900,0,25
28,0,0.0,0.0,17,18750,1,1,3428,3493,21000,638,0,6
37,1,0.0,0.0,6,1000,0,1,3967,4367,0,1751,0,0
49,0,1.0,0.0,12,1000,1,1,3525,3650,17000,900,0,24
48,0,1.0,0.0,12,3500,1,1,3143,3353,20000,900,0,27
26,0,0.0,0.0,12,0,0,1,3700,3715,7500,388,0,4
27,0,0.0,0.0,17,1000,1,1,3245,3245,1500,305,0,6
40,1,1.0,0.0,12,1000,1,1,2010,2495,10020,808,0,22
38,0,0.0,0.0,12,1000,1,1,3055,3055,12000,875,0,16
40,0,0.0,0.0,12,2500,1,1,3458,3628,14500,613,0,22
30,0,0.0,0.0,12,0,1,1,4235,4235,9500,1183,0,6
30,0,0.0,0.0,16,10500,1,1,3890,3890,11000,1050,0,9
34,0,0.0,0.0,10,0,1,1,4005,5280,15000,520,0,19
33,1,0.0,0.0,17,6750,1,1,3773,3773,27000,353,0,14
26,0,0.0,0.0,10,10500,1,1,3465,3465,5000,2700,0,11
27,0,0.0,0.0,14,1000,1,1,3460,3520,8570,0,0,0
23,0,1.0,0.0,12,1000,1,1,3360,3418,11000,0,0,6
62,0,0.0,0.0,1,1000,0,1,3863,4073,0,0,0,43
39,0,1.0,0.0,17,42500,1,1,3105,3305,35000,0,0,18
34,0,0.182331,0.030075,17,0,1,0,3715,4025,0,2443,0,14
44,1,0.182331,0.030075,15,0,1,0,3450,3450,0,995,0,22
58,0,0.182331,0.030075,15,0,1,0,3735,3735,0,1975,0,29
29,0,0.182331,0.030075,16,13750,1,0,4095,4140,16000,1313,0,5
39,0,0.182331,0.030075,12,9500,1,0,2770,2770,0,4000,0,20
41,0,0.182331,0.030075,17,42500,1,0,2760,2760,200,3518,0,18
55,0,0.182331,0.030075,12,9500,1,0,4100,4100,1000,188,0,26
28,0,0.182331,0.030075,12,10500,1,0,2800,2800,12000,0,0,10
41,0,0.182331,0.030075,12,0,1,0,2865,2865,0,3438,0,21
46,0,0.182331,0.030075,8,9500,1,0,3430,4127,3500,1150,0,28
56,0,0.182331,0.030075,5,6750,1,0,4266,4474,0,2880,0,0
52,0,0.182331,0.030075,12,0,1,0,2911,2911,0,2100,0,0
33,0,0.182331,0.030075,12,13750,1,0,2746,2916,0,2740,1,7
47,0,0.182331,0.030075,9,8250,1,0,2663,3038,0,0,1,28
35,0,0.182331,0.030075,12,0,1,0,2940,3390,3500,2475,0,12
27,0,0.182331,0.030075,16,42500,1,0,2640,2700,2000,3180,0,5
34,0,0.182331,0.030075,17,13750,1,0,2930,2930,14000,1950,1,13
26,0,0.182331,0.030075,14,3500,1,0,2955,2955,0,2225,1,0
60,0,0.182331,0.030075,12,18750,1,0,3595,3595,0,2478,0,38
27,0,0.182331,0.030075,12,11750,1,0,2905,2905,0,3648,0,7
42,0,0.182331,0.030075,12,5500,1,0,2533,2638,20000,1565,0,24
31,0,0.182331,0.030075,14,27500,1,0,2820,2820,25000,3615,0,0
29,0,0.182331,0.030075,11,5500,0,0,2755,3105,0,2705,0,0
31,0,0.182331,0.030075,12,8250,1,0,2806,2851,13000,2476,1,9
65,0,0.182331,0.030075,5,2500,0,0,4200,4350,0,0,0,36
41,0,0.182331,0.030075,16,0,1,0,2448,2613,0,3325,0,16
36,0,0.182331,0.030075,16,4500,1,0,4095,4095,5000,1413,0,14
54,0,0.182331,0.030075,14,27500,1,0,2355,2355,11300,2726,0,30
24,0,0.182331,0.030075,13,8250,1,0,4050,4140,6000,0,1,3
56,0,0.182331,0.030075,7,5500,0,0,3990,4170,0,1725,0,38
28,0,0.182331,0.030075,12,6750,1,0,3975,3975,8000,0,0,7
41,0,0.182331,0.030075,10,13750,1,0,2738,2768,0,2475,1,18
24,1,0.182331,0.030075,16,0,1,0,2848,3073,13000,638,0,1
32,0,0.182331,0.030075,12,42500,1,0,2818,2968,0,2505,0,12
38,0,0.182331,0.030075,16,0,1,0,2470,2470,0,2026,0,17
33,0,0.182331,0.030075,17,42500,1,0,3855,3895,65000,360,0,5
43,0,0.182331,0.030075,5,0,1,0,3803,3953,0,2446,1,22
41,0,0.182331,0.030075,17,1000,1,0,2940,2940,75000,1725,0,19
34,0,0.182331,0.030075,15,8250,1,0,3791,3871,0,2808,0,0
31,0,0.182331,0.030075,12,0,1,0,3785,3785,0,800,0,8
55,0,0.182331,0.030075,13,0,1,0,3755,3755,0,1138,0,32
62,0,0.182331,0.030075,8,0,1,0,3745,3745,0,900,0,36
54,0,0.182331,0.030075,17,32500,1,0,3743,3743,0,3118,1,22
33,0,0.182331,0.030075,14,0,1,0,2113,2293,0,2488,0,4
60,0,0.182331,0.030075,12,13750,1,0,4350,5240,0,480,1,38
28,0,0.182331,0.030075,12,2500,0,0,3860,3860,0,1334,0,0
32,0,0.182331,0.030075,12,10500,1,0,2053,2053,8000,2276,0,0
32,0,0.182331,0.030075,12,0,1,0,3705,3705,0,940,0,0
30,0,0.182331,0.030075,12,5500,1,0,3703,3793,0,2948,0,0
33,0,0.182331,0.030075,12,6750,1,0,2381,2471,0,2760,1,0
38,0,0.182331,0.030075,14,21250,1,0,3670,3730,0,2175,0,0
47,0,0.182331,0.030075,16,27500,1,0,3655,3655,28000,460,0,29
40,0,0.182331,0.030075,16,0,1,0,3650,3650,0,1773,0,18
28,0,0.182331,0.030075,11,1000,1,0,3643,3643,0,3085,0,10
27,0,0.182331,0.030075,11,1000,1,0,3638,3638,0,1375,0,10
28,0,0.182331,0.030075,16,11750,1,0,3733,3733,9000,2288,0,4
44,0,0.182331,0.030075,9,21250,1,0,3725,3725,0,2616,1,23
25,0,0.182331,0.030075,16,9500,1,0,3630,3780,8400,875,1,3
58,0,0.182331,0.030075,7,4500,0,0,3628,3628,0,0,1,0
28,0,0.182331,0.030075,16,0,1,0,3628,3708,0,1013,0,4
52,0,0.182331,0.030075,5,0,1,0,3800,4035,0,1925,1,22
27,0,0.182331,0.030075,16,6750,1,0,3615,3615,0,2443,0,0
42,0,0.182331,0.030075,12,5500,1,0,3600,3690,5000,2163,0,24
56,0,0.182331,0.030075,14,11750,1,0,3598,3598,0,2376,1,0
50,0,0.182331,0.030075,16,0,1,0,1740,1785,0,2909,0,23
64,0,0.182331,0.030075,12,42500,0,0,3583,3706,0,2508,0,41
44,0,0.182331,0.030075,12,0,1,0,3580,3580,0,3166,0,17
33,0,0.182331,0.030075,14,0,1,0,2700,2700,0,2206,0,4
44,0,0.182331,0.030075,8,9500,1,0,3565,3815,4500,2150,0,28
24,0,0.182331,0.030075,16,3500,1,0,3550,3550,0,2455,0,0
32,0,0.182331,0.030075,12,0,1,0,3548,3773,0,113,0,0
35,0,0.182331,0.030075,8,42500,1,0,3543,3543,50000,1088,0,7
54,0,0.182331,0.030075,14,6750,1,0,3538,3921,0,2388,0,30
37,0,0.182331,0.030075,12,42500,1,0,3530,3530,8000,4805,0,0
28,0,0.182331,0.030075,16,0,1,0,3525,3525,0,1933,0,4
51,0,0.182331,0.030075,5,0,1,0,3525,3560,0,1950,0,35
54,0,0.182331,0.030075,17,16250,1,0,3523,3523,0,1971,1,0
32,0,0.182331,0.030075,12,11750,1,0,3950,3950,0,500,1,9
38,0,0.182331,0.030075,10,0,1,0,4420,4420,0,2450,0,19
46,0,0.182331,0.030075,16,42500,1,0,3871,3991,0,2050,0,0
26,0,0.182331,0.030075,12,4500,0,0,3503,3541,7000,950,1,0
59,0,0.182331,0.030075,12,6750,1,0,3498,3724,6600,1015,0,37
50,0,0.182331,0.030075,8,0,1,0,3488,4181,0,1715,0,31
28,0,0.182331,0.030075,12,13750,1,0,3480,4005,0,1113,0,0
57,0,0.182331,0.030075,12,0,1,0,3478,3478,0,1200,0,36
26,0,0.182331,0.030075,16,9500,1,0,3468,3468,10700,2871,1,3
56,0,0.182331,0.030075,9,0,0,0,3460,3460,0,2250,0,30
31,0,0.182331,0.030075,16,11750,1,0,3455,3513,0,2828,0,3
36,0,0.182331,0.030075,12,9500,1,0,1546,1576,0,3316,0,20
53,0,0.182331,0.030075,12,3500,0,0,3435,3435,0,0,0,0
63,0,0.182331,0.030075,8,0,0,0,3433,3448,0,745,0,43
23,0,0.182331,0.030075,12,5500,1,0,755,1335,0,2663,0,0
35,0,0.182331,0.030075,16,9500,1,0,3423,3423,0,3338,0,14
61,0,0.182331,0.030075,8,42500,1,0,3423,3483,35000,1588,0,7
32,0,0.182331,0.030075,17,13750,1,0,3420,3895,0,830,0,0
43,0,0.182331,0.030075,16,42500,1,0,2793,2883,12000,1273,1,0
43,0,0.182331,0.030075,13,10500,1,0,3405,4147,0,2145,1,0
55,0,0.182331,0.030075,5,0,1,0,3405,3405,0,1875,0,35
32,0,0.182331,0.030075,17,16250,1,0,3395,3395,22000,1988,0,9
50,0,0.182331,0.030075,12,5500,1,0,3391,3477,1300,2895,0,18
52,0,0.182331,0.030075,12,9500,1,0,3390,3390,9400,583,0,26
54,0,0.182331,0.030075,12,16250,1,0,3935,4160,0,163,0,29
40,0,0.182331,0.030075,12,8250,1,0,3375,3660,0,2905,1,18
49,0,0.182331,0.030075,11,6750,0,0,3360,3495,0,3135,0,0
50,1,0.182331,0.030075,10,0,1,0,3360,3360,0,3075,0,26
24,1,0.182331,0.030075,10,10500,0,0,3355,3655,9000,0,1,9
25,0,0.182331,0.030075,13,5500,1,0,2655,2655,2000,2688,1,0
44,0,0.182331,0.030075,12,0,1,0,3338,3338,0,2263,0,16
42,0,0.182331,0.030075,12,3500,1,0,3338,3338,4000,2588,0,17
37,0,0.182331,0.030075,12,1000,1,0,3330,3330,0,3148,0,18
46,1,0.182331,0.030075,17,13750,1,0,3326,3326,14000,2468,1,22
29,0,0.182331,0.030075,10,4500,1,0,3315,3650,5980,1525,0,0
35,0,0.182331,0.030075,12,23750,1,0,3315,3315,0,2948,0,12
25,0,0.182331,0.030075,12,0,1,0,3310,3348,12000,0,0,10
49,1,0.182331,0.030075,12,0,1,0,3310,3505,0,2826,0,9
45,0,0.182331,0.030075,12,11750,1,0,3308,3443,0,2326,1,10
25,0,0.182331,0.030075,17,8250,1,0,3308,3308,8250,2820,1,0
57,1,0.182331,0.030075,12,0,1,0,3295,3362,0,2513,0,32
35,0,0.182331,0.030075,12,0,1,0,3295,3295,0,3171,0,15
31,0,0.182331,0.030075,17,5500,1,0,3285,3285,17000,1325,0,10
55,0,0.182331,0.030075,15,32500,1,0,3285,3285,0,2493,0,0
24,0,0.182331,0.030075,16,0,1,0,3271,3271,0,3441,0,0
58,0,0.182331,0.030075,8,0,1,0,3268,3268,0,1238,0,36
52,0,0.182331,0.030075,17,0,1,0,3261,3261,0,2588,0,30
33,0,0.182331,0.030075,17,5500,1,0,3260,3260,8400,3590,0,10
39,0,0.182331,0.030075,11,0,1,0,3255,3255,12000,1548,0,22
25,0,0.182331,0.030075,9,8250,1,0,3248,3368,0,3190,0,0
25,0,0.182331,0.030075,16,3500,1,0,3236,3649,0,2350,0,0
30,0,0.182331,0.030075,16,11750,1,0,3235,3685,0,0,0,4
25,0,0.182331,0.030075,17,4500,1,0,3230,3270,5200,2150,0,2
42,0,0.182331,0.030075,16,0,1,0,3225,4538,0,2535,0,18
35,0,0.182331,0.030075,12,1000,1,0,3225,3225,7600,638,0,16
59,0,0.182331,0.030075,12,4500,0,0,3225,3777,0,2260,0,0
42,0,0.182331,0.030075,12,42500,1,0,3218,3218,0,3275,0,18
59,0,0.182331,0.030075,12,6750,1,0,3218,3218,12600,1013,0,37
32,0,0.182331,0.030075,16,21250,1,0,3210,3210,0,2433,0,10
49,0,0.182331,0.030075,17,0,1,0,3203,3203,0,2450,0,0
54,0,0.182331,0.030075,14,8250,1,0,3201,3321,9000,2298,0,32
58,0,0.182331,0.030075,9,1000,1,0,3200,3200,0,2363,0,39
38,0,0.182331,0.030075,14,0,1,0,3195,3195,0,1578,1,0
50,0,0.182331,0.030075,8,0,1,0,3190,3250,0,2500,0,31
46,0,0.182331,0.030075,17,13750,1,0,3188,3238,14500,2526,1,22
38,0,0.182331,0.030075,12,0,1,0,3188,3188,0,2538,0,17
39,0,0.182331,0.030075,12,0,1,0,3181,3181,0,2393,0,12
31,0,0.182331,0.030075,17,16250,1,0,3176,3176,20000,2163,0,9
42,0,0.182331,0.030075,13,0,1,0,3175,3175,0,3481,1,19
30,0,0.182331,0.030075,16,13750,1,0,3165,3300,9000,2163,0,5
27,0,0.182331,0.030075,16,10500,0,0,3390,3390,0,3421,0,0
54,0,0.182331,0.030075,14,0,1,0,3630,3630,0,2300,0,33
64,0,0.182331,0.030075,17,42500,1,0,3150,3270,0,1188,0,36
43,0,0.182331,0.030075,9,42500,1,0,3140,3140,10000,2666,1,0
29,0,0.182331,0.030075,12,8250,1,0,3135,3278,7500,1538,0,5
34,0,0.182331,0.030075,12,16250,1,0,3615,3615,0,1888,0,2
23,0,0.182331,0.030075,16,42500,1,0,3110,3185,0,0,0,5
31,0,0.182331,0.030075,15,1000,1,0,3095,3095,0,2293,0,0
44,0,0.182331,0.030075,13,1000,1,0,3090,3499,30000,538,0,0
57,0,0.182331,0.030075,17,16250,1,0,3073,3298,17500,2351,1,27
31,0,0.182331,0.030075,12,10500,1,0,3068,3068,0,2373,0,0
23,0,0.182331,0.030075,14,8250,1,0,3065,3140,8500,2148,0,4
29,0,0.182331,0.030075,14,23750,1,0,3573,3573,0,2013,0,2
50,0,0.182331,0.030075,12,2500,1,0,3060,3330,2500,2603,0,22
25,1,0.182331,0.030075,12,3500,1,0,3040,3725,0,1510,1,0
44,0,0.182331,0.030075,16,16250,1,0,3028,3116,0,2513,0,19
29,0,0.182331,0.030075,16,16250,1,0,3023,3143,0,2418,0,5
36,0,0.182331,0.030075,16,9500,1,0,3023,3023,0,2281,0,14
47,0,0.182331,0.030075,10,9500,1,0,3015,3150,0,1183,1,28
52,0,0.182331,0.030075,10,0,0,0,3008,3173,0,2275,0,29
61,0,0.182331,0.030075,17,27500,1,0,2993,2993,0,2725,0,30
32,0,0.182331,0.030075,16,10500,1,0,2985,3105,0,2388,0,0
45,0,0.182331,0.030075,12,5500,1,0,2985,3385,16000,2026,0,18
34,0,0.182331,0.030075,10,2500,0,0,3520,3535,0,675,1,4
37,0,0.182331,0.030075,12,3500,1,0,3510,3510,12000,1851,0,17
54,0,0.182331,0.030075,17,32500,1,0,2970,3000,35000,1961,1,22
30,0,0.182331,0.030075,16,6750,1,0,2970,3415,0,2363,0,9
