country,long,lat,group
CO,-67.35195312,2.08583984,29
CO,-67.40043945,2.11669922,29
CO,-67.45776367,2.12114258,29
CO,-67.4996582,2.10791016,29
CO,-67.55605469,2.07299805,29
CO,-67.60922852,2.03505859,29
CO,-67.71186523,1.92211914,29
CO,-67.81508789,1.79008789,29
CO,-67.87553711,1.7605957,29
CO,-67.93623047,1.74848633,29
CO,-67.98974609,1.75253906,29
CO,-68.03286133,1.78803711,29
CO,-68.07705078,1.86010742,29
CO,-68.13027344,1.95576172,29
CO,-68.19379883,1.98701172,29
CO,-68.21835937,1.95761719,29
CO,-68.23945312,1.90136719,29
CO,-68.25595703,1.84550781,29
CO,-68.21328125,1.77456055,29
CO,-68.1765625,1.71982422,29
CO,-68.23955078,1.72167969,29
CO,-68.44345703,1.72158203,29
CO,-68.6784668,1.72148437,29
CO,-68.91318359,1.72138672,29
CO,-69.12426758,1.72128906,29
CO,-69.31972656,1.72124023,29
CO,-69.39433594,1.72578125,29
CO,-69.47016602,1.75791016,29
CO,-69.54291992,1.77324219,29
CO,-69.58125,1.77075195,29
CO,-69.65004883,1.73945312,29
CO,-69.73959961,1.73486328,29
CO,-69.79995117,1.70517578,29
CO,-69.84858398,1.70874023,29
CO,-69.84946289,1.54389648,29
CO,-69.85078125,1.30878906,29
CO,-69.85214844,1.05952148,29
CO,-69.79814453,1.07841797,29
CO,-69.75131836,1.07661133,29
CO,-69.71699219,1.05908203,29
CO,-69.62089844,1.07324219,29
CO,-69.56757812,1.06577148,29
CO,-69.51713867,1.05947266,29
CO,-69.4703125,1.05859375,29
CO,-69.44150391,1.03881836,29
CO,-69.4027832,1.04238281,29
CO,-69.36137695,1.06401367,29
CO,-69.31181641,1.05048828,29
CO,-69.25869141,1.01538086,29
CO,-69.22446289,0.96313477,29
CO,-69.19384766,0.89829102,29
CO,-69.16323242,0.8640625,29
CO,-69.16503906,0.80195313,29
CO,-69.1659668,0.75332031,29
CO,-69.17675781,0.7128418,29
CO,-69.16323242,0.68666992,29
CO,-69.15332031,0.65878906,29
CO,-69.15605469,0.6425293,29
CO,-69.17407227,0.63535156,29
CO,-69.21279297,0.62993164,29
CO,-69.25419922,0.62543945,29
CO,-69.28300781,0.62724609,29
CO,-69.30551758,0.65244141,29
CO,-69.32714844,0.65517578,29
CO,-69.35864258,0.6515625,29
CO,-69.39199219,0.66689453,29
CO,-69.42080078,0.69838867,29
CO,-69.47211914,0.72993164,29
CO,-69.52705078,0.71640625,29
CO,-69.56484375,0.70019531,29
CO,-69.60361328,0.68037109,29
CO,-69.6387207,0.65966797,29
CO,-69.67382812,0.66508789,29
CO,-69.71889648,0.64980469,29
CO,-69.75673828,0.62636719,29
CO,-69.80712891,0.6074707,29
CO,-69.86206055,0.59848633,29
CO,-69.92509766,0.5894043,29
CO,-69.98544922,0.58583984,29
CO,-70.05390625,0.57861328,29
CO,-70.05791016,0.44736328,29
CO,-70.06572266,0.18935547,29
CO,-70.07094727,0.01855469,29
CO,-70.07050781,-0.13886719,29
CO,-70.04404297,-0.19619141,29
CO,-69.92275391,-0.31748047,29
CO,-69.82792969,-0.38134766,29
CO,-69.74746094,-0.45253906,29
CO,-69.66748047,-0.48242187,29
CO,-69.63398438,-0.50927734,29
CO,-69.61191406,-0.55332031,29
CO,-69.60087891,-0.59960938,29
CO,-69.59204102,-0.63935547,29
CO,-69.60087891,-0.68125,29
CO,-69.62070312,-0.72089844,29
CO,-69.61191406,-0.76279297,29
CO,-69.58325195,-0.79589844,29
CO,-69.57441406,-0.83779297,29
CO,-69.55458984,-0.87744141,29
CO,-69.54355469,-0.9171875,29
CO,-69.51928711,-0.94580078,29
CO,-69.48842773,-0.96572266,29
CO,-69.44873047,-0.99873047,29
CO,-69.44433594,-1.02958984,29
CO,-69.44873047,-1.06494141,29
CO,-69.44912109,-1.09160156,29
CO,-69.41142578,-1.15224609,29
CO,-69.40024414,-1.19492187,29
CO,-69.41787109,-1.24570313,29
CO,-69.43491211,-1.42167969,29
CO,-69.47861328,-1.62197266,29
CO,-69.50644531,-1.77490234,29
CO,-69.55185547,-2.02421875,29
CO,-69.6046875,-2.31425781,29
CO,-69.66904297,-2.66767578,29
CO,-69.73261719,-3.01669922,29
CO,-69.79414062,-3.35458984,29
CO,-69.84975586,-3.65986328,29
CO,-69.91103516,-3.99658203,29
CO,-69.94819336,-4.20058594,29
CO,-69.96591797,-4.2359375,29
CO,-70.0171875,-4.16201172,29
CO,-70.09477539,-4.0921875,29
CO,-70.1675293,-4.05019531,29
CO,-70.19838867,-3.99511719,29
CO,-70.2402832,-3.88271484,29
CO,-70.2984375,-3.84423828,29
CO,-70.33950195,-3.81435547,29
CO,-70.37919922,-3.81875,29
CO,-70.42109375,-3.84960937,29
CO,-70.48583984,-3.86933594,29
CO,-70.5296875,-3.86640625,29
CO,-70.70620117,-3.78896484,29
CO,-70.73510742,-3.78154297,29
CO,-70.62167969,-3.60458984,29
CO,-70.41899414,-3.28828125,29
CO,-70.29013672,-3.08730469,29
CO,-70.14707031,-2.8640625,29
CO,-70.07402344,-2.75019531,29
CO,-70.06445312,-2.73076172,29
CO,-70.06474609,-2.70166016,29
CO,-70.09584961,-2.65820313,29
CO,-70.16474609,-2.63984375,29
CO,-70.24443359,-2.60654297,29
CO,-70.29462891,-2.55253906,29
CO,-70.36416016,-2.52929687,29
CO,-70.41821289,-2.49072266,29
CO,-70.51679687,-2.453125,29
CO,-70.57587891,-2.41826172,29
CO,-70.64799805,-2.40576172,29
CO,-70.70537109,-2.34199219,29
CO,-70.91455078,-2.21855469,29
CO,-70.96855469,-2.20683594,29
CO,-71.02729492,-2.22578125,29
CO,-71.11337891,-2.24541016,29
CO,-71.19638672,-2.31308594,29
CO,-71.30009766,-2.33486328,29
CO,-71.39697266,-2.33408203,29
CO,-71.44746094,-2.29375,29
CO,-71.49609375,-2.27919922,29
CO,-71.55947266,-2.22421875,29
CO,-71.67148437,-2.18212891,29
CO,-71.75253906,-2.15273437,29
CO,-71.80273437,-2.16630859,29
CO,-71.86728516,-2.22773437,29
CO,-71.9324707,-2.28867187,29
CO,-71.98427734,-2.3265625,29
CO,-72.05380859,-2.32460937,29
CO,-72.13681641,-2.38066406,29
CO,-72.21845703,-2.40048828,29
CO,-72.30073242,-2.40927734,29
CO,-72.39560547,-2.42890625,29
CO,-72.50068359,-2.39501953,29
CO,-72.58671875,-2.36513672,29
CO,-72.6253418,-2.3516601600000002,29
CO,-72.66015625,-2.36103516,29
CO,-72.71416016,-2.3921875,29
CO,-72.81123047,-2.40546875,29
CO,-72.8871582,-2.40849609,29
CO,-72.94111328,-2.39404297,29
CO,-72.98964844,-2.33974609,29
CO,-73.06816406,-2.31201172,29
CO,-73.15449219,-2.27822266,29
CO,-73.17265625,-2.20839844,29
CO,-73.16020508,-2.1563476600000002,29
CO,-73.12651367,-2.08105469,29
CO,-73.14521484,-2.00332031,29
CO,-73.18149414,-1.88037109,29
CO,-73.19697266,-1.83027344,29
CO,-73.22397461,-1.78769531,29
CO,-73.26645508,-1.77226563,29
CO,-73.34951172,-1.78388672,29
CO,-73.4402832,-1.73740234,29
CO,-73.49628906,-1.69306641,29
CO,-73.52524414,-1.63886719,29
CO,-73.49433594,-1.53662109,29
CO,-73.52138672,-1.44970703,29
CO,-73.57548828,-1.40136719,29
CO,-73.61025391,-1.31640625,29
CO,-73.66430664,-1.24882812,29
CO,-73.73574219,-1.21416016,29
CO,-73.80717773,-1.21796875,29
CO,-73.86318359,-1.19667969,29
CO,-73.92695313,-1.12519531,29
CO,-73.98681641,-1.09814453,29
CO,-74.05439453,-1.02861328,29
CO,-74.18076172,-0.99775391,29
CO,-74.24638672,-0.97060547,29
CO,-74.28388672,-0.92783203,29
CO,-74.33442383,-0.85087891,29
CO,-74.32861328,-0.80839844,29
CO,-74.353125,-0.76660156,29
CO,-74.37490234,-0.69140625,29
CO,-74.41787109,-0.58066406,29
CO,-74.46518555,-0.51767578,29
CO,-74.51386719,-0.47011719,29
CO,-74.55507812,-0.42988281,29
CO,-74.61635742,-0.37001953,29
CO,-74.69165039,-0.33525391,29
CO,-74.75537109,-0.29863281,29
CO,-74.78046875,-0.24453125,29
CO,-74.80175781,-0.20009766,29
CO,-74.8375,-0.20332031,29
CO,-74.88881836,-0.19941406,29
CO,-74.9453125,-0.18818359,29
CO,-75.00498047,-0.15585938,29
CO,-75.0546875,-0.11669922,29
CO,-75.13837891,-0.05048828,29
CO,-75.18408203,-0.04174805,29
CO,-75.22460937,-0.04174805,29
CO,-75.28447266,-0.10654297,29
CO,-75.46396484,-0.03842773,29
CO,-75.61733398,0.06289063,29
CO,-75.77666016,0.08925781,29
CO,-75.87978516,0.15097656,29
CO,-75.97485352,0.24775391,29
CO,-76.02617188,0.31308594,29
CO,-76.06791992,0.34555664,29
CO,-76.27060547,0.4394043,29
CO,-76.31103516,0.44848633,29
CO,-76.38818359,0.40498047,29
CO,-76.41337891,0.37885742,29
CO,-76.41796875,0.30390625,29
CO,-76.42729492,0.26123047,29
CO,-76.49462891,0.23544922,29
CO,-76.60302734,0.2409668,29
CO,-76.67851562,0.26816406,29
CO,-76.72900391,0.27211914,29
CO,-76.73930664,0.25083008,29
CO,-76.76772461,0.24165039,29
CO,-76.8293457,0.24775391,29
CO,-76.92011719,0.26850586,29
CO,-77.00244141,0.29624023,29
CO,-77.11411133,0.35507812,29
CO,-77.16572266,0.34775391,29
CO,-77.29267578,0.36040039,29
CO,-77.39633789,0.39389648,29
CO,-77.42275391,0.42485352,29
CO,-77.46767578,0.63652344,29
CO,-77.48139648,0.65117187,29
CO,-77.52612305,0.66035156,29
CO,-77.60131836,0.68950195,29
CO,-77.64863281,0.72363281,29
CO,-77.67319336,0.78222656,29
CO,-77.70288086,0.8378418,29
CO,-77.82954102,0.82539063,29
CO,-78.03701172,0.89873047,29
CO,-78.18066406,0.96855469,29
CO,-78.31210937,1.04609375,29
CO,-78.51152344,1.19882812,29
CO,-78.58764648,1.23666992,29
CO,-78.68164062,1.28344727,29
CO,-78.73710937,1.35869141,29
CO,-78.82885742,1.43466797,29
CO,-78.85966797,1.45537109,29
CO,-78.88847656,1.52407227,29
CO,-79.02543945,1.62368164,29
CO,-78.95766602,1.75219727,29
CO,-78.79296875,1.84873047,29
CO,-78.5769043,1.7737793,29
CO,-78.55043945,1.92363281,29
CO,-78.62861328,2.05625,29
CO,-78.61704102,2.30678711,29
CO,-78.59169922,2.35664062,29
CO,-78.5347168,2.42368164,29
CO,-78.46044922,2.47006836,29
CO,-78.41689453,2.48349609,29
CO,-78.34287109,2.46054688,29
CO,-78.29614258,2.51049805,29
CO,-78.12001953,2.48818359,29
CO,-78.06665039,2.50913086,29
CO,-78.03017578,2.5430664100000002,29
CO,-77.98720703,2.56899414,29
CO,-77.93227539,2.62924805,29
CO,-77.90078125,2.69882812,29
CO,-77.87451172,2.72587891,29
CO,-77.81357422,2.71635742,29
CO,-77.80795898,2.74638672,29
CO,-77.77666016,2.78730469,29
CO,-77.67001953,2.87885742,29
CO,-77.67109375,2.91933594,29
CO,-77.70097656,3.00756836,29
CO,-77.69365234,3.03994141,29
CO,-77.63203125,3.05117187,29
CO,-77.55913086,3.07597656,29
CO,-77.52026367,3.1602539100000002,29
CO,-77.4722168,3.23378906,29
CO,-77.41713867,3.34179688,29
CO,-77.35654297,3.34858398,29
CO,-77.32441406,3.47475586,29
CO,-77.24277344,3.58535156,29
CO,-77.07680664,3.91328125,29
CO,-77.12685547,3.90605469,29
CO,-77.16660156,3.86225586,29
CO,-77.21201172,3.86743164,29
CO,-77.26352539,3.89321289,29
CO,-77.24838867,4.0409668,29
CO,-77.27802734,4.05849609,29
CO,-77.35820312,3.94472656,29
CO,-77.42729492,4.06044922,29
CO,-77.43354492,4.13095703,29
CO,-77.40449219,4.20078125,29
CO,-77.40874023,4.24775391,29
CO,-77.52070312,4.21279297,29
CO,-77.51552734,4.25629883,29
CO,-77.44584961,4.30102539,29
CO,-77.41425781,4.34760742,29
CO,-77.35351562,4.39829102,29
CO,-77.32832031,4.475,29
CO,-77.31367187,4.59384766,29
CO,-77.28632812,4.72172852,29
CO,-77.30654297,4.78466797,29
CO,-77.33945312,4.83852539,29
CO,-77.36674805,5.0765625,29
CO,-77.35917969,5.21518555,29
CO,-77.37329102,5.32397461,29
CO,-77.40175781,5.41616211,29
CO,-77.53442383,5.53710937,29
CO,-77.32460937,5.67563477,29
CO,-77.24926758,5.78017578,29
CO,-77.34467773,5.99536133,29
CO,-77.46943359,6.17675781,29
CO,-77.47304687,6.28564453,29
CO,-77.44008789,6.27172852,29
CO,-77.39824219,6.275,29
CO,-77.35986328,6.50449219,29
CO,-77.36879883,6.57558594,29
CO,-77.43886719,6.69033203,29
CO,-77.52597656,6.69311523,29
CO,-77.60214844,6.83730469,29
CO,-77.64584961,6.86962891,29
CO,-77.68095703,6.96040039,29
CO,-77.80371094,7.13725586,29
CO,-77.90117187,7.2293457,29
CO,-77.82832031,7.44282227,29
CO,-77.76469727,7.48369141,29
CO,-77.74389648,7.53696289,29
CO,-77.76875,7.66806641,29
CO,-77.76191406,7.69882813,29
CO,-77.74692383,7.71186523,29
CO,-77.73203125,7.7109375,29
CO,-77.70634766,7.69121094,29
CO,-77.65859375,7.63461914,29
CO,-77.61860352,7.56455078,29
CO,-77.58657227,7.54306641,29
CO,-77.53828125,7.56625977,29
CO,-77.35078125,7.70585938,29
CO,-77.36274414,7.74907227,29
CO,-77.34560547,7.83652344,29
CO,-77.28295898,7.9081543,29
CO,-77.2159668,7.93251953,29
CO,-77.19599609,7.97246094,29
CO,-77.21230469,8.03388672,29
CO,-77.28261719,8.18706055,29
CO,-77.34550781,8.26953125,29
CO,-77.38588867,8.35166016,29
CO,-77.40727539,8.42724609,29
CO,-77.47851562,8.4984375,29
CO,-77.44833984,8.56586914,29
CO,-77.39306641,8.64467773,29
CO,-77.37421875,8.65830078,29
CO,-77.34414063,8.63671875,29
CO,-77.26157227,8.49370117,29
CO,-77.13012695,8.40058594,29
CO,-76.99228516,8.2503418,29
CO,-76.93583984,8.14682617,29
CO,-76.8909668,8.12797852,29
CO,-76.85185547,8.09047852,29
CO,-76.8690918,8.06269531,29
CO,-76.91220703,8.03339844,29
CO,-76.9246582,7.97319336,29
CO,-76.89663086,7.93945313,29
CO,-76.86689453,7.91796875,29
CO,-76.78657227,7.9315918,29
CO,-76.74233398,8.00214844,29
CO,-76.77207031,8.31054688,29
CO,-76.81860352,8.46469727,29
CO,-76.8722168,8.51274414,29
CO,-76.92045898,8.57373047,29
CO,-76.88798828,8.61987305,29
CO,-76.80224609,8.64067383,29
CO,-76.68935547,8.69472656,29
CO,-76.27685547,8.98911133,29
CO,-76.13549805,9.265625,29
CO,-76.02724609,9.36577148,29
CO,-75.9050293,9.4309082,29
CO,-75.75556641,9.415625,29
CO,-75.63935547,9.45043945,29
CO,-75.60361328,9.53847656,29
CO,-75.63535156,9.6578125,29
CO,-75.6800293,9.72978516,29
CO,-75.63710937,9.83427734,29
CO,-75.59267578,9.99272461,29
CO,-75.59589844,10.12583008,29
CO,-75.53857422,10.20517578,29
CO,-75.55839844,10.23642578,29
CO,-75.6421875,10.17216797,29
CO,-75.70834961,10.1434082,29
CO,-75.67089844,10.19633789,29
CO,-75.55371094,10.32773438,29
CO,-75.49277344,10.52763672,29
CO,-75.44599609,10.61088867,29
CO,-75.28061523,10.72719727,29
CO,-75.24794922,10.78325195,29
CO,-75.12304687,10.87041016,29
CO,-74.92158203,11.05756836,29
CO,-74.84458008,11.1097168,29
CO,-74.45424805,10.9890625,29
CO,-74.33022461,10.99667969,29
CO,-74.35239258,10.9746582,29
CO,-74.40957031,10.9671875,29
CO,-74.49228516,10.93447266,29
CO,-74.51625977,10.8625,29
CO,-74.46025391,10.78706055,29
CO,-74.40087891,10.76523437,29
CO,-74.35019531,10.8137207,29
CO,-74.29995117,10.95224609,29
CO,-74.21914063,11.10532227,29
CO,-74.20019531,11.26572266,29
CO,-74.14291992,11.32084961,29
CO,-74.05913086,11.340625,29
CO,-73.90957031,11.30888672,29
CO,-73.79570312,11.27568359,29
CO,-73.6769043,11.27148438,29
CO,-73.31337891,11.29575195,29
CO,-72.72182617,11.7121582,29
CO,-72.44707031,11.80170898,29
CO,-72.275,11.88925781,29
CO,-72.16523438,12.06020508,29
CO,-72.13574219,12.18857422,29
CO,-72.05507812,12.23842773,29
CO,-71.97011719,12.23828125,29
CO,-71.93125,12.26953125,29
CO,-71.91914062,12.30908203,29
CO,-71.71455078,12.4199707,29
CO,-71.59746094,12.434375,29
CO,-71.49399414,12.43227539,29
CO,-71.26210937,12.33530273,29
CO,-78.1137207,2.54174805,30
CO,-78.14082031,2.51967773,30
CO,-78.19248047,2.55927734,30
CO,-78.21010742,2.60917969,30
CO,-78.17841797,2.64633789,30
CO,-78.13764648,2.63417969,30
CO,-78.11914062,2.60361328,30
CO,-78.1137207,2.54174805,30
CR,-83.64199219,10.91723633,31
CR,-83.61728516,10.87749023,31
CR,-83.58818359,10.81499023,31
CR,-83.57529297,10.7347168,31
CR,-83.44824219,10.46591797,31
CR,-83.34682617,10.31538086,31
CR,-83.12460937,10.04160156,31
CR,-83.02851562,9.99125977,31
CR,-82.86630859,9.77094727,31
CR,-82.81030273,9.73457031,31
CR,-82.77841797,9.66953125,31
CR,-82.61015625,9.61601562,31
CR,-82.56357422,9.57666016,31
CR,-82.56923828,9.55820312,31
CR,-82.58652344,9.53881836,31
CR,-82.6112793,9.51923828,31
CR,-82.6440918,9.50585938,31
CR,-82.72338867,9.54609375,31
CR,-82.80102539,9.59179688,31
CR,-82.84399414,9.57080078,31
CR,-82.86015625,9.51147461,31
CR,-82.88896484,9.48100586,31
CR,-82.92504883,9.46904297,31
CR,-82.93984375,9.44916992,31
CR,-82.94282227,9.24887695,31
CR,-82.94033203,9.06010742,31
CR,-82.88134766,9.05585937,31
CR,-82.78305664,8.9902832,31
CR,-82.74116211,8.95170898,31
CR,-82.72783203,8.91606445,31
CR,-82.73999023,8.89858398,31
CR,-82.81191406,8.85742188,31
CR,-82.88198242,8.80532227,31
CR,-82.91704102,8.74033203,31
CR,-82.85571289,8.63530273,31
CR,-82.84262695,8.56396484,31
CR,-82.84477539,8.48935547,31
CR,-82.86162109,8.45351562,31
CR,-82.99755859,8.36777344,31
CR,-83.02734375,8.33774414,31
CR,-83.02338867,8.31601562,31
CR,-82.9484375,8.25683594,31
CR,-82.91289062,8.19960937,31
CR,-82.88330078,8.13056641,31
CR,-82.8793457,8.0706543,31
CR,-82.94726562,8.18173828,31
CR,-83.04145508,8.28774414,31
CR,-83.12333984,8.35307617,31
CR,-83.12958984,8.50546875,31
CR,-83.16240234,8.58818359,31
CR,-83.28579102,8.66435547,31
CR,-83.39140625,8.71772461,31
CR,-83.46972656,8.70683594,31
CR,-83.42177734,8.61923828,31
CR,-83.29775391,8.50688477,31
CR,-83.28955078,8.46381836,31
CR,-83.29150391,8.40600586,31
CR,-83.37680664,8.41489258,31
CR,-83.45205078,8.43847656,31
CR,-83.54375,8.44584961,31
CR,-83.60473633,8.48032227,31
CR,-83.73408203,8.61445312,31
CR,-83.6421875,8.72890625,31
CR,-83.6137207,8.80405273,31
CR,-83.61616211,8.95981445,31
CR,-83.63725586,9.03535156,31
CR,-83.73691406,9.15029297,31
CR,-83.89555664,9.27641602,31
CR,-84.11787109,9.37944336,31
CR,-84.22236328,9.4625,31
CR,-84.48266602,9.52617187,31
CR,-84.5815918,9.56835938,31
CR,-84.65888672,9.64667969,31
CR,-84.67045898,9.70288086,31
CR,-84.64306641,9.7894043,31
CR,-84.71494141,9.89941406,31
CR,-85.02504883,10.11572266,31
CR,-85.1984375,10.1953125,31
CR,-85.23564453,10.24208984,31
CR,-85.26318359,10.25664062,31
CR,-85.23652344,10.10737305,31
CR,-85.16074219,10.01743164,31
CR,-84.96279297,9.93344727,31
CR,-84.90834961,9.88457031,31
CR,-84.88642578,9.82094727,31
CR,-85.00126953,9.69926758,31
CR,-85.0597168,9.66831055,31
CR,-85.07705078,9.60195312,31
CR,-85.11450195,9.58178711,31
CR,-85.15400391,9.62006836,31
CR,-85.31455078,9.8109375,31
CR,-85.62485352,9.90244141,31
CR,-85.68100586,9.95859375,31
CR,-85.79648437,10.13286133,31
CR,-85.8496582,10.29204102,31
CR,-85.83061523,10.39814453,31
CR,-85.703125,10.56347656,31
CR,-85.66333008,10.63544922,31
CR,-85.67143555,10.67978516,31
CR,-85.66723633,10.74501953,31
CR,-85.71484375,10.79057617,31
CR,-85.83286133,10.84995117,31
CR,-85.90800781,10.89755859,31
CR,-85.88740234,10.92128906,31
CR,-85.75224609,10.98525391,31
CR,-85.74370117,11.04296875,31
CR,-85.74433594,11.06210937,31
CR,-85.72226562,11.06625977,31
CR,-85.70263672,11.08154297,31
CR,-85.69052734,11.09746094,31
CR,-85.65366211,11.15307617,31
CR,-85.62138672,11.18447266,31
CR,-85.58417969,11.18945313,31
CR,-85.5387207,11.16630859,31
CR,-85.36835937,11.10644531,31
CR,-85.17895508,11.03994141,31
CR,-84.90917969,10.9453125,31
CR,-84.79736328,11.0059082,31
CR,-84.70117187,11.05219727,31
CR,-84.63417969,11.04560547,31
CR,-84.48916016,10.99165039,31
CR,-84.40185547,10.97446289,31
CR,-84.34829102,10.97988281,31
CR,-84.25556641,10.90073242,31
CR,-84.20498047,10.84130859,31
CR,-84.19658203,10.80170898,31
CR,-84.16835937,10.78037109,31
CR,-84.09619141,10.77568359,31
CR,-83.91928711,10.73535156,31
CR,-83.81118164,10.74326172,31
CR,-83.71293945,10.78588867,31
CR,-83.65893555,10.83686523,31
CR,-83.64199219,10.91723633,31
CU,-81.83745117,23.16303711,32
CU,-81.57543945,23.11650391,32
CU,-81.36362305,23.1296875,32
CU,-81.26235352,23.15683594,32
CU,-81.27163086,23.12861328,32
CU,-81.17861328,23.05966797,32
CU,-81.14462891,23.05493164,32
CU,-81.00766602,23.08984375,32
CU,-80.65014648,23.10307617,32
CU,-80.61342773,23.08374023,32
CU,-80.55048828,23.01660156,32
CU,-80.45922852,22.975,32
CU,-80.36489258,22.9434082,32
CU,-80.26616211,22.93496094,32
CU,-80.16762695,22.94936523,32
CU,-80.07524414,22.94233398,32
CU,-79.95991211,22.8769043,32
CU,-79.92353516,22.86914063,32
CU,-79.82026367,22.88701172,32
CU,-79.85073242,22.82719727,32
CU,-79.67666016,22.74306641,32
CU,-79.54921875,22.5777832,32
CU,-79.45649414,22.50986328,32
CU,-79.35830078,22.44892578,32
CU,-79.27568359,22.40761719,32
CU,-79.18300781,22.38789062,32
CU,-78.9019043,22.39599609,32
CU,-78.83544922,22.39091797,32
CU,-78.77597656,22.36733398,32
CU,-78.71923828,22.35805664,32
CU,-78.68647461,22.3668457,32
CU,-78.14311523,22.10942383,32
CU,-77.97050781,21.97197266,32
CU,-77.86503906,21.90058594,32
CU,-77.63681641,21.79736328,32
CU,-77.54511719,21.77460937,32
CU,-77.49711914,21.78833008,32
CU,-77.50654297,21.81103516,32
CU,-77.57333984,21.86831055,32
CU,-77.5831543,21.88925781,32
CU,-77.49726562,21.87163086,32
CU,-77.34213867,21.75527344,32
CU,-77.29951172,21.71225586,32
CU,-77.22207031,21.67241211,32
CU,-77.14414062,21.64360352,32
CU,-77.18125,21.59765625,32
CU,-77.24453125,21.59375,32
CU,-77.36616211,21.61264648,32
CU,-77.26958008,21.53789062,32
CU,-77.25288086,21.48349609,32
CU,-77.20791016,21.47885742,32
CU,-77.1409668,21.538623050000002,32
CU,-77.09863281,21.58901367,32
CU,-76.92807617,21.45898438,32
CU,-76.83632812,21.39951172,32
CU,-76.85981445,21.36479492,32
CU,-76.86743164,21.33041992,32
CU,-76.76499023,21.36240234,32
CU,-76.72607422,21.35888672,32
CU,-76.68852539,21.34042969,32
CU,-76.64741211,21.28452148,32
CU,-76.55170898,21.27211914,32
CU,-76.45517578,21.27363281,32
CU,-76.25922852,21.22739258,32
CU,-76.07363281,21.13344727,32
CU,-75.89902344,21.11425781,32
CU,-75.72294922,21.11103516,32
CU,-75.63374023,21.06132813,32
CU,-75.59580078,20.99467773,32
CU,-75.63852539,20.94746094,32
CU,-75.66293945,20.89814453,32
CU,-75.59726563,20.83764648,32
CU,-75.74023438,20.81196289,32
CU,-75.76040039,20.77553711,32
CU,-75.75297852,20.73618164,32
CU,-75.72456055,20.71455078,32
CU,-75.64277344,20.73349609,32
CU,-75.52460937,20.71665039,32
CU,-75.33813477,20.70161133,32
CU,-75.21328125,20.71386719,32
CU,-74.9597168,20.67265625,32
CU,-74.88256836,20.65063477,32
CU,-74.73208008,20.57319336,32
CU,-74.66245117,20.52211914,32
CU,-74.51313477,20.38457031,32
CU,-74.384375,20.33046875,32
CU,-74.27280273,20.31738281,32
CU,-74.23388672,20.32641602,32
CU,-74.19848633,20.31147461,32
CU,-74.16748047,20.2921875,32
CU,-74.13681641,20.23193359,32
CU,-74.15371094,20.16855469,32
CU,-74.21743164,20.11713867,32
CU,-74.25283203,20.0796875,32
CU,-74.4121582,20.0753418,32
CU,-74.63476562,20.058154300000002,32
CU,-74.85004883,20.00229492,32
CU,-74.95512695,19.95791016,32
CU,-75.00317383,19.92856445,32
CU,-75.11640625,19.90141602,32
CU,-75.12412109,19.9246582,32
CU,-75.12197266,19.95390625,32
CU,-75.15161133,20.00834961,32
CU,-75.17729492,19.959375,32
CU,-75.21943359,19.92363281,32
CU,-75.29047852,19.89311523,32
CU,-75.55195312,19.89111328,32
CU,-75.65722656,19.93222656,32
CU,-75.76513672,19.96040039,32
CU,-76.15844727,19.98974609,32
CU,-76.25283203,19.9871582,32
CU,-76.515625,19.95668945,32
CU,-76.77973633,19.94018555,32
CU,-76.89023438,19.92133789,32
CU,-76.99946289,19.89282227,32
CU,-77.21196289,19.89375,32
CU,-77.46318359,19.86137695,32
CU,-77.71508789,19.85546875,32
CU,-77.55375977,20.08212891,32
CU,-77.21337891,20.30039063,32
CU,-77.14941406,20.34726562,32
CU,-77.10380859,20.40751953,32
CU,-77.09301758,20.45292969,32
CU,-77.10791016,20.49165039,32
CU,-77.18896484,20.55996094,32
CU,-77.20546875,20.61083984,32
CU,-77.22958984,20.64375,32
CU,-77.34755859,20.67236328,32
CU,-77.46704102,20.68950195,32
CU,-77.59272461,20.69008789,32
CU,-77.85688477,20.71362305,32
CU,-77.99731445,20.71538086,32
CU,-78.11635742,20.76186523,32
CU,-78.31386719,20.92749023,32
CU,-78.40634766,20.97387695,32
CU,-78.45385742,21.01098633,32
CU,-78.49077148,21.05371094,32
CU,-78.53725586,21.29682617,32
CU,-78.5765625,21.41381836,32
CU,-78.63647461,21.51552734,32
CU,-78.72768555,21.59272461,32
CU,-78.82294922,21.61894531,32
CU,-79.18920898,21.55283203,32
CU,-79.27441406,21.56264648,32
CU,-79.35742188,21.58515625,32
CU,-79.91030273,21.74257813,32
CU,-80.13833008,21.82924805,32
CU,-80.23134766,21.87216797,32
CU,-80.31069336,21.93339844,32
CU,-80.39291992,22.03374023,32
CU,-80.48544922,22.1234375,32
CU,-80.48481445,22.0871582,32
CU,-80.49907227,22.06352539,32
CU,-80.96191406,22.05288086,32
CU,-81.03564453,22.07358398,32
CU,-81.08310547,22.09794922,32
CU,-81.11665039,22.13422852,32
CU,-81.14140625,22.20693359,32
CU,-81.18549805,22.26796875,32
CU,-81.19956055,22.20292969,32
CU,-81.22241211,22.14291992,32
CU,-81.284375,22.10942383,32
CU,-81.35527344,22.10410156,32
CU,-81.44111328,22.18378906,32
CU,-81.81621094,22.20019531,32
CU,-81.84941406,22.21367187,32
CU,-81.97260742,22.29086914,32
CU,-82.07773438,22.38769531,32
CU,-81.97304687,22.42182617,32
CU,-81.75708008,22.46674805,32
CU,-81.71035156,22.49667969,32
