wage,abil,educ,exper,region,region18,motheduc,fatheduc,brkhme14,sibs,urban,urban18
4.0,1.676199,12,15,north_central,south,9,12,0,2,1,1
8.99654,1.502292,12,12,north_central,north_central,12,12,1,6,0,1
5.792125,-4.671546,11,11,north_central,north_central,12,12,0,7,1,1
13.98601,1.256148,15,7,north_central,north_central,16,12,0,2,1,1
11.37821,4.611488,14,9,north_central,north_central,12,12,0,0,1,1
22.42152,3.421192,18,9,west,north_central,16,18,0,1,1,1
8.008008,2.331033,12,12,north_central,north_central,12,14,0,3,1,1
4.464286,-2.723303,12,8,north_central,north_central,7,8,1,5,1,1
8.136095,2.318096,12,12,north_central,north_central,12,9,0,3,1,1
7.639257,0.561839,12,8,north_central,north_central,12,11,0,3,1,1
8.888889,-0.8755597,12,8,north_central,north_central,12,12,0,2,1,1
14.452209999999999,4.612123,15,10,north_central,north_central,17,20,0,1,1,1
6.756757,2.301214,12,12,north_central,west,11,11,0,6,1,1
5.392157,-3.717161,11,10,north_central,north_central,12,14,1,2,1,1
6.00781,-0.4978274,12,8,north_central,north_central,12,15,1,2,1,1
9.61183,2.156143,12,9,south,north_central,12,12,0,1,1,1
22.11539,4.674943,17,6,north_central,north_central,13,17,0,1,1,1
7.462687,2.589753,14,9,north_central,north_central,12,12,0,5,1,1
11.56195,2.555838,17,10,north_central,north_central,6,13,0,11,0,0
8.653846,0.60815109999999994,12,8,north_central,north_central,13,8,1,4,0,1
15.38461,4.773034,16,9,west,north_central,10,12,0,4,1,0
12.52234,1.716254,12,14,north_central,north_central,12,12,0,3,0,1
42.78075,1.577286,16,8,north_central,north_central,12,12,0,2,1,1
20.59829,2.391718,12,15,north_central,north_central,10,12,0,6,0,1
5.079365,2.053737,12,14,north_central,north_central,11,11,0,8,0,1
7.408863,-0.001763,12,14,north_central,north_central,12,12,0,6,0,1
12.3476,1.813796,11,13,north_central,north_central,12,12,0,6,0,1
20.28869,2.209221,12,15,north_central,north_central,12,12,0,4,0,1
16.20085,-0.3350346,15,12,north_central,north_central,12,12,0,4,1,1
13.63506,-0.002955,12,13,north_central,north_central,12,12,0,4,0,1
11.7125,4.820545,12,15,north_central,north_central,12,10,0,3,0,1
9.855769,1.435404,12,14,north_central,north_central,12,12,0,1,0,1
7.723577,-3.479519,11,14,south,south,10,10,0,2,0,1
10.57692,1.327745,12,15,south,south,12,12,0,2,0,1
6.25,0.4370909,11,16,south,south,11,6,0,4,0,1
28.73563,0.6343608,12,14,south,south,12,10,0,0,0,1
8.833333,3.475097,15,9,south,south,14,14,0,2,0,1
9.615385,2.468759,12,12,south,south,12,11,0,0,0,0
15.81197,0.6314005,13,12,south,south,12,12,1,2,1,0
7.591837,0.126079,12,15,south,south,10,11,0,1,0,1
6.25,-1.987227,8,19,south,south,12,6,0,2,0,1
6.560773,2.07952,12,12,south,south,14,9,0,2,0,1
22.70299,4.739634,16,11,south,south,12,10,0,1,1,0
6.973958,4.640319,15,12,south,south,12,18,0,2,1,0
8.894231,1.132934,12,13,south,south,15,12,0,1,0,1
13.71877,2.54978,15,12,south,south,18,16,0,3,1,1
24.51923,3.945472,16,10,south,south,16,16,0,5,1,0
18.33962,4.466293,16,7,south,south,16,16,0,5,1,1
1.877682,0.9550086,12,15,south,south,12,12,0,3,1,1
11.05769,-1.708799,9,14,south,south,9,9,0,5,1,1
20.0,4.590547,14,12,south,south,12,12,0,2,1,1
12.71503,2.782503,12,16,south,south,10,9,0,1,0,1
5.42571,-1.039836,9,12,south,south,8,8,0,6,1,1
11.1532,1.815351,9,16,south,south,15,13,1,5,1,1
8.0,-0.5182638,9,15,south,south,10,12,0,2,0,1
11.67883,2.79487,14,12,south,south,10,12,0,3,1,1
14.03181,2.39257,14,8,south,south,12,12,0,1,1,1
6.730769,2.23879,15,10,south,north_central,16,13,1,3,1,1
14.85569,-0.0683516,10,14,south,south,9,7,0,4,1,0
8.695652,2.906546,12,15,south,south,12,10,0,1,1,1
14.42308,3.751399,12,12,south,south,12,12,0,3,0,1
18.3908,-1.930277,12,10,south,south,12,12,0,1,1,1
11.03231,1.337225,10,12,south,south,12,12,1,3,1,1
10.46901,2.025904,12,8,west,west,12,10,0,1,1,1
10.57692,-0.3630699,12,10,west,west,11,12,0,3,1,1
10.17115,2.09653,12,8,west,west,11,12,0,3,1,1
4.180602,1.03112,11,13,south,south,12,12,1,3,1,1
2.392344,2.29443,10,13,south,west,12,12,1,3,1,1
9.285714,0.4491573,12,15,west,west,12,12,0,3,1,1
12.7193,1.740025,12,10,northeast,west,12,10,0,1,1,1
12.72578,-0.5404299,12,16,west,west,12,12,0,2,1,1
15.86539,-0.5419042,12,14,west,west,16,12,0,5,1,1
15.76763,4.42769,12,11,south,west,12,15,1,2,0,1
12.9199,0.1994572,13,15,west,west,12,12,1,3,1,1
4.901923,1.632355,12,14,north_central,north_central,12,9,0,5,0,0
21.63461,5.284061,20,4,northeast,northeast,16,18,0,2,1,0
10.41667,3.507412,12,13,north_central,north_central,12,12,1,2,1,1
7.837838,0.4723388,12,15,north_central,north_central,12,12,0,2,0,0
4.644682,2.014192,12,13,north_central,north_central,12,6,0,3,0,0
12.09677,5.01182,14,13,west,north_central,14,12,0,4,1,0
8.826125,4.403708,12,12,north_central,north_central,15,13,0,4,0,0
8.908686,2.771295,13,13,north_central,north_central,12,12,0,4,1,1
10.55743,2.79181,16,8,north_central,north_central,12,12,0,4,0,1
5.732408,-0.984046,8,18,north_central,west,12,15,1,4,0,1
5.925926,0.7963127,12,15,north_central,north_central,12,12,0,1,0,0
6.232295,1.471273,12,12,north_central,north_central,10,12,0,2,0,0
13.56875,4.75353,13,13,north_central,north_central,14,17,0,3,0,1
11.45038,2.242063,13,15,north_central,north_central,12,12,0,4,0,1
11.35903,1.923339,12,14,north_central,north_central,12,12,0,2,0,0
1.927525,3.810174,15,9,north_central,north_central,12,12,0,2,0,0
18.3121,-1.07641,12,15,north_central,north_central,12,12,0,4,0,1
7.211538,1.991148,12,14,north_central,north_central,12,12,0,4,0,1
8.708273,2.203011,12,13,north_central,north_central,12,12,0,3,1,1
4.803922,0.4569405,12,8,north_central,north_central,8,8,1,4,1,1
3.296703,1.39177,11,13,north_central,north_central,12,12,0,1,0,0
2.144559,4.029147,14,13,north_central,north_central,12,9,0,2,0,1
10.05366,1.559833,12,11,north_central,north_central,8,8,0,3,1,1
13.02083,3.397067,12,10,north_central,north_central,12,12,0,5,1,1
4.45576,-1.544608,8,12,south,north_central,8,2,0,12,0,1
12.29508,3.612122,12,14,south,south,10,12,1,5,0,1
25.48077,2.021104,13,13,south,south,12,10,0,3,1,0
8.661417,2.82621,13,13,south,south,11,12,0,2,0,0
4.375,3.881803,12,12,west,south,12,12,0,3,1,0
10.59696,4.112073,16,8,south,south,12,12,0,1,0,1
23.49039,4.879282,15,10,south,south,15,15,0,4,1,1
11.21795,3.326649,20,6,south,north_central,18,19,0,2,1,0
6.395349,0.7196631,12,13,south,south,11,5,0,1,0,1
22.61905,1.331188,12,15,south,south,11,4,0,2,0,0
8.0,1.725609,12,14,south,south,11,12,0,2,0,1
5.516667,-2.445959,9,18,south,south,11,5,0,1,0,1
12.5,3.124623,14,13,south,south,4,7,0,5,0,0
9.340659,-2.091483,12,12,south,south,9,9,0,3,0,0
11.83432,3.342044,15,10,south,south,12,12,0,4,0,0
21.63461,-1.659106,12,12,south,south,7,12,0,0,0,0
12.01923,2.291139,11,10,northeast,northeast,14,8,1,0,1,1
12.01923,2.740059,12,13,northeast,northeast,12,11,0,3,1,1
4.363636,1.21689,8,19,northeast,northeast,7,9,0,4,1,1
9.615385,-0.3089841,10,11,northeast,northeast,12,11,0,1,1,1
3.633218,4.859405,15,8,northeast,northeast,12,8,0,2,1,1
12.01923,3.509562,13,13,northeast,northeast,12,10,0,2,1,1
18.18182,1.731742,13,15,northeast,northeast,16,13,0,1,1,1
20.87912,4.897962,17,4,northeast,northeast,16,20,0,2,1,1
12.72727,0.4019148,12,15,northeast,northeast,12,12,0,0,1,0
4.815409,3.292352,12,10,northeast,northeast,12,13,0,6,1,1
11.53846,3.39161,15,6,northeast,northeast,12,13,0,2,1,1
15.71429,6.263742,16,5,northeast,northeast,14,15,0,1,1,1
16.38151,1.720268,15,12,northeast,northeast,15,16,0,5,1,1
14.69353,3.940967,15,8,northeast,northeast,15,16,0,5,1,1
26.64298,5.237422,18,7,northeast,northeast,16,17,0,1,1,1
11.95652,1.175396,15,5,northeast,northeast,16,18,0,3,1,1
19.58042,3.848412,17,6,north_central,northeast,16,17,0,3,1,1
12.01923,3.852825,15,7,northeast,northeast,16,16,0,2,1,1
12.0155,4.429811,18,5,northeast,northeast,16,16,0,2,1,1
27.65705,3.947143,15,8,northeast,northeast,17,17,0,2,1,1
19.5122,4.801205,16,6,northeast,northeast,16,17,0,2,1,1
12.29688,4.589003,19,8,northeast,north_central,16,14,0,2,1,1
7.814208,2.735733,17,8,northeast,northeast,10,8,0,1,1,1
12.5,1.000006,12,11,south,northeast,12,12,1,6,0,1
15.8244,0.0169732,12,8,northeast,northeast,12,14,0,6,1,1
13.24393,1.327434,12,12,northeast,northeast,12,12,1,4,1,1
11.8838,2.50396,10,12,northeast,northeast,12,12,0,5,1,1
12.5,0.9990907,12,9,northeast,northeast,12,12,0,5,1,1
13.67521,3.621453,11,13,northeast,northeast,17,12,1,3,1,1
17.95841,2.930066,14,9,northeast,northeast,16,12,0,2,1,1
19.38611,3.252471,15,12,northeast,northeast,18,20,0,2,1,1
12.39926,2.06251,12,11,northeast,northeast,12,14,0,3,1,1
19.04762,3.286566,15,6,northeast,northeast,15,19,0,5,1,1
9.347826,0.7689123,10,12,northeast,northeast,7,12,1,1,1,1
17.06685,-3.272353,13,7,northeast,northeast,12,7,0,4,1,1
16.17251,1.979797,15,7,west,northeast,14,16,0,3,1,1
11.05845,2.808683,14,6,northeast,northeast,14,16,0,3,1,1
20.47448,2.843991,15,8,northeast,northeast,12,16,0,5,1,1
6.222222,1.771777,14,8,northeast,northeast,16,16,0,1,0,1
6.872852,-0.3411266,10,11,northeast,northeast,12,12,0,4,1,1
5.240793,4.086502,14,8,northeast,northeast,12,12,0,2,1,1
13.83764,1.698632,11,10,northeast,northeast,12,14,0,3,1,1
15.69507,0.8695958,11,12,northeast,northeast,12,12,0,6,1,1
11.59875,3.883094,20,7,north_central,northeast,16,12,0,1,1,1
6.919414,0.7113221,13,9,northeast,northeast,12,12,0,3,1,1
35.32609,5.503091,15,9,northeast,northeast,13,18,0,3,1,1
19.88636,5.039571,14,6,northeast,northeast,13,18,1,3,1,1
20.33272,3.426268,16,8,northeast,northeast,12,12,0,1,1,1
9.077879,2.932952,12,13,northeast,northeast,15,10,1,4,1,1
11.21657,3.500802,13,13,northeast,northeast,12,12,0,3,1,1
15.81197,2.532035,12,14,northeast,northeast,11,11,0,4,1,1
19.23077,3.283334,15,8,northeast,northeast,12,12,0,2,1,1
8.341827,2.522619,15,5,northeast,northeast,14,14,0,4,1,1
10.91445,1.795552,17,6,northeast,northeast,12,12,0,5,1,1
8.979206,0.932681,15,12,north_central,northeast,12,12,0,3,1,1
26.21723,0.7652098,13,10,northeast,northeast,16,14,0,4,1,1
17.78846,0.5199093,12,14,northeast,northeast,12,15,0,6,1,1
12.98077,2.290261,12,12,northeast,northeast,11,11,0,4,1,1
3.690037,-3.399213,8,17,south,northeast,11,8,0,5,0,1
15.86539,2.45455,12,14,northeast,northeast,12,12,0,1,1,1
8.997955,-1.952946,12,9,northeast,northeast,12,8,1,2,1,1
12.71186,4.41265,12,10,northeast,northeast,8,8,0,2,1,1
10.23587,-1.63059,12,15,northeast,northeast,12,12,0,5,1,0
19.84733,-1.859786,13,12,west,northeast,12,12,0,5,1,0
25.48077,4.048378,15,12,northeast,northeast,16,16,0,1,1,0
11.05769,1.498101,14,12,south,northeast,12,12,0,3,1,0
25.34287,3.594947,15,9,northeast,northeast,11,12,0,1,0,0
7.524272,4.4086,14,11,northeast,northeast,12,10,0,2,1,0
16.82692,-1.054816,12,15,northeast,northeast,12,12,0,2,1,1
22.59615,1.280386,12,16,northeast,northeast,9,11,0,3,0,1
5.571031,-1.970441,12,10,northeast,northeast,12,12,0,5,1,1
10.99366,2.186536,12,11,northeast,northeast,12,12,0,2,1,1
22.98851,3.625654,20,5,northeast,northeast,14,18,0,1,1,1
21.39423,2.743769,17,9,northeast,northeast,12,12,0,2,1,1
18.17308,-0.1052468,12,14,northeast,northeast,12,12,1,4,1,1
18.59679,1.397144,13,13,northeast,northeast,12,12,0,3,1,1
14.75827,4.552005,15,8,northeast,northeast,12,14,0,2,0,1
3.544166,0.9988748,12,9,northeast,northeast,12,12,0,0,1,1
9.375,1.79087,14,10,west,northeast,14,20,1,2,1,1
4.782146,0.6041726,14,7,west,northeast,14,20,1,2,1,1
11.51079,4.470508,15,8,northeast,northeast,14,16,0,3,1,1
54.60994,4.090394,15,10,northeast,northeast,17,16,0,1,1,1
73.37769,4.282351,17,5,northeast,northeast,16,20,0,2,1,1
18.31502,4.991538,20,6,north_central,northeast,16,20,0,2,1,1
30.35559,2.818702,20,4,northeast,northeast,16,20,0,2,1,1
19.23077,2.7003,17,10,west,northeast,12,19,0,3,1,0
81.9149,3.205986,18,9,northeast,northeast,16,16,0,1,1,1
14.0,2.371774,15,9,northeast,northeast,16,16,0,2,1,1
55.40911,5.233799,19,6,south,northeast,15,7,0,2,1,1
18.15039,3.161094,12,12,northeast,northeast,12,12,0,4,1,1
8.527132,-0.0172311,11,12,northeast,northeast,12,11,1,0,0,1
7.174666,2.60916,12,12,northeast,northeast,12,12,0,2,0,1
12.68882,3.594704,12,13,northeast,northeast,12,12,1,4,0,1
8.605769,-0.2680129,8,18,northeast,northeast,10,8,0,4,1,1
7.079646,1.378433,12,10,northeast,northeast,10,8,0,4,1,1
10.73345,0.9767839,12,15,northeast,northeast,12,11,0,3,1,1
17.85714,2.325718,12,11,northeast,northeast,12,10,0,2,1,1
7.596685,3.003588,12,9,northeast,northeast,12,12,1,6,1,1
8.96861,2.288876,12,9,northeast,northeast,12,12,1,6,1,1
9.820192,2.135983,12,15,northeast,northeast,12,16,0,5,1,1
14.77636,3.016752,14,9,northeast,northeast,12,16,0,5,1,1
13.91304,3.547518,12,10,northeast,northeast,12,16,0,5,1,1
32.34043,2.762037,17,9,northeast,northeast,15,16,0,1,1,0
9.602649,0.1217608,10,11,northeast,northeast,9,12,0,2,1,1
12.01923,1.200374,12,15,northeast,northeast,12,8,0,4,1,1
8.437271,2.418717,12,12,northeast,northeast,12,10,0,4,1,0
7.570296,1.662283,12,12,northeast,northeast,12,8,1,1,1,0
11.44165,1.716312,12,10,northeast,northeast,12,8,1,4,1,1
22.00489,4.84971,12,12,northeast,northeast,12,20,0,2,1,1
8.911819,3.641176,13,14,northeast,northeast,14,16,0,1,1,1
26.92308,3.794152,15,9,northeast,northeast,12,11,0,2,1,1
8.032128,-2.337237,8,13,northeast,northeast,11,10,1,6,1,1
18.60465,3.831033,15,9,northeast,northeast,12,14,0,2,1,1
22.41036,3.694774,16,11,northeast,northeast,12,12,0,2,0,1
24.03846,3.296454,17,7,northeast,northeast,12,12,0,2,1,1
8.748573,1.893183,9,15,north_central,north_central,16,11,1,2,1,1
15.13718,3.02338,11,13,north_central,north_central,5,8,0,6,1,1
11.81376,-1.045215,13,7,north_central,north_central,5,12,0,2,1,1
12.17391,1.121499,10,13,south,north_central,12,16,0,3,0,1
19.60784,-1.397631,12,9,north_central,north_central,12,12,0,2,1,1
9.504132,-1.300514,12,12,north_central,north_central,13,14,0,3,1,1
5.196305,0.5101748,14,8,north_central,north_central,13,14,0,3,1,1
4.892368,0.4007933,18,2,north_central,north_central,12,18,1,5,1,1
13.75,2.395024,14,11,north_central,north_central,12,18,1,6,1,1
12.59947,1.989805,12,10,north_central,north_central,12,11,0,5,1,1
11.3071,2.688474,17,7,north_central,north_central,12,12,0,7,1,1
11.73798,5.177561,14,10,north_central,north_central,12,12,0,2,1,1
14.97006,3.496176,12,11,north_central,north_central,12,12,0,2,1,1
22.59615,2.783048,15,7,north_central,north_central,12,12,1,1,1,1
10.16393,3.498971,12,9,north_central,north_central,12,12,0,9,1,1
14.36266,2.915625,12,14,north_central,north_central,12,19,0,3,1,1
12.7582,2.141221,15,7,north_central,north_central,12,8,1,0,1,1
16.787,2.041121,12,10,north_central,north_central,12,11,0,4,1,1
14.67748,2.040502,12,15,north_central,north_central,12,12,0,4,1,0
15.29637,-0.0149107,12,12,north_central,north_central,12,12,0,4,1,1
11.49425,0.941516,12,12,north_central,north_central,12,12,0,1,1,1
21.63461,5.076578,15,7,north_central,north_central,12,12,0,3,1,1
9.433962,2.750761,15,10,north_central,north_central,12,12,0,1,1,1
20.08547,2.754092,16,11,south,north_central,16,17,0,4,0,1
13.70192,4.212347,12,9,north_central,north_central,13,12,0,4,1,1
11.05769,-1.358992,11,12,north_central,north_central,6,6,1,4,1,1
2.330097,-2.548958,10,14,north_central,north_central,6,4,1,1,1,1
15.25424,0.5215123,12,9,north_central,north_central,12,8,1,1,1,1
7.54717,-0.5122066,12,8,north_central,north_central,12,12,0,2,1,1
16.82692,1.770423,13,9,north_central,north_central,16,13,0,5,1,1
7.606264,1.199419,15,6,north_central,north_central,16,13,0,5,1,1
16.48805,4.202961,15,8,north_central,north_central,12,16,0,3,1,1
13.94052,3.906719,15,5,north_central,north_central,12,16,0,3,1,1
7.560684,3.407049,15,11,west,north_central,12,12,0,2,1,1
13.48921,1.170689,12,13,north_central,north_central,12,12,0,3,1,1
18.51852,-0.4542438,12,10,north_central,north_central,12,12,0,3,1,1
22.31237,1.62768,15,9,north_central,north_central,12,10,0,3,1,1
20.61495,0.1869582,12,10,north_central,north_central,12,10,0,3,1,1
26.28062,-0.9007283,12,10,north_central,north_central,12,10,0,3,1,1
14.42308,1.858021,12,14,north_central,north_central,12,12,0,2,1,1
10.84011,0.7816762,12,9,north_central,north_central,12,12,0,2,1,1
8.77193,-2.601909,9,11,north_central,north_central,5,12,0,3,1,1
11.03448,1.299661,13,10,north_central,north_central,12,12,0,0,1,1
15.86539,2.453815,12,15,south,north_central,10,10,0,3,1,0
19.17808,0.5028295,12,15,north_central,north_central,12,12,1,3,1,1
19.18803,0.9645514,12,16,north_central,north_central,9,10,0,3,1,1
16.15385,2.804419,12,15,north_central,north_central,12,12,0,5,1,0
16.34615,3.855217,12,10,north_central,north_central,14,12,0,3,1,1
7.263123,0.9414916,12,11,north_central,north_central,9,12,0,2,1,1
11.29032,-0.36877,12,9,north_central,north_central,12,12,0,3,1,1
10.15326,-1.209751,16,8,north_central,north_central,12,12,0,6,1,1
12.1995,0.0751199,13,9,north_central,north_central,12,12,0,6,1,1
25.4717,1.431937,13,10,north_central,north_central,12,10,0,6,1,1
10.9375,4.410509,15,8,north_central,north_central,14,16,0,2,1,1
30.76923,4.441337,13,13,north_central,north_central,12,12,0,1,1,1
10.96122,2.673222,12,12,north_central,north_central,9,9,0,6,1,1
3.831508,3.61918,12,10,north_central,north_central,11,9,0,8,1,1
7.692307,3.949184,12,12,north_central,north_central,9,13,0,4,1,1
12.01923,-3.124036,12,8,north_central,north_central,12,10,1,4,1,1
8.041958,-1.84342,12,14,north_central,north_central,10,8,0,9,1,1
12.62019,-1.319714,12,13,north_central,north_central,10,8,0,9,1,1
9.565217,3.309341,12,12,north_central,north_central,12,12,0,4,1,0
12.24036,0.3077107,12,9,north_central,north_central,12,12,0,4,1,1
5.7692310000000004,-2.085821,9,14,north_central,north_central,9,9,1,4,1,1
16.82692,1.935397,12,15,north_central,north_central,12,12,0,4,1,0
6.102212,1.743508,12,16,north_central,north_central,8,8,0,2,1,0
10.06192,3.248561,12,13,north_central,north_central,12,13,0,1,0,0
25.48077,2.653928,15,12,north_central,north_central,12,12,0,3,1,1
15.41502,3.931115,17,6,north_central,north_central,12,14,0,1,1,1
24.03846,4.382967,15,9,north_central,north_central,12,12,0,2,1,1
13.70192,3.391479,14,13,north_central,north_central,12,16,0,2,1,1
6.521739,3.378213,18,5,west,north_central,12,16,1,2,1,1
13.62179,2.440849,12,13,north_central,north_central,12,12,0,2,1,1
6.976744,4.764368,13,12,north_central,north_central,12,11,0,3,1,1
22.5052,2.908901,12,12,north_central,north_central,12,12,0,6,1,1
13.00813,4.035484,11,11,north_central,north_central,12,12,0,6,1,1
15.66782,1.355281,12,12,north_central,north_central,12,13,0,8,1,0
10.38724,1.168016,12,8,north_central,north_central,12,12,0,8,1,1
16.02564,0.1441706,12,13,north_central,north_central,12,12,0,1,1,1
15.625,3.064914,12,14,north_central,north_central,12,8,0,4,1,0
20.84767,2.374759,12,16,north_central,north_central,11,12,0,3,1,1
9.972801,1.39911,12,10,north_central,north_central,9,9,0,3,1,1
7.740385,4.277255,12,10,north_central,north_central,13,12,0,4,1,1
7.408377,4.4284,10,11,north_central,north_central,12,9,0,3,1,1
36.80556,2.100579,15,11,north_central,north_central,11,15,0,5,1,1
6.366346,2.247434,12,11,north_central,north_central,12,10,0,2,1,1
8.798077,-2.76763,12,15,north_central,north_central,12,9,0,1,1,1
7.138462,-4.572411,12,13,north_central,north_central,12,9,0,1,1,1
12.33974,4.482183,15,7,north_central,north_central,12,11,0,0,1,1
64.15022,2.042867,17,10,north_central,north_central,16,18,0,1,1,0
7.0,-1.466051,10,12,north_central,north_central,12,11,0,5,1,1
3.301887,-2.129632,9,11,north_central,north_central,12,11,0,4,1,1
61.28885,-0.2721091,12,14,north_central,north_central,9,12,1,5,1,1
5.647945,2.294609,15,7,north_central,north_central,12,7,0,2,1,1
4.254254,-3.65578,11,13,north_central,north_central,8,5,0,8,1,1
20.91503,5.359103,18,6,north_central,north_central,14,16,0,3,1,1
11.52,5.357341,20,2,northeast,north_central,20,20,0,1,1,1
22.48876,3.045233,15,13,north_central,north_central,16,16,0,2,1,1
9.420631,1.947523,16,4,north_central,north_central,16,16,0,2,1,1
15.38461,2.603361,15,9,north_central,north_central,12,16,0,5,1,1
12.4533,2.730369,15,7,north_central,north_central,16,14,0,1,1,1
31.25,1.948172,15,11,north_central,north_central,16,18,0,8,1,1
13.16271,2.107165,15,10,north_central,north_central,16,16,0,7,1,1
17.04036,3.624949,17,6,south,north_central,20,20,0,1,1,1
25.20325,0.9317185,9,13,south,south,14,14,1,2,1,1
11.87845,1.30909,11,15,north_central,north_central,12,10,0,4,1,1
12.98077,1.269127,13,14,west,north_central,12,12,0,4,1,1
44.05286,3.338229,15,11,north_central,north_central,12,12,0,7,1,1
17.36672,3.596047,12,12,north_central,north_central,12,12,0,7,1,1
14.35512,3.723485,15,8,north_central,north_central,16,18,0,4,1,1
10.76555,2.277141,12,16,north_central,north_central,5,5,0,2,0,1
14.42308,3.085365,12,14,north_central,north_central,11,9,0,4,1,0
3.5955530000000002,2.367058,10,14,north_central,north_central,11,14,0,2,1,1
4.807693,4.16734,12,9,north_central,north_central,11,12,0,2,1,1
7.345896,5.531036,12,9,north_central,north_central,12,19,0,2,1,1
4.928132,-0.2733392,8,12,north_central,north_central,12,10,0,1,1,1
20.0,5.211646,15,8,north_central,north_central,12,11,0,1,1,1
7.5342460000000004,3.062449,15,9,north_central,north_central,12,12,0,2,1,1
6.118421,2.662269,12,14,north_central,north_central,12,12,1,3,1,1
7.284382,3.007731,12,10,north_central,north_central,12,12,1,3,1,1
8.151009,1.492704,9,12,north_central,north_central,12,12,1,3,1,1
14.61539,5.291098,17,5,north_central,north_central,12,18,0,1,1,1
14.70588,4.222446,12,9,north_central,north_central,12,10,0,3,1,1
7.5,5.006999,11,10,north_central,north_central,12,8,0,2,1,1
13.11606,2.416193,12,13,north_central,north_central,11,12,0,3,1,0
24.19355,2.347017,11,9,north_central,north_central,12,10,1,1,1,1
11.17318,1.606445,12,15,north_central,north_central,12,10,0,0,1,1
14.90385,4.035834,16,10,north_central,north_central,15,14,0,3,1,1
13.56322,3.382336,12,8,north_central,north_central,15,17,0,1,1,1
26.89076,0.1849117,12,14,north_central,north_central,12,12,1,2,1,0
11.87032,3.800656,17,7,north_central,north_central,18,18,0,1,1,1
6.355591,2.996195,15,7,north_central,north_central,16,18,0,2,1,1
57.28782,5.2777520000000004,20,5,north_central,north_central,16,18,0,1,1,1
8.741259,4.921075,15,8,north_central,north_central,12,12,0,2,1,1
14.18182,4.032985,15,5,northeast,north_central,12,18,0,3,1,1
3.376623,4.115037,15,5,west,north_central,16,19,0,1,1,1
7.467949,0.9952354,12,13,north_central,north_central,9,10,0,0,1,1
8.653846,1.714376,11,10,north_central,north_central,11,12,1,3,1,1
7.836538,-0.0085335,12,13,north_central,north_central,12,12,0,3,1,1
9.302325,2.30022,12,8,north_central,north_central,12,12,0,2,1,1
6.31579,0.6088053,9,11,north_central,north_central,12,12,1,3,1,1
6.923077,4.254527,13,11,west,west,15,13,0,2,1,1
19.35096,2.108273,12,14,north_central,north_central,12,10,0,3,1,1
13.42555,1.770497,12,8,north_central,north_central,12,12,0,2,1,1
22.59615,3.393463,18,5,west,north_central,14,19,1,1,1,1
9.713024,-0.0178009,12,11,north_central,north_central,12,12,0,6,1,1
16.37308,4.524404,15,6,north_central,north_central,12,12,0,6,1,1
12.74039,5.147064,17,7,north_central,north_central,12,13,0,2,1,1
12.01923,4.562548,15,6,north_central,north_central,12,13,0,2,1,1
25.87322,4.736867,18,3,west,north_central,14,18,0,4,1,1
5.008013,5.353204,19,2,south,north_central,12,14,1,2,1,1
12.10165,3.42473,17,8,south,north_central,12,12,0,1,1,1
9.523809,4.417848,17,5,north_central,north_central,12,16,0,2,1,1
7.317073,3.418483,14,12,north_central,south,10,12,1,3,0,1
6.449012,4.659421,19,3,northeast,north_central,18,18,0,2,1,1
18.4182,4.832063,15,8,north_central,north_central,18,15,0,2,1,1
9.818182,4.227926,16,5,north_central,north_central,16,15,0,2,1,1
5.094614,-0.4458845,14,11,west,north_central,14,20,0,3,0,1
16.82692,3.06812,15,12,west,north_central,13,18,0,2,1,1
23.48485,3.224427,14,11,south,north_central,13,18,0,2,1,1
7.367073,2.505338,13,8,south,north_central,13,12,0,2,1,1
26.92308,5.12265,15,7,north_central,north_central,12,17,0,4,1,1
11.21795,4.487939,15,5,north_central,north_central,12,17,0,4,0,1
10.57692,2.783283,11,10,north_central,north_central,14,16,0,1,1,1
18.65385,4.187583,16,5,north_central,north_central,17,14,0,1,1,1
11.1346,5.060088,15,7,north_central,north_central,12,16,0,4,1,1
7.522115,3.815756,15,8,north_central,north_central,12,12,0,0,1,1
31.5856,4.348052,19,8,north_central,north_central,14,16,0,3,1,1
18.02885,4.382019,16,5,west,north_central,15,16,0,3,1,1
6.811989,3.766876,15,11,north_central,north_central,12,12,1,1,1,1
13.27477,5.534364,15,6,north_central,north_central,12,12,1,1,1,1
18.18182,2.661043,17,6,north_central,north_central,16,16,0,1,1,1
4.663212,-1.78736,11,13,north_central,north_central,12,16,0,1,1,1
9.462759,2.493904,12,12,north_central,north_central,13,20,0,4,1,1
6.31579,1.127919,15,6,west,south,16,16,0,1,1,1
6.471581,2.1619,12,10,south,south,12,16,0,6,0,1
13.46154,3.899828,16,4,south,south,16,18,0,2,1,1
7.751938,0.5736873,12,12,south,south,12,11,0,4,1,1
17.14579,2.90544,14,8,south,south,12,10,0,2,1,1
21.63461,4.851764,17,5,south,south,14,11,0,2,1,1
24.18155,3.941546,15,9,south,south,16,17,0,2,1,1
7.551942,1.377228,12,9,south,south,12,8,0,0,1,1
5.338078,0.3095799,12,14,south,south,12,10,0,4,0,1
9.375,0.3953786,10,11,north_central,south,10,12,0,4,1,1
14.42308,2.374173,12,14,south,south,12,12,0,2,1,1
12.5,2.539531,15,5,south,south,16,12,0,3,1,1
11.30491,-0.1146868,12,9,south,south,16,16,0,1,1,1
7.352941,-0.1018016,9,13,south,south,11,4,1,4,1,1
